Tf,distance
RFX5,Vertebrata
PIN1,Vertebrata
PLK1,> Eukaryota
HTT,Eumetazoa
SHMT1,Eumetazoa
PTPA,Eumetazoa
FPGS,Eukaryota
MUC5AC,Primates
FADD,Eumetazoa
BABAM2,> Eukaryota
FOSL2,Eumetazoa
PPOX,Eukaryota
ALAS2,> Eukaryota
NBN,Vertebrata
ECM1,Vertebrata
SHC1,Vertebrata
FDPS,Vertebrata
DAP3,Vertebrata
SOCS3,Vertebrata
TIMP2,Opisthokonta
SSTR2,Vertebrata
CR2,Opisthokonta
HEY2,Opisthokonta
CSNK2B,Eumetazoa
EHMT2,Vertebrata
RAD21,Eumetazoa
EXT1,Vertebrata
ANGPT1,Vertebrata
TPMT,Vertebrata
PEA15,Opisthokonta
SPAST,Eukaryota
LDHC,Mammalia
EIF2AK2,Vertebrata
SPRR3,Primates
CDH1,Eumetazoa
CD22,Vertebrata
HAMP,Vertebrata
B2M,Vertebrata
PIAS2,Eukaryota
CPEB1,Opisthokonta
SLC31A1,Eumetazoa
APC,Opisthokonta
ST3GAL1,Eumetazoa
PDE5A,Opisthokonta
CRMP1,Vertebrata
ACTC1,Eukaryota
EYA3,Opisthokonta
EDN1,Vertebrata
MCM10,Opisthokonta
OPTN,Vertebrata
PFKFB3,Opisthokonta
NTF3,Vertebrata
NPPB,Vertebrata
MTHFR,> Eukaryota
MCM2,> Eukaryota
FOLH1,Opisthokonta
RAG2,Vertebrata
RAG1,Vertebrata
ASPH,Opisthokonta
CXCR3,Vertebrata
TGFB2,Vertebrata
PENK,Vertebrata
ASPM,Vertebrata
MS4A2,Opisthokonta
CRY2,Vertebrata
HDAC8,Opisthokonta
MCM6,> Eukaryota
MLLT3,Eukaryota
RNF2,Vertebrata
SF1,Eukaryota
CD68,Vertebrata
ING2,Opisthokonta
SMARCB1,Vertebrata
E2F5,Opisthokonta
SCG3,Vertebrata
HDC,Vertebrata
UPF1,> Eukaryota
ISYNA1,Mammalia
NELFB,Eukaryota
REL,Vertebrata
MAT2B,Eumetazoa
PSMC5,> Eukaryota
IGF2,Vertebrata
TH,Eumetazoa
RRM2,> Eukaryota
KLF11,Vertebrata
TAF1B,Vertebrata
ADAM17,Opisthokonta
ZHX2,Hominidae
HAS2,Vertebrata
MBP,Vertebrata
KISS1R,Primates
ETF1,Eukaryota
TLR6,Vertebrata
ALDOB,Opisthokonta
ILF2,Opisthokonta
CELSR3,Opisthokonta
IMPDH2,Eumetazoa
XPC,Eukaryota
HSPA8,> Eukaryota
DYRK1A,Eukaryota
PRC1,Opisthokonta
YES1,Vertebrata
BAG1,Opisthokonta
RP1,Vertebrata
VIM,Eumetazoa
EGFR,Eumetazoa
CABLES1,Opisthokonta
GATA6,Opisthokonta
CYP8B1,Vertebrata
GJC2,Vertebrata
WNT3A,Opisthokonta
ABCB8,Eukaryota
RB1CC1,Vertebrata
CEBPD,Eumetazoa
YEATS4,Vertebrata
ADIPOR2,Eumetazoa
MMP10,Opisthokonta
MMP3,Opisthokonta
MMP12,Opisthokonta
MMP7,Vertebrata
ST3GAL4,Vertebrata
FLI1,Vertebrata
ETS1,Vertebrata
BARX2,Eumetazoa
DACT3,Vertebrata
PRDM2,Vertebrata
CISH,Vertebrata
RASSF1,Opisthokonta
HYAL1,Eumetazoa
MST1,Vertebrata
UBA7,Mammalia
DHX9,Opisthokonta
LAMC2,Amniota
NMNAT2,Eumetazoa
OTC,Vertebrata
SRPX,Vertebrata
GABPA,Opisthokonta
CBS,Eukaryota
ING1,Opisthokonta
DCC,Vertebrata
TDGF1,Mammalia
LHX4,Eumetazoa
ABL2,Eumetazoa
HDAC5,Eukaryota
PCK2,Opisthokonta
CEBPE,Vertebrata
MYH6,> Eukaryota
NCF2,Eumetazoa
UBE2D3,Vertebrata
IKBKB,Eumetazoa
PLAT,Vertebrata
BTF3,Opisthokonta
GCK,Opisthokonta
MYL7,Vertebrata
FGF10,Eumetazoa
ITGA2,Opisthokonta
FST,Eumetazoa
ERAP1,Opisthokonta
FUBP1,Opisthokonta
DNAJB4,Vertebrata
NDUFV2,Vertebrata
COL11A1,Vertebrata
RPA2,Vertebrata
CYP4F12,Primates
BDKRB2,Vertebrata
BDKRB1,Mammalia
POLE2,Mammalia
PTAFR,Vertebrata
ID3,Eumetazoa
DLK1,Eumetazoa
HMGA2,Eumetazoa
CNR1,Hominidae
CGA,Vertebrata
NT5E,Opisthokonta
CYP27A1,Vertebrata
IGFBP5,Eumetazoa
COL18A1,Vertebrata
PER1,Vertebrata
RBPJ,Opisthokonta
CSNK1A1,Opisthokonta
OLIG2,Eumetazoa
MMP20,Opisthokonta
NKX6-1,Opisthokonta
HPSE,Vertebrata
CBFB,Opisthokonta
ZNF423,Vertebrata
SLC9A2,Opisthokonta
AK4,Vertebrata
JAK1,Vertebrata
HK2,Opisthokonta
FIGLA,Eumetazoa
MXD1,Opisthokonta
PTGER2,Opisthokonta
AMHR2,Opisthokonta
SOX18,Eukaryota
CCR6,Vertebrata
SOX1,Primates
GPA33,Vertebrata
POU2F1,Opisthokonta
TFDP1,Opisthokonta
ADGRE5,Vertebrata
SOX11,Eukaryota
RNF144A,Eumetazoa
ID2,Eumetazoa
ASAP2,Vertebrata
TFAP2A,Vertebrata
BACE1,Vertebrata
APOA1,Vertebrata
CD3G,Vertebrata
ISL1,Opisthokonta
USP26,Primates
TFDP3,Hominidae
TOMM70,> Eukaryota
SLC39A3,Vertebrata
CARTPT,Vertebrata
KDM4C,Opisthokonta
PAWR,Vertebrata
MYF6,Eumetazoa
FOXM1,Eumetazoa
PTN,Vertebrata
CD36,Opisthokonta
CCND2,Eukaryota
RAD51AP1,Vertebrata
SPIC,Vertebrata
DRAM1,Vertebrata
LTA,Vertebrata
IL2RB,Vertebrata
NTRK1,Vertebrata
DNASE2,Vertebrata
TAP1,> Eukaryota
BRD2,Eumetazoa
FUT2,Hominidae
MSX1,Eumetazoa
TLX2,Mammalia
FOXP3,Vertebrata
WAS,Opisthokonta
PLAUR,Vertebrata
ZNF224,Primates
ABCC2,Vertebrata
BTRC,Eukaryota
NOLC1,Eukaryota
PITX3,Vertebrata
NFKB2,Vertebrata
FGB,Vertebrata
TFAP2C,Vertebrata
DUSP6,Vertebrata
HSF4,Vertebrata
GRHL1,Opisthokonta
YWHAQ,Vertebrata
NUPR1,Vertebrata
LSP1,Vertebrata
SIGMAR1,Opisthokonta
GALT,Opisthokonta
CD2,Mammalia
AHRR,Opisthokonta
SCARF1,Eumetazoa
SLC46A1,Opisthokonta
FOXN1,Opisthokonta
CPD,Vertebrata
POU5F1,Opisthokonta
KLF8,Opisthokonta
CLDN2,Vertebrata
EMSY,Eukaryota
RSF1,Opisthokonta
NCAM1,Vertebrata
ZBTB16,Vertebrata
ALAS1,> Eukaryota
HRH1,Vertebrata
ATG7,> Eukaryota
PPARG,Eumetazoa
SMARCA1,Eukaryota
UCP1,Vertebrata
PSIP1,Vertebrata
HMG20B,Eukaryota
PIAS4,Eumetazoa
AMH,Vertebrata
ELL,Opisthokonta
CRLF1,Vertebrata
LATS2,Opisthokonta
ITGA2B,Opisthokonta
MICB,Vertebrata
MICA,Vertebrata
TNF,Vertebrata
LTB,Vertebrata
APOM,Vertebrata
CFB,Vertebrata
UBE2I,> Eukaryota
CTCFL,Amniota
TOP2A,Vertebrata
BLMH,Vertebrata
SLC6A4,Vertebrata
LHX2,Eumetazoa
NR5A1,Eumetazoa
HOXA9,Vertebrata
SLC2A4,Vertebrata
TP53,Opisthokonta
TMPO,Eumetazoa
PTHLH,Eumetazoa
LRRFIP1,Eumetazoa
PTGS1,Eumetazoa
ATP5F1A,Opisthokonta
AMACR,Opisthokonta
PTPN13,Vertebrata
NFYC,Eukaryota
KAT2B,> Eukaryota
RUNX1T1,Vertebrata
STMN2,Vertebrata
HEY1,Opisthokonta
JARID2,Vertebrata
RRM2B,> Eukaryota
LAPTM4B,Vertebrata
ELAVL1,Vertebrata
RS1,Eumetazoa
CDKL5,Vertebrata
REPS2,Eumetazoa
SLC34A2,Opisthokonta
GBX2,Vertebrata
SLC22A9,Eukaryota
SLC22A10,Eukaryota
SLC22A3,Eukaryota
SLC22A4,Eukaryota
SLC22A6,Mammalia
IRF1,Eumetazoa
TCF7,Vertebrata
PGK1,> Eukaryota
POU2F3,Opisthokonta
MYBBP1A,Opisthokonta
MDM2,Opisthokonta
IFNG,> Eukaryota
GRIP1,Eumetazoa
TYMP,Eukaryota
LGR5,Vertebrata
CDX1,Eumetazoa
PDGFRB,Vertebrata
CSF1R,Vertebrata
CD74,Vertebrata
FABP6,Opisthokonta
PPP2CA,> Eukaryota
HSPA4,> Eukaryota
FGF21,Eumetazoa
FGF9,Eumetazoa
FGF1,Eumetazoa
NR3C1,Opisthokonta
ATRX,Eukaryota
FGF16,Eumetazoa
PRKCA,Vertebrata
AXIN2,Vertebrata
E4F1,Vertebrata
SREBF1,Eumetazoa
LMTK2,Vertebrata
HLA-DQA2,Primates
HLA-DQA1,Primates
USF2,Vertebrata
AGO1,Vertebrata
SLC9A1,Opisthokonta
PNRC2,Eumetazoa
MYCBP,Eukaryota
SNIP1,Opisthokonta
CSF3R,Vertebrata
MTF1,Eukaryota
LIN28A,Opisthokonta
IL17A,Mammalia
MMRN1,Vertebrata
HLA-DRA,Amniota
PITX1,Vertebrata
IL4,Vertebrata
IL13,Vertebrata
IL5,Vertebrata
CSF2,Vertebrata
IL3,Vertebrata
EPHA2,Vertebrata
CLCNKA,Vertebrata
COL4A2,Vertebrata
DAXX,Mammalia
BAK1,Vertebrata
ZNF76,Vertebrata
PIM1,Vertebrata
TRERF1,Opisthokonta
TXN,Vertebrata
RUNX2,Opisthokonta
SLC25A27,Eukaryota
MEP1A,Primates
CD2AP,Eukaryota
FOXD1,Vertebrata
SERPINB2,Mammalia
HRK,Hominidae
PLIN2,Opisthokonta
PLAA,> Eukaryota
NFIB,Eumetazoa
PC,Vertebrata
SLC3A2,Vertebrata
AKR1C4,> Eukaryota
AKR1C3,Primates
AKR1C2,Primates
DOK1,Eumetazoa
NELL2,Vertebrata
HDAC10,Vertebrata
APLNR,> Eukaryota
TEAD4,Vertebrata
CDKN1B,Vertebrata
WNT7B,Vertebrata
FBLN1,Vertebrata
CDKN1C,Vertebrata
IFITM5,Vertebrata
CNOT8,Eukaryota
WWC1,Vertebrata
SYP,Vertebrata
SET,Hominidae
CDC42,Vertebrata
CRABP1,Eumetazoa
SIN3A,Eumetazoa
TALDO1,Vertebrata
DDB1,Opisthokonta
CD151,Hominidae
NR1H3,Vertebrata
TRAF6,Eukaryota
BRIP1,Opisthokonta
TBX4,Opisthokonta
BCAS3,Vertebrata
TYRP1,Eumetazoa
FABP2,Vertebrata
PDCD11,Eukaryota
TAF5,Vertebrata
KRT19,Opisthokonta
HAP1,Opisthokonta
JUP,Eukaryota
LDB1,Vertebrata
TK1,Opisthokonta
NOTUM,Opisthokonta
MAFG,Opisthokonta
PCYT2,Vertebrata
RFX1,Vertebrata
TSC2,Mammalia
GSK3A,Vertebrata
CIC,Eumetazoa
ERF,Vertebrata
POU2F2,Vertebrata
MDC1,Vertebrata
PCSK1,Vertebrata
CD8B,Vertebrata
MX1,Eukaryota
SLC16A1,Vertebrata
CCNT1,Opisthokonta
PMEL,Eumetazoa
HNF4A,Eumetazoa
ADA,Eumetazoa
NPSR1,Opisthokonta
PFKFB4,Opisthokonta
SRC,Vertebrata
NFATC2,> Eukaryota
SALL4,Vertebrata
ZNF217,Vertebrata
PFDN4,Eumetazoa
TNFRSF10B,Opisthokonta
TNFRSF1B,Primates
TNFRSF11A,Opisthokonta
LTBR,Opisthokonta
TNFRSF10A,Primates
TUBA1B,Eumetazoa
MPZ,> Eukaryota
GAD1,Eumetazoa
SSB,Vertebrata
PHGDH,Vertebrata
PPIG,Vertebrata
STK39,Vertebrata
GALNT3,Opisthokonta
GCG,Opisthokonta
TBR1,Eumetazoa
NR4A2,Opisthokonta
RPRM,Eukaryota
PTTG1IP,Vertebrata
IGF2BP2,Vertebrata
XRCC5,Eukaryota
CFLAR,Opisthokonta
ERCC1,Primates
LRRN3,Vertebrata
CALD1,Eumetazoa
PPARA,Eumetazoa
TBC1D22A,Eumetazoa
MUC2,Vertebrata
IAPP,Eukaryota
SOX5,> Eukaryota
PTGIR,> Eukaryota
RAB4B,> Eukaryota
EGLN2,Vertebrata
IFNGR1,Vertebrata
SHOX2,Opisthokonta
MCAM,Vertebrata
C1QTNF5,Eukaryota
KMT2A,Eukaryota
CTPS1,> Eukaryota
TAF12,Mammalia
AGER,Vertebrata
APOE,Eukaryota
BCL3,Eumetazoa
LIPE,Vertebrata
CD79A,Opisthokonta
ARHGEF1,Vertebrata
DEAF1,Vertebrata
CFTR,Primates
WNT2,Opisthokonta
MET,Eumetazoa
CAV1,Opisthokonta
IRF5,Eukaryota
NFIC,Vertebrata
PHB2,Eukaryota
PDGFA,Eukaryota
LPAR2,Vertebrata
ICAM3,Vertebrata
LITAF,Eukaryota
PTGS2,> Eukaryota
RFX2,Eumetazoa
TRIM16,Vertebrata
LCOR,Vertebrata
HPSE2,Opisthokonta
LOXL4,Eumetazoa
SFRP5,Mammalia
ALOX5,Eukaryota
TP53BP2,> Eukaryota
CHAT,Eumetazoa
PAX2,Vertebrata
SCD,Vertebrata
DDIT4,Vertebrata
KCNMA1,Opisthokonta
TOMM34,Eukaryota
PEBP1,Vertebrata
HOXA10,Vertebrata
HOXA2,Vertebrata
HNRNPA2B1,Primates
BRD3,Vertebrata
KAT5,Vertebrata
SDC1,> Eukaryota
GABPB2,Vertebrata
APH1A,Mammalia
WRN,Eukaryota
HSD17B2,Vertebrata
GLI2,Mammalia
SCTR,Vertebrata
TXNRD1,Vertebrata
BCL2A1,Amniota
GCM1,Vertebrata
GSTA1,Primates
CGB5,Primates
CGB3,Primates
LHB,Primates
CD83,Primates
L1TD1,Opisthokonta
ITGB3BP,Vertebrata
ZNF24,Mammalia
CYP2C8,Opisthokonta
DNASE1,Opisthokonta
MEFV,Mammalia
ZNF205,Mammalia
MNDA,Primates
BLM,Opisthokonta
FRMD5,Vertebrata
RORA,Eumetazoa
KLF16,Opisthokonta
TRPM1,Vertebrata
CA12,Vertebrata
NEIL1,Vertebrata
CYP11A1,Opisthokonta
NR2E3,Amniota
DENND4A,Vertebrata
SMAD6,Opisthokonta
SMAD3,Vertebrata
LHX6,Opisthokonta
DHRS2,> Eukaryota
PRODH,Eukaryota
NOS1,Opisthokonta
XBP1,Eumetazoa
VEGFA,Eumetazoa
LPIN1,Opisthokonta
MYB,> Eukaryota
SGK1,> Eukaryota
TBPL1,Opisthokonta
LGALS3BP,Opisthokonta
SOX7,Hominidae
BAALC,Vertebrata
BATF,Opisthokonta
TGFB3,Eumetazoa
ESRRB,Eumetazoa
JDP2,Mammalia
FOS,Eukaryota
VSX2,Mammalia
PPP1R13B,Vertebrata
GATA4,Vertebrata
FDFT1,Eumetazoa
CTSV,> Eukaryota
CTSL,Eukaryota
PROX1,Opisthokonta
PARP1,Eukaryota
ACBD3,Vertebrata
AIP,Vertebrata
SLIT2,Primates
UGDH,Vertebrata
KLF3,Vertebrata
PAX5,Opisthokonta
ZBTB5,Vertebrata
WT1,Vertebrata
DKK3,Eumetazoa
ARNTL,Vertebrata
PTH,Vertebrata
FANCA,Vertebrata
GUSB,Vertebrata
LILRB4,Hominidae
MUC4,Hominidae
HLA-E,Hominidae
HLA-DOB,Hominidae
TAP1,Hominidae
LSP1,Hominidae
CYP2D6,Hominidae
TAP2,Hominidae
SIRT2,Hominidae
LSS,Hominidae
CCL3,Hominidae
TINF2,Hominidae
HLA-F,Hominidae
GCSAM,Hominidae
KIR2DL3,Hominidae
HLA-DQA2,Hominidae
ASF1B,Hominidae
TCF19,Hominidae
HLA-DOB,Hominidae
PSMB9,Hominidae
KIR3DL1,Hominidae
TAPBP,Hominidae
ABCB11,Hominidae
DAXX,Hominidae
SURF1,Hominidae
EHMT2,Hominidae
HLA-DQA1,Hominidae
HSPA1A,Hominidae
CCL4,Hominidae
KIR2DL3,Hominidae
MICA,Hominidae
CFB,Hominidae
TCF19,Hominidae
IER3,Hominidae
HLA-B,Hominidae
HLA-DQB1,Hominidae
ADIPOR2,Hominidae
AGER,Hominidae
NOTCH4,Hominidae
HLA-DMB,Hominidae
DEFA1,Hominidae
MCTS1,Hominidae
NLRP2,Hominidae
HLA-DQA2,Hominidae
CLDN7,Hominidae
HLA-DOB,Hominidae
AGER,Hominidae
CFB,Hominidae
CYP2D6,Hominidae
UGT2B15,Hominidae
KIR2DL3,Hominidae
KIR2DL3,Hominidae
LTC4S,Hominidae
HLA-A,Hominidae
HLA-DRB1,Hominidae
MICB,Hominidae
APOM,Hominidae
HLA-A,Hominidae
HLA-C,Hominidae
SOCS7,Hominidae
TOP3A,Hominidae
AGER,Hominidae
C4A,Hominidae
KIR3DL1,Hominidae
KIR3DL1,Hominidae
KIR2DL3,Hominidae
HLA-G,Hominidae
CFB,Hominidae
LILRB1,Hominidae
CYP2D6,Hominidae
HLA-DQB2,Hominidae
HLA-A,Hominidae
HLA-DMA,Hominidae
TAP2,Hominidae
KIR3DL1,Hominidae
CSNK2B,Hominidae
GP6,Hominidae
HLA-A,Hominidae
HLA-DQB2,Hominidae
MICB,Hominidae
NOTCH4,Hominidae
GP6,Hominidae
SHMT1,Hominidae
LILRB4,Hominidae
BRD2,Hominidae
TCF19,Hominidae
MUC4,Hominidae
KIR3DL1,Hominidae
PBX2,Hominidae
LTA,Hominidae
TAPBP,Hominidae
HLA-DQB2,Hominidae
TNF,Hominidae
B2M,Hominidae
HRAS,Hominidae
HLA-DMA,Hominidae
HLA-DOA,Hominidae
MUC4,Hominidae
AATF,Hominidae
TAPBP,Hominidae
CFB,Hominidae
HLA-DQA1,Hominidae
TRPV6,Hominidae
TNF,Hominidae
AGER,Hominidae
KLF13,Hominidae
MDC1,Hominidae
MICB,Hominidae
LTA,Hominidae
KIR3DL1,Hominidae
KIR3DL1,Hominidae
TJP1,Hominidae
HLA-DMA,Hominidae
MDC1,Hominidae
CPEB1,Hominidae
DEFB1,Hominidae
COL11A2,Hominidae
KIR3DL1,Hominidae
PTEN,Hominidae
KIR2DL3,Hominidae
ABCC1,Hominidae
KIR3DL1,Hominidae
ALOX5,Hominidae
HLA-DPB1,Hominidae
TAP2,Hominidae
PSMB9,Hominidae
KIR3DL1,Hominidae
GP6,Hominidae
HLA-G,Hominidae
LTA,Hominidae
HLA-C,Hominidae
ACTN4,Hominidae
SCARF1,Hominidae
HLA-F,Hominidae
HLA-DOA,Hominidae
TWIST2,Hominidae
HLA-DRA,Hominidae
AGER,Hominidae
NLRP2,Hominidae
HLA-DPB1,Hominidae
EHMT2,Hominidae
HLA-DMB,Hominidae
HLA-DMB,Hominidae
HLA-DMB,Hominidae
HLA-B,Hominidae
MYH11,Hominidae
TFPT,Hominidae
C4A,Hominidae
HLA-DOA,Hominidae
TNF,Hominidae
HLA-DPB1,Hominidae
NLRP2,Hominidae
EHMT2,Hominidae
KIR2DL3,Hominidae
HLA-DQB1,Hominidae
DAXX,Hominidae
LILRB4,Hominidae
TAP2,Hominidae
HLA-DPA1,Hominidae
OCA2,Hominidae
TCF19,Hominidae
HLA-DQA1,Hominidae
TAP1,Hominidae
GP6,Hominidae
DEFB4A,Hominidae
POU5F1,Hominidae
C4B,Hominidae
PBX2,Hominidae
HLA-DRB3,Hominidae
CSNK2B,Hominidae
MICB,Hominidae
HLA-DPB1,Hominidae
KIR2DL3,Hominidae
HLA-DOB,Hominidae
TRPM1,Hominidae
NOTCH4,Hominidae
LTB,Hominidae
IER3,Hominidae
COL11A2,Hominidae
BRD2,Hominidae
HLA-F,Hominidae
CDKN1C,Hominidae
TNF,Hominidae
KIR2DL3,Hominidae
KIR3DL1,Hominidae
KIR2DL3,Hominidae
HLA-DRA,Hominidae
HLA-E,Hominidae
DAXX,Hominidae
HLA-A,Hominidae
MDC1,Hominidae
KIR3DL1,Hominidae
C4A,Hominidae
HSPA1B,Hominidae
LTB,Hominidae
NRL,Hominidae
KIR3DL1,Hominidae
HSF1,Hominidae
HLA-C,Hominidae
HLA-E,Hominidae
DEAF1,Hominidae
CES1,Hominidae
LILRB1,Hominidae
PADI1,Hominidae
GP6,Hominidae
EHMT2,Hominidae
KIR2DL3,Hominidae
C4B,Hominidae
HLA-DQB1,Hominidae
SLC2A4,Hominidae
NAIP,Hominidae
HSPA1A,Hominidae
HLA-DRB1,Hominidae
MMP28,Hominidae
APOM,Hominidae
MDC1,Hominidae
APOM,Hominidae
TFPT,Hominidae
KIR3DL1,Hominidae
POU5F1,Hominidae
BCAR1,Hominidae
COL11A2,Hominidae
HLA-DMA,Hominidae
EHMT2,Hominidae
POU5F1,Hominidae
TGM4,Hominidae
KCTD11,Hominidae
HLA-DRB1,Hominidae
GATA4,Hominidae
HLA-B,Hominidae
HLA-E,Hominidae
HLA-DQB2,Hominidae
NLRP2,Hominidae
HLA-DQA2,Hominidae
HLA-F,Hominidae
DUX4,Hominidae
KIR3DL1,Hominidae
HLA-B,Hominidae
AGER,Hominidae
TAP1,Hominidae
TAP1,Hominidae
MUC4,Hominidae
MDC1,Hominidae
HLA-G,Hominidae
LILRB1,Hominidae
HLA-DRB4,Hominidae
CFB,Hominidae
HLA-A,Hominidae
GP6,Hominidae
PSMB9,Hominidae
DEFA6,Hominidae
HLA-DMA,Hominidae
ACR,Hominidae
HLA-E,Hominidae
TFPT,Hominidae
SCT,Hominidae
PKLR,Hominidae
MUC2,Hominidae
HLA-C,Hominidae
HLA-G,Hominidae
HLA-DRB1,Hominidae
HLA-DPA1,Hominidae
E2F2,Hominidae
MIF,Hominidae
LTB,Hominidae
CCL5,Hominidae
SALL3,Hominidae
SURF2,Hominidae
TNF,Hominidae
IER3,Hominidae
LILRB2,Hominidae
PBX2,Hominidae
NLRP2,Hominidae
BDP1,Hominidae
TAP2,Hominidae
NOTCH4,Hominidae
PCGF2,Hominidae
CSNK2B,Hominidae
LTB,Hominidae
C4B,Hominidae
GCGR,Hominidae
TFPT,Hominidae
LGALS4,Hominidae
POU5F1,Hominidae
KIR3DL1,Hominidae
HLA-DMA,Hominidae
LILRB4,Hominidae
KIR3DL1,Hominidae
HLA-DQB2,Hominidae
LTB,Hominidae
HERC2,Hominidae
PSMB9,Hominidae
CYP2D6,Hominidae
NOTCH4,Hominidae
HLA-DOA,Hominidae
HLA-DQA1,Hominidae
TAF4,Hominidae
HLA-E,Hominidae
CRYGC,Hominidae
HLA-DQB2,Hominidae
MICB,Hominidae
HLA-F,Hominidae
CFB,Hominidae
KCNQ2,Hominidae
DEFA5,Hominidae
NLRP2,Hominidae
BRD2,Hominidae
NLRP2,Hominidae
KIR3DL1,Hominidae
HLA-DMA,Hominidae
HLA-DPB1,Hominidae
HLA-DQA2,Hominidae
DEFB103A,Hominidae
HLA-DQB1,Hominidae
HLA-DQA2,Hominidae
LILRB1,Hominidae
SALL3,Hominidae
KIR2DL3,Hominidae
PBX2,Hominidae
MICA,Hominidae
HSPA1A,Hominidae
KIR2DL3,Hominidae
CYP11A1,Hominidae
HLA-DQB1,Hominidae
HLA-DOA,Hominidae
PBX2,Hominidae
COL11A2,Hominidae
KIR2DL3,Hominidae
TAP1,Hominidae
HLA-DRA,Hominidae
LTA,Hominidae
TAP2,Hominidae
HLA-C,Hominidae
IER3,Hominidae
MUC4,Hominidae
TCF19,Hominidae
HLA-DRB1,Hominidae
BRD2,Hominidae
KIR2DL3,Hominidae
DEFA3,Hominidae
SLC9A3,Hominidae
HLA-DPB1,Hominidae
KIR2DL3,Hominidae
HNF1B,Hominidae
HLA-DOA,Hominidae
CNTNAP2,Hominidae
KIR3DL1,Hominidae
DEFB103A,Hominidae
ID3,Hominidae
MUC4,Hominidae
DAXX,Hominidae
KIR2DL3,Hominidae
KIR3DL1,Hominidae
BRD2,Hominidae
PADI3,Hominidae
SMARCB1,Hominidae
CSNK2B,Hominidae
NFKBIB,Hominidae
HLA-DRA,Hominidae
COL11A2,Hominidae
KIR2DL3,Hominidae
PRTN3,Hominidae
KIR2DL3,Hominidae
TNF,Hominidae
KIR3DL1,Hominidae
HLA-DRA,Hominidae
HLA-B,Hominidae
GP6,Hominidae
HLA-DRA,Hominidae
NLRP2,Hominidae
TPO,Hominidae
SOX7,Hominidae
SLC6A3,Hominidae
CCL4,Hominidae
LDHA,Hominidae
KIR2DL3,Hominidae
HLA-DQB2,Hominidae
PRAME,Hominidae
CSN2,Hominidae
HLA-DOB,Hominidae
RFX1,Hominidae
MICA,Hominidae
IRF7,Hominidae
TAP2,Hominidae
APOM,Hominidae
SERPINF1,Hominidae
IRF9,Hominidae
PSMB9,Hominidae
HLA-C,Hominidae
HLA-DQB1,Hominidae
KRT20,Hominidae
SQSTM1,Hominidae
MCPH1,Hominidae
HLA-DMB,Hominidae
HLA-DPA1,Hominidae
NAIP,Hominidae
FDFT1,Hominidae
APOM,Hominidae
KIR2DL3,Hominidae
MMP11,Hominidae
LTB,Hominidae
SLC5A8,Hominidae
POU5F1,Hominidae
HSPA1B,Hominidae
GP6,Hominidae
TFPT,Hominidae
PTPRC,Hominidae
HYOU1,Hominidae
HLA-DPA1,Hominidae
TFPT,Hominidae
BTG3,Hominidae
KIR2DL3,Hominidae
MICB,Hominidae
HLA-DRA,Hominidae
LILRB2,Hominidae
MUC5AC,Hominidae
KIR3DL1,Hominidae
PSMB9,Hominidae
NOTCH4,Hominidae
PBX2,Hominidae
LTA,Hominidae
KIR3DL1,Hominidae
MUC6,Hominidae
HNRNPR,Hominidae
KIR3DL1,Hominidae
TAPBP,Hominidae
LTB,Hominidae
ELANE,Hominidae
HLA-DPA1,Hominidae
TFPT,Hominidae
ACACA,Hominidae
MAML1,Hominidae
HLA-G,Hominidae
BDP1,Hominidae
HLA-DRB4,Hominidae
KIR2DL3,Hominidae
LTA,Hominidae
TFPT,Hominidae
KIR2DL3,Hominidae
HLA-A,Hominidae
BLK,Hominidae
POU5F1,Hominidae
HLA-G,Hominidae
HLA-DPB1,Hominidae
KIR3DL1,Hominidae
HLA-DQA2,Hominidae
APOM,Hominidae
CSNK2B,Hominidae
CSNK2B,Hominidae
MICA,Hominidae
TAP1,Hominidae
MDC1,Hominidae
KIR3DL1,Hominidae
KIR2DL3,Hominidae
TCF19,Hominidae
KIR3DL1,Hominidae
SAA1,Hominidae
TNF,Hominidae
HLA-DPA1,Hominidae
TDO2,Hominidae
TFPT,Hominidae
KIR2DL3,Hominidae
HLA-G,Hominidae
HLA-DMB,Hominidae
HSPA1B,Hominidae
HLA-DRB3,Hominidae
HBP1,Hominidae
NLRP2,Hominidae
SMN1,Hominidae
TAP1,Hominidae
KIR2DL3,Hominidae
HLA-DRB4,Hominidae
HLA-DMB,Hominidae
KIR3DL1,Hominidae
CHGA,Hominidae
MDC1,Hominidae
OCLN,Hominidae
HLA-DPA1,Hominidae
KIR3DL1,Hominidae
ABCC6,Hominidae
MICB,Hominidae
HSPA1B,Hominidae
KRT12,Hominidae
BRD2,Hominidae
GP6,Hominidae
PSMB9,Hominidae
HLA-DQA1,Hominidae
HERC2,Hominidae
COL11A2,Hominidae
HLA-DRB3,Hominidae
KIR2DL3,Hominidae
RUVBL1,Hominidae
CTSB,Hominidae
EHMT2,Hominidae
IER3,Hominidae
KIR3DL1,Hominidae
LILRB2,Hominidae
LILRB2,Hominidae
HLA-F,Hominidae
CCL3,Hominidae
KIR2DL3,Hominidae
HSPA1A,Hominidae
HLA-DQA2,Hominidae
SLC16A1,Hominidae
KIR2DL3,Hominidae
PCK2,Hominidae
KIR3DL1,Hominidae
