TF,Target,Mode,PMID,Tf_age,Tg_age
PGR,RLN2,Unknown,15149733,Eukaryota,Eumetazoa
PGR,VEGFA,Unknown,22542550,Eukaryota,Eumetazoa
PGR,YWHAQ,Unknown,22329840,Eukaryota,Eumetazoa
PHB2,ARNT,Repression,21256954,Eukaryota,Eumetazoa
PHB2,BTG2,Repression,19117054,Eukaryota,Eumetazoa
PHF10,CASP3,Unknown,20530714,Eukaryota,Eumetazoa
PHF8,CDC20,Unknown,23979597,Eukaryota,Eumetazoa
PHOX2A,DBH,Activation,16280598,Eukaryota,Eumetazoa
PHOX2A,DBH,Unknown,11034547,Eukaryota,Opisthokonta
PHOX2A,TLX2,Activation,20044949,Eukaryota,Eumetazoa
PHOX2B,ALK,Activation,20957039,Eukaryota,Vertebrata
PHOX2B,DBH,Activation,11034547;16280598,Eukaryota,Vertebrata
PHOX2B,DBH,Unknown,15888479,Eukaryota,Vertebrata
PHOX2B,MSX1,Repression,18201699,Eukaryota,Eukaryota
PHOX2B,PHOX2A,Unknown,15888479,Eukaryota,Opisthokonta
PHOX2B,TLX2,Activation,16402914;20044949,Eukaryota,Eumetazoa
PHOX2B,TLX2,Unknown,17505528,Eukaryota,Opisthokonta
PIAS1,CYP17A1,Unknown,21467194,Eukaryota,Mammalia
PIAS1,FABP2,Activation,22539995,Eukaryota,Mammalia
PIAS1,MUC1,Repression,17717071,Eukaryota,Primates
PIAS1,PRMT1,Repression,19136629,Eukaryota,Mammalia
PIAS1,SI,Activation,22539995,Eukaryota,Mammalia
PIAS1,STAT1,Unknown,17940994;19136629,Eukaryota,Mammalia
PIAS2,AR,Activation,11117529,Eukaryota,Mammalia
PIAS2,LRRN3,Repression,21908575,Eukaryota,Amniota
PIAS2,MUC1,Repression,17717071,Eukaryota,Mammalia
PIAS2,MYCN,Repression,21123453,Eukaryota,Vertebrata
PIAS3,ATF1,Activation,17565989,Vertebrata,Hominidae
PIAS3,ESR1,Unknown,22174013,Vertebrata,Hominidae
PIAS3,MUC1,Repression,17717071,Eumetazoa,Vertebrata
PIAS3,STAT3,Unknown,16098628,Vertebrata,Hominidae
PIAS4,MUC1,Repression,17717071,Vertebrata,Hominidae
PIAS4,VDR,Unknown,22564762,Vertebrata,Vertebrata
PIR,NFKB1,Unknown,14573596,Vertebrata,Hominidae
PITX1,DUX4,Unknown,23206257,Vertebrata,Hominidae
PITX1,FSHB,Unknown,18339718,Vertebrata,Vertebrata
PITX1,GNRH1,Repression,19106114,Vertebrata,Hominidae
PITX1,HES1,Repression,21425961,Vertebrata,Vertebrata
PITX1,IFNA1,Repression,12242290,Vertebrata,Hominidae
PITX1,IRF2,Repression,12242290,Vertebrata,Opisthokonta
PITX1,IRF7,Repression,12242290,Vertebrata,Opisthokonta
PITX1,JUN,Repression,21425961,Vertebrata,> Eukaryota
PITX1,LHB,Unknown,19106114,Vertebrata,> Eukaryota
PITX1,NKX3-1,Repression,21425961,Vertebrata,> Eukaryota
PITX1,PRL,Activation,16879162,Vertebrata,Eukaryota
PITX1,RUNX1,Repression,21425961,Vertebrata,Vertebrata
PITX1,RUNX2,Repression,21425961,Vertebrata,Vertebrata
PITX1,TBX4,Unknown,20598276,Vertebrata,Vertebrata
PITX1,TERT,Repression,21300782,Opisthokonta,Vertebrata
PITX1,TRIB2,Repression,21425961,Opisthokonta,Vertebrata
PITX2,ABCB1,Unknown,23354914,Opisthokonta,Vertebrata
PITX2,FGF16,Unknown,24253043,Opisthokonta,Vertebrata
PITX2,FSHB,Unknown,18339718,Opisthokonta,Vertebrata
PITX2,GNRH1,Repression,19106114,Opisthokonta,Opisthokonta
PITX2,LEF1,Activation,17785445,Opisthokonta,Opisthokonta
PITX2,LHX6,Activation,23229549,Opisthokonta,Eumetazoa
PITX2,PLOD1,Unknown,21837767,Opisthokonta,Eumetazoa
PITX2,PRL,Activation,16879162,Opisthokonta,Vertebrata
PITX2,SLC13A3,Unknown,21873665,Opisthokonta,Vertebrata
PITX2,WNT2,Unknown,23250740,Opisthokonta,Vertebrata
PITX2,WNT5A,Unknown,23250740,Opisthokonta,Mammalia
PITX3,MIP,Activation,21698120,Opisthokonta,Primates
PITX3,TH,Activation,22223473,Opisthokonta,Primates
PKNOX1,MEIS1,Unknown,12732210,Opisthokonta,Vertebrata
PKNOX1,PF4,Unknown,12732210,Opisthokonta,Vertebrata
PKNOX1,PTPN6,Activation,20864515,Opisthokonta,Eumetazoa
PKNOX1,SYP,Activation,20864515,Opisthokonta,Vertebrata
PLAG1,ABCC6,Activation,18850323,Opisthokonta,Vertebrata
PLAG1,CRLF1,Activation,14712223,Opisthokonta,Mammalia
PLAG1,IGF2,Activation,10646861;11284386;11888928;14695992;14712223,Opisthokonta,Opisthokonta
PLAG1,IGF2,Unknown,23023303,Opisthokonta,Opisthokonta
PLAG1,XRCC1,Unknown,16596326,Opisthokonta,Opisthokonta
PLAGL1,ABCC6,Activation,18850323,Vertebrata,Opisthokonta
PLAGL1,SDHB,Repression,19423711,Vertebrata,Primates
PLAGL2,IGF2,Activation,11888928,Vertebrata,Vertebrata
PLAGL2,METAP2,Activation,17462995,Vertebrata,Opisthokonta
PLAGL2,NCF2,Activation,17462995;20025940,Vertebrata,Vertebrata
PLAGL2,SFTPC,Activation,17618602;18655774,Vertebrata,Primates
PML,BAX,Activation,16007146,Vertebrata,Vertebrata
PML,CASP3,Activation,16253165,Vertebrata,Opisthokonta
PML,CCND1,Repression,15529177,Vertebrata,Vertebrata
PML,CCNT1,Unknown,12727882,Vertebrata,
PML,CDKN1A,Activation,10356361;16007146,Vertebrata,Vertebrata
PML,EAF2,Repression,18089734,Vertebrata,Vertebrata
PML,EGFR,Repression,12673202;9819401,Vertebrata,Vertebrata
PML,EP300,Activation,18809579,Vertebrata,Vertebrata
PML,FLT3,Activation,17124055,Vertebrata,Vertebrata
PML,GRIP1,Activation,23542129,Vertebrata,Vertebrata
PML,HCK,Unknown,21993313,Vertebrata,Vertebrata
PML,HIPK2,Activation,18809579,Vertebrata,Vertebrata
PML,IFNB1,Activation,11042692,Vertebrata,Eukaryota
PML,NR4A1,Repression,12032831,Opisthokonta,Hominidae
PML,PML,Activation,15529177,Opisthokonta,Primates
PML,TNFAIP3,Repression,12080044,Opisthokonta,Primates
PML,TNFSF10,Activation,15459016,Opisthokonta,Amniota
PML,TP53,Unknown,12837275,Opisthokonta,Amniota
PML,UBA7,Repression,11891284,Opisthokonta,Vertebrata
POLR1A,E2F1,Repression,21878508,Hominidae,Primates
POU1F1,BDKRB1,Unknown,10842322,Hominidae,Primates
POU1F1,CGA,Unknown,11081207,Hominidae,Vertebrata
POU1F1,GH1,Activation,16061841;7529501,Hominidae,Vertebrata
POU1F1,GH1,Unknown,11081207;11874696;15998782;17456792;7608249;7877625;9207961,Hominidae,Vertebrata
POU1F1,GH2,Activation,7608249,Hominidae,Vertebrata
POU1F1,GHR,Activation,7529501,Opisthokonta,Vertebrata
POU1F1,INSM1,Unknown,8188699,Hominidae,Vertebrata
POU1F1,POU1F1,Activation,22199144,Hominidae,Vertebrata
POU1F1,PRL,Activation,16879162;7529501,Hominidae,Eumetazoa
POU1F1,PRL,Unknown,11081207;11874696;17240357;17933456;19808898;7877625;9207961;9822660,Hominidae,Eumetazoa
POU1F1,REN,Unknown,8914017,Hominidae,Vertebrata
POU1F1,TSHB,Activation,7529501,Hominidae,Vertebrata
POU1F1,TSHB,Unknown,12655183;16901973;9167960;9207961,Opisthokonta,Vertebrata
POU1F1,VDR,Activation,17456792,Hominidae,Primates
POU2AF1,ID2,Unknown,24801987,Hominidae,Hominidae
POU2AF1,IGH,Activation,1423591,Hominidae,Eumetazoa
POU2AF1,SPIB,Unknown,24801987,Hominidae,Opisthokonta
POU2AF1,TK1,Activation,15831936,Hominidae,Vertebrata
POU2AF1,TNFRSF17,Activation,17621271,Hominidae,Vertebrata
POU2F1,AR,Unknown,21387309,Opisthokonta,Eumetazoa
POU2F1,BDKRB1,Unknown,10842322,Hominidae,Eumetazoa
POU2F1,CAPN6,Unknown,21255642,Hominidae,Vertebrata
POU2F1,CCND1,Activation,12391146,Hominidae,Vertebrata
POU2F1,CDX2,Unknown,16278805,Hominidae,Eumetazoa
POU2F1,GADD45A,Activation,11525640,Hominidae,Opisthokonta
POU2F1,GADD45A,Unknown,11420680,Hominidae,Opisthokonta
POU2F1,GATA1,Unknown,7499351,Opisthokonta,Vertebrata
POU2F1,GCM1,Unknown,11071865,Hominidae,Vertebrata
POU2F1,GFI1B,Unknown,19965638,Hominidae,Eukaryota
POU2F1,GNRH1,Unknown,15319450,Hominidae,Vertebrata
POU2F1,HBG1,Repression,2336386,Hominidae,Vertebrata
POU2F1,HIST2H2BE,Unknown,10064132;2007132,Hominidae,Vertebrata
POU2F1,HPGDS,Unknown,10998423,Hominidae,Eumetazoa
POU2F1,ID1,Unknown,19212692,Opisthokonta,Eumetazoa
POU2F1,IL2,Activation,11781715,Hominidae,Vertebrata
POU2F1,IL2,Unknown,9135552,Hominidae,Eumetazoa
POU2F1,IL2RA,Unknown,9135552,Hominidae,Eumetazoa
POU2F1,IL4,Repression,11781715,Hominidae,Vertebrata
POU2F1,IL5,Unknown,10491186,Hominidae,Vertebrata
POU2F1,LCT,Activation,20960210,Hominidae,Eumetazoa
POU2F1,LGALS4,Activation,12391146,Eukaryota,Eumetazoa
POU2F1,MAD2L1,Activation,15563594,Vertebrata,Vertebrata
POU2F1,PLAU,Unknown,10951201,Hominidae,Vertebrata
POU2F1,POU2AF1,Unknown,11847120,Vertebrata,Vertebrata
POU2F1,PTGIR,Activation,19118563,Hominidae,Opisthokonta
POU2F1,RPTOR,Unknown,21060808,Vertebrata,Vertebrata
POU2F1,RRM2B,Unknown,11978967,Hominidae,Vertebrata
POU2F1,SDC4,Unknown,19212692,Vertebrata,Vertebrata
POU2F1,SNAI2,Activation,23836662,Hominidae,Vertebrata
POU2F1,SNAI2,Repression,23836662,Eukaryota,Amniota
POU2F1,SNAPC1,Unknown,9644240,Vertebrata,Vertebrata
POU2F1,SPP1,Unknown,11126367,Vertebrata,Vertebrata
POU2F1,ST6GAL1,Unknown,10814704,Vertebrata,> Eukaryota
POU2F1,TK1,Activation,15831936,Vertebrata,Opisthokonta
POU2F1,TRA,Unknown,11385613,Vertebrata,Eukaryota
POU2F1,TWIST1,Activation,23836662,Vertebrata,Vertebrata
POU2F1,TWIST1,Repression,23836662,Vertebrata,Eumetazoa
POU2F1,TXNRD1,Unknown,11375392,Vertebrata,Vertebrata
POU2F1,UGT2B7,Activation,10779377,Opisthokonta,Eumetazoa
POU2F1,VCAM1,Repression,9694713,Opisthokonta,Eumetazoa
POU2F1,VWF,Activation,7507210,Opisthokonta,Vertebrata
POU2F1,VWF,Repression,9694713,Opisthokonta,Hominidae
POU2F2,HBB,Unknown,2302733,Opisthokonta,Hominidae
POU2F2,HLA-DOB,Unknown,12938212,Opisthokonta,Hominidae
POU2F2,HLA-DRA,Unknown,7629508,Opisthokonta,Hominidae
POU2F2,ID2,Unknown,24801987,Opisthokonta,Hominidae
POU2F2,IL5,Unknown,10491186,Opisthokonta,Hominidae
POU2F2,SPI1,Unknown,12592383,Opisthokonta,Vertebrata
POU2F2,SPIB,Unknown,24801987,Opisthokonta,Vertebrata
POU2F2,SPP1,Unknown,11126367,Opisthokonta,Vertebrata
POU2F2,TK1,Activation,15831936,Opisthokonta,Vertebrata
POU2F2,TRA,Unknown,11385613,Opisthokonta,Vertebrata
POU2F3,SPRR2A,Unknown,8816448,Opisthokonta,Eumetazoa
POU3F1,GNRH1,Unknown,9032292,Opisthokonta,Mammalia
POU3F2,CDH13,Unknown,23069940,Opisthokonta,Mammalia
POU3F2,DDC,Unknown,9602135,Opisthokonta,Vertebrata
POU3F2,FABP7,Unknown,21771320,Opisthokonta,Hominidae
POU3F2,FOXP2,Unknown,23197593,Opisthokonta,Hominidae
POU3F2,GNRH1,Activation,11875100,Opisthokonta,Hominidae
POU3F2,MITF,Unknown,18628967,Opisthokonta,Hominidae
POU3F2,NKX2-1,Unknown,23358112,Opisthokonta,Hominidae
POU3F2,PAX3,Unknown,22290434,Opisthokonta,Vertebrata
POU3F2,PDE5A,Repression,21215707,Opisthokonta,Vertebrata
POU3F4,GCG,Unknown,21824252,Opisthokonta,Vertebrata
POU4F1,HPSE,Unknown,16112651,Eukaryota,Vertebrata
POU4F1,HSP90AA1,Activation,15818685,Eukaryota,> Eukaryota
POU4F2,CCND1,Activation,17637757,Opisthokonta,> Eukaryota
POU4F2,HSP90AA1,Activation,15818685,Vertebrata,Vertebrata
POU5F1,BMP4,Repression,17068183,Eumetazoa,Vertebrata
POU5F1,CDKN1A,Repression,19968627,Eumetazoa,Vertebrata
POU5F1,CDX2,Repression,17068183,Eumetazoa,Vertebrata
POU5F1,DDC,Unknown,9602135,Vertebrata,Opisthokonta
POU5F1,DKK1,Repression,17068183,Vertebrata,Opisthokonta
POU5F1,DLX5,Repression,17068183,Vertebrata,Mammalia
POU5F1,EOMES,Repression,17068183,Vertebrata,Eumetazoa
POU5F1,FGF4,Activation,10801796,Vertebrata,Vertebrata
POU5F1,GADD45A,Unknown,11704867,Vertebrata,Vertebrata
POU5F1,GATA6,Repression,14990861;17068183,Vertebrata,Vertebrata
POU5F1,HLX,Repression,17068183,Eukaryota,Vertebrata
POU5F1,ID2,Repression,17068183,Eukaryota,Vertebrata
POU5F1,ITGA6,Activation,22311737,Eukaryota,Amniota
POU5F1,L1TD1,Unknown,22162396,Eukaryota,Eumetazoa
POU5F1,LEFTY1,Activation,17068183,Eukaryota,Eumetazoa
POU5F1,NANOG,Activation,17068183,Eukaryota,Eumetazoa
POU5F1,NANOG,Unknown,18338330,Eukaryota,Hominidae
POU5F1,SEMA6A,Unknown,17671748,Eukaryota,Hominidae
POU5F1,SOX2,Activation,17068183,Eukaryota,Vertebrata
POU5F1,SPP1,Activation,11891324,Eukaryota,Vertebrata
POU5F1,TBXT,Repression,17068183,Vertebrata,> Eukaryota
POU5F1,TBX18,Repression,17068183,Vertebrata,> Eukaryota
POU5F1,TDGF1,Activation,17068183,Vertebrata,> Eukaryota
POU5F1,THY1,Activation,17068183,Vertebrata,Eumetazoa
POU5F1,ZFP42,Activation,17068183,Eumetazoa,Eumetazoa
PPARA,ACADL,Unknown,20110263,Eumetazoa,Opisthokonta
PPARA,ACOX1,Unknown,20110263,Vertebrata,Vertebrata
PPARA,ACSL1,Repression,17150915,Vertebrata,Hominidae
PPARA,ANGPTL4,Activation,12099716;15190076,Vertebrata,Vertebrata
PPARA,APOA4,Unknown,19433068,Vertebrata,Hominidae
PPARA,APOA5,Unknown,16448983,Vertebrata,Opisthokonta
PPARA,APOB,Activation,11925428,Vertebrata,Eumetazoa
PPARA,APOB,Repression,16542871,Vertebrata,Vertebrata
PPARA,APOBR,Repression,12700342,Vertebrata,Vertebrata
PPARA,APOC3,Repression,10494028,Vertebrata,Vertebrata
PPARA,APOC3,Unknown,11007963,Vertebrata,Vertebrata
PPARA,CD36,Unknown,16713233;20110263,Vertebrata,Vertebrata
PPARA,CETP,Activation,18481130,Vertebrata,Vertebrata
PPARA,CGB5,Unknown,11564716,Vertebrata,Vertebrata
PPARA,CPT1A,Repression,17150915,Vertebrata,Vertebrata
PPARA,CYP1A1,Activation,15521013,Vertebrata,Hominidae
PPARA,CYP2C9,Repression,20178979,Vertebrata,Vertebrata
PPARA,FABP4,Unknown,19717768,Vertebrata,> Eukaryota
PPARA,G0S2,Unknown,20110263,Mammalia,Vertebrata
PPARA,HMOX1,Unknown,17413033,Mammalia,Vertebrata
PPARA,IGFBP1,Unknown,20110263,Mammalia,Vertebrata
PPARA,IL6,Unknown,15001458,Mammalia,Opisthokonta
PPARA,IL6R,Repression,14764586,Mammalia,Vertebrata
PPARA,LPL,Activation,10634806,Mammalia,Hominidae
PPARA,MLYCD,Unknown,16434556,Mammalia,Hominidae
PPARA,MMP9,Repression,21840940,Mammalia,Hominidae
PPARA,NFKBIA,Activation,14976045,Mammalia,Hominidae
PPARA,NFKBIA,Unknown,11981037,Mammalia,Opisthokonta
PPARA,PDK4,Activation,15955060,Mammalia,Hominidae
PPARA,PLIN2,Repression,17150915,Vertebrata,Vertebrata
PPARA,PTGS2,Activation,11412039,Vertebrata,Vertebrata
PPARA,SERPINE1,Activation,15631825,Opisthokonta,Vertebrata
PPARA,SERPINE1,Unknown,12667383,Opisthokonta,Eumetazoa
PPARA,SLC25A20,Unknown,19748481,Opisthokonta,Opisthokonta
PPARA,SLC9A1,Unknown,19958503,Opisthokonta,Opisthokonta
PPARA,SOD2,Unknown,19958503,Vertebrata,Vertebrata
PPARA,SREBF2,Repression,16946405,Vertebrata,Vertebrata
PPARA,STAT5A,Unknown,21542777,Vertebrata,Vertebrata
PPARA,SULT2A1,Unknown,20110263,Vertebrata,Mammalia
PPARA,TUBA1B,Unknown,23029400,Vertebrata,Vertebrata
PPARA,TXNIP,Repression,18848838,Mammalia,Hominidae
PPARA,UCP1,Repression,11875072,Mammalia,Primates
PPARA,UGT1A9,Activation,12582161,Vertebrata,Hominidae
PPARD,ANG,Repression,17511960,Vertebrata,Primates
PPARD,ANGPTL4,Repression,15190076,Vertebrata,Opisthokonta
PPARD,CAT,Activation,18048767,Vertebrata,Hominidae
PPARD,HSD11B2,Repression,15591138,Vertebrata,Vertebrata
PPARD,LPL,Activation,10634806,Vertebrata,Vertebrata
PPARD,PDK4,Activation,15955060,Vertebrata,Vertebrata
PPARD,SAT1,Activation,14506281,Vertebrata,Vertebrata
PPARD,SOD1,Activation,18048767,Vertebrata,Vertebrata
PPARD,TIMP1,Activation,17511960,Vertebrata,Eukaryota
PPARD,TXN,Activation,18048767,Vertebrata,Vertebrata
PPARG,ABCG2,Activation,16785230,Vertebrata,Vertebrata
PPARG,ACAT1,Activation,19049899,Vertebrata,Mammalia
PPARG,ADIPOQ,Activation,20484463,Vertebrata,Mammalia
PPARG,ADIPOQ,Unknown,18373719;19833717,Vertebrata,Mammalia
PPARG,AGER,Repression,18855759,Vertebrata,Vertebrata
PPARG,ANGPTL4,Activation,15190076,Vertebrata,Mammalia
PPARG,ANGPTL4,Unknown,14570927,Vertebrata,Hominidae
PPARG,APOB,Repression,16542871,Vertebrata,Hominidae
PPARG,APOBR,Repression,12700342,Vertebrata,Hominidae
PPARG,ATP2A2,Unknown,22240811,Vertebrata,Hominidae
PPARG,BAD,Activation,14960510,Vertebrata,Hominidae
PPARG,BCL2,Activation,15067355,Vertebrata,Hominidae
PPARG,BCL2,Repression,14960510,> Eukaryota,Hominidae
PPARG,BCL2L1,Repression,14960510,Opisthokonta,Hominidae
PPARG,BRS3,Activation,17355223,Opisthokonta,Hominidae
PPARG,CAT,Unknown,20075562,Opisthokonta,Vertebrata
PPARG,CAV1,Unknown,17764562,Opisthokonta,Eukaryota
PPARG,CCND1,Repression,15041706;15193259;15486348,Opisthokonta,Opisthokonta
PPARG,CCNE1,Repression,14960510,Opisthokonta,Vertebrata
PPARG,CD36,Activation,11795270,Opisthokonta,Vertebrata
PPARG,CD36,Unknown,15104237;17322100,Opisthokonta,Vertebrata
PPARG,CD83,Activation,15356156,Opisthokonta,Vertebrata
PPARG,CDKN1A,Activation,15041706,Opisthokonta,Vertebrata
PPARG,CEBPA,Unknown,15867211,Opisthokonta,Vertebrata
PPARG,CFLAR,Repression,17172826,Opisthokonta,Opisthokonta
PPARG,CIITA,Activation,19358337,Opisthokonta,Vertebrata
PPARG,CIITA,Repression,11861426;17611194,Opisthokonta,Vertebrata
PPARG,CLDN2,Unknown,16688762,Vertebrata,Vertebrata
PPARG,CPT1B,Activation,15356291,Vertebrata,Vertebrata
PPARG,CSF1,Repression,18566389,Vertebrata,Vertebrata
PPARG,DBI,Unknown,12015306,Vertebrata,Opisthokonta
PPARG,DEFB103A,Unknown,20970965,Vertebrata,Vertebrata
PPARG,EGFR,Repression,15486348,Opisthokonta,Vertebrata
PPARG,ERO1A,Activation,18177270,Opisthokonta,Amniota
PPARG,ERP44,Activation,20484463,Opisthokonta,Vertebrata
PPARG,ERP44,Repression,20484463,Opisthokonta,Eumetazoa
PPARG,FABP4,Activation,11574398,Opisthokonta,Vertebrata
PPARG,FABP4,Unknown,17322100;21047783,Opisthokonta,Vertebrata
PPARG,FASLG,Activation,18293083,Opisthokonta,Vertebrata
PPARG,FGF1,Unknown,22522926,Opisthokonta,Vertebrata
PPARG,GDF15,Unknown,14662774,Opisthokonta,Vertebrata
PPARG,GK,Activation,14749268,Opisthokonta,Opisthokonta
PPARG,HMOX1,Unknown,17413033,Opisthokonta,Vertebrata
PPARG,ICAM1,Repression,17425601,Opisthokonta,Vertebrata
PPARG,JAG1,Unknown,20436223,Opisthokonta,Hominidae
PPARG,KLF4,Unknown,23275339,Opisthokonta,Hominidae
PPARG,LIPE,Activation,16269451,Opisthokonta,Hominidae
PPARG,MMP1,Unknown,15090544,Opisthokonta,Hominidae
PPARG,MMP9,Repression,20021931,Opisthokonta,Hominidae
PPARG,MYC,Repression,11973610,Opisthokonta,Hominidae
PPARG,NOTCH4,Unknown,20436223,Opisthokonta,Hominidae
PPARG,NR1H3,Unknown,11604492,Opisthokonta,Vertebrata
PPARG,PDK2,Repression,15955060,Opisthokonta,Primates
PPARG,PLIN2,Activation,11420178;16403437,Opisthokonta,Hominidae
PPARG,PLIN2,Unknown,17322100;19571381,Opisthokonta,Primates
PPARG,POU2F1,Activation,12881480,Opisthokonta,Hominidae
PPARG,PTEN,Activation,11378386;16425225;16775433;20198337,Opisthokonta,Vertebrata
PPARG,PTGS2,Activation,11412039,Opisthokonta,Opisthokonta
PPARG,PTGS2,Repression,14555539;16506021,Opisthokonta,Vertebrata
PPARG,PTGS2,Unknown,10827178;11278336,Opisthokonta,Opisthokonta
PPARG,RARB,Activation,12839938,Opisthokonta,> Eukaryota
PPARG,REN,Repression,18483152,Opisthokonta,> Eukaryota
PPARG,REN,Unknown,17785633,Opisthokonta,> Eukaryota
PPARG,RETN,Activation,20360975,Opisthokonta,Eumetazoa
PPARG,RETN,Unknown,12504108,Opisthokonta,Vertebrata
PPARG,SAT1,Activation,14506281,Opisthokonta,Vertebrata
PPARG,SAT1,Unknown,14750214,Opisthokonta,Eumetazoa
PPARG,SERPINE1,Unknown,10073956,Opisthokonta,Eumetazoa
PPARG,SLC2A4,Repression,16670091,Opisthokonta,Vertebrata
PPARG,SLC5A5,Activation,17614769,Opisthokonta,> Eukaryota
PPARG,SLC9A1,Repression,19887620,Opisthokonta,Vertebrata
PPARG,SOCS7,Unknown,20357037,Opisthokonta,Amniota
PPARG,TG,Repression,17614769,Opisthokonta,Hominidae
PPARG,TNFRSF11B,Unknown,12056809,Opisthokonta,> Eukaryota
PPARG,TP53,Activation,14960510;16887883,Opisthokonta,Vertebrata
PPARG,TSHR,Repression,17614769,Vertebrata,Vertebrata
PPARG,TXNIP,Unknown,19808645,Vertebrata,Mammalia
PPARG,UGT1A9,Activation,12582161,Vertebrata,Vertebrata
PPARG,VLDLR,Activation,19861583,Vertebrata,Vertebrata
PPARGC1A,ALDOB,Activation,16891307,Vertebrata,Vertebrata
PPARGC1A,APOA5,Activation,16891307,Vertebrata,Vertebrata
PPARGC1A,APOC3,Activation,16891307,Vertebrata,Eukaryota
PPARGC1A,CYP2C9,Unknown,16882880,Vertebrata,Opisthokonta
PPARGC1A,CYP7A1,Activation,16891307,Vertebrata,Vertebrata
PPARGC1A,MFN2,Activation,17828388,Vertebrata,Vertebrata
PPARGC1A,MLYCD,Unknown,16434556,Opisthokonta,Vertebrata
PPARGC1A,OTC,Activation,16891307,Opisthokonta,Eukaryota
PPARGC1A,PCK2,Activation,16891307,Hominidae,Eukaryota
PRDM1,CIITA,Repression,16765445;16982896;17300840,Hominidae,> Eukaryota
PRDM1,GCSAM,Repression,21722313,Hominidae,Hominidae
PRDM1,LMO2,Repression,21722313,Hominidae,Vertebrata
PRDM1,MKI67,Unknown,20530581,Hominidae,Vertebrata
PRDM1,MYC,Repression,10713181;12032779,Hominidae,> Eukaryota
PRDM1,PCNA,Unknown,20530581,Hominidae,Hominidae
PRDM14,POU5F1,Activation,20953172,Hominidae,Hominidae
PRDM2,KMT5A,Unknown,24423864,Hominidae,Hominidae
PREB,CCL2,Unknown,19426980,Opisthokonta,Hominidae
PREB,PRL,Unknown,20411477,Primates,Hominidae
PROX1,AKT2,Repression,22982861,Primates,Hominidae
PROX1,CCNE1,Activation,21040746,Opisthokonta,Hominidae
PROX1,CDKN1B,Activation,17069925,Opisthokonta,> Eukaryota
PROX1,CDKN1C,Activation,17069925,Opisthokonta,Hominidae
PROX1,CYP7A1,Repression,23626788,Hominidae,Hominidae
PROX1,IFNG,Repression,20064070,Hominidae,Hominidae
PROX1,NR1I2,Repression,22023334,Hominidae,Hominidae
PROX1,NR5A2,Repression,19264593,Hominidae,Hominidae
PROX1,RGS4,Repression,22942256,Hominidae,Hominidae
PROX1,SIX3,Activation,11554737,Hominidae,Hominidae
PROX1,TWIST1,Repression,22982861,Opisthokonta,Vertebrata
PTF1A,CEL,Unknown,11023822,Hominidae,Hominidae
PTMA,CDKN1A,Unknown,16540664,Hominidae,Hominidae
PTMA,IDO1,Activation,21176371;21575365,Hominidae,Hominidae
PTMA,IDO2,Activation,21176371;21575365,Hominidae,Hominidae
PTMA,TLR9,Repression,21176371;21575365,Hominidae,Vertebrata
PTTG1,CCNB1,Activation,22475756,Hominidae,Opisthokonta
PTTG1,CDC42,Activation,22081074,Opisthokonta,Vertebrata
PTTG1,CDK1,Activation,22475756,Hominidae,Vertebrata
PTTG1,DOCK1,Activation,22081074,Hominidae,Vertebrata
PTTG1,FGF2,Unknown,12213878,Hominidae,Mammalia
PTTG1,ID3,Activation,16926250,Hominidae,Vertebrata
PTTG1,KDR,Activation,16926250,Hominidae,Vertebrata
PTTG1,LGALS1,Activation,19351864,Hominidae,Opisthokonta
PTTG1,MYC,Activation,22475756,Opisthokonta,Mammalia
PTTG1,MYC,Unknown,11115508,Hominidae,Hominidae
PTTG1,PTTG1IP,Activation,15886233,Hominidae,Vertebrata
PTTG1,RAC1,Activation,22081074,Hominidae,Vertebrata
PTTG1,RHOA,Activation,22081074,Hominidae,Vertebrata
PTTG1,S100A4,Activation,19351864,Hominidae,Vertebrata
PTTG1,TIMP2,Repression,19351864,Hominidae,Vertebrata
PTTG1,VEGFA,Activation,12213878;16926250,Opisthokonta,Vertebrata
PURA,AR,Repression,18413735;19790234,Hominidae,Vertebrata
PURA,ERBB2,Unknown,22899247,Hominidae,Vertebrata
PURA,FAS,Repression,10903433,Hominidae,Vertebrata
PURA,PCNA,Repression,18386260,Hominidae,Hominidae
RAD51,SP1,Activation,18769160,Hominidae,Hominidae
RARA,ABCC3,Repression,17272513,Hominidae,Hominidae
RARA,ANXA8,Repression,1313714,Opisthokonta,Hominidae
RARA,CCNA1,Repression,11090075,Hominidae,Hominidae
RARA,CDKN1A,Activation,10356361,Hominidae,Hominidae
RARA,CRABP1,Activation,18000064,Hominidae,Hominidae
RARA,CRH,Activation,19596122,Hominidae,Vertebrata
RARA,CXCR5,Activation,14993281,Hominidae,Hominidae
RARA,CYP1A1,Unknown,15325265,Hominidae,Hominidae
RARA,ETS1,Unknown,11327309,Opisthokonta,Hominidae
RARA,FGFBP1,Activation,11077050,Hominidae,Hominidae
RARA,GNRH2,Unknown,17451432,Hominidae,Hominidae
RARA,HCK,Unknown,21993313,Hominidae,Hominidae
RARA,HNF4A,Unknown,11585914,Hominidae,Hominidae
RARA,HSD17B2,Activation,18270252,Hominidae,Vertebrata
RARA,HSD17B2,Unknown,17538076,Hominidae,Vertebrata
RARA,ICAM1,Activation,1355009,Opisthokonta,Primates
RARA,MACROD1,Repression,19698236,Hominidae,Opisthokonta
