ensembl_id,gene_age,gene_Interval
ENSMUSG00000095650,5,3-7
ENSMUSG00000095172,5,3-7
ENSMUSG00000095659,5,3-7
ENSMUSG00000104267,5,3-7
ENSMUSG00000046550,71,71-73
ENSMUSG00000096268,5,3-7
ENSMUSG00000094575,5,3-7
ENSMUSG00000095520,5,3-7
ENSMUSG00000094679,5,3-7
ENSMUSG00000071722,544,473-615
ENSMUSG00000096645,5,3-7
ENSMUSG00000093950,5,3-7
ENSMUSG00000095148,5,3-7
ENSMUSG00000094052,5,3-7
ENSMUSG00000102388,5,3-7
ENSMUSG00000095452,5,3-7
ENSMUSG00000096122,5,3-7
ENSMUSG00000095508,5,3-7
ENSMUSG00000095785,5,3-7
ENSMUSG00000094739,5,3-7
ENSMUSG00000095754,5,3-7
ENSMUSG00000099861,5,3-7
ENSMUSG00000096706,5,3-7
ENSMUSG00000079566,1,0-3
ENSMUSG00000095634,5,3-7
ENSMUSG00000099530,5,3-7
ENSMUSG00000100634,5,3-7
ENSMUSG00000095950,5,3-7
ENSMUSG00000094601,5,3-7
ENSMUSG00000095324,5,3-7
ENSMUSG00000094729,5,3-7
ENSMUSG00000102739,5,3-7
ENSMUSG00000093868,5,3-7
ENSMUSG00000094813,5,3-7
ENSMUSG00000096223,5,3-7
ENSMUSG00000094556,5,3-7
ENSMUSG00000043518,680,676-684
ENSMUSG00000031293,680,676-684
ENSMUSG00000045180,645,615-676
ENSMUSG00000095474,14,8-21
ENSMUSG00000118415,14,8-21
ENSMUSG00000118483,14,8-21
ENSMUSG00000091863,454,435-473
ENSMUSG00000079450,14,8-21
ENSMUSG00000043569,24,21-29
ENSMUSG00000057402,454,435-473
ENSMUSG00000072100,454,435-473
ENSMUSG00000079525,454,435-473
ENSMUSG00000073085,454,435-473
ENSMUSG00000071738,454,435-473
ENSMUSG00000028089,645,615-676
ENSMUSG00000040848,1714,1660-1768
ENSMUSG00000022754,645,615-676
ENSMUSG00000046748,645,615-676
ENSMUSG00000022752,>4290,>4290
ENSMUSG00000022749,>4290,>4290
ENSMUSG00000022751,>4290,>4290
ENSMUSG00000033434,>4290,>4290
ENSMUSG00000037315,645,615-676
ENSMUSG00000060090,645,615-676
ENSMUSG00000037341,987,952-1023
ENSMUSG00000037347,950,948-952
ENSMUSG00000033790,1292,1105-1480
ENSMUSG00000030447,1714,1660-1768
ENSMUSG00000030452,>4290,>4290
ENSMUSG00000047037,987,952-1023
ENSMUSG00000030451,1578,1496-1660
ENSMUSG00000030450,645,615-676
ENSMUSG00000055026,544,473-615
ENSMUSG00000055078,645,615-676
ENSMUSG00000033676,645,615-676
ENSMUSG00000025324,645,615-676
ENSMUSG00000025326,1578,1496-1660
ENSMUSG00000026114,886,824-948
ENSMUSG00000026116,987,952-1023
ENSMUSG00000041684,645,615-676
ENSMUSG00000026048,645,615-676
ENSMUSG00000026575,1714,1660-1768
ENSMUSG00000026574,1714,1660-1768
ENSMUSG00000022601,645,615-676
ENSMUSG00000022510,987,952-1023
ENSMUSG00000048399,645,615-676
ENSMUSG00000033306,645,615-676
ENSMUSG00000007050,645,615-676
ENSMUSG00000026288,680,676-684
ENSMUSG00000052229,544,473-615
ENSMUSG00000024260,544,473-615
ENSMUSG00000032534,645,615-676
ENSMUSG00000032548,680,676-684
ENSMUSG00000032547,987,952-1023
ENSMUSG00000047793,544,473-615
ENSMUSG00000084989,810,797-824
ENSMUSG00000026308,645,615-676
ENSMUSG00000026307,987,952-1023
ENSMUSG00000026281,>4290,>4290
ENSMUSG00000026280,1714,1660-1768
ENSMUSG00000034066,1488,1480-1496
ENSMUSG00000034088,1292,1105-1480
ENSMUSG00000049815,70,70-71
ENSMUSG00000062791,70,70-71
ENSMUSG00000028266,950,948-952
ENSMUSG00000040213,>4290,>4290
ENSMUSG00000054720,544,473-615
ENSMUSG00000046079,645,615-676
ENSMUSG00000034384,645,615-676
ENSMUSG00000029287,645,615-676
ENSMUSG00000033805,>4290,>4290
ENSMUSG00000089798,>4290,>4290
ENSMUSG00000011831,>4290,>4290
ENSMUSG00000053773,>4290,>4290
ENSMUSG00000029265,1488,1480-1496
ENSMUSG00000026589,544,473-615
ENSMUSG00000066797,39,33-45
ENSMUSG00000006392,39,33-45
ENSMUSG00000052428,39,33-45
ENSMUSG00000018697,39,33-45
ENSMUSG00000028609,1714,1660-1768
ENSMUSG00000030188,1714,1660-1768
ENSMUSG00000028607,987,952-1023
ENSMUSG00000028603,987,952-1023
ENSMUSG00000028600,544,473-615
ENSMUSG00000052794,544,473-615
ENSMUSG00000028692,>4290,>4290
ENSMUSG00000026667,645,615-676
ENSMUSG00000037610,680,676-684
ENSMUSG00000102758,645,615-676
ENSMUSG00000063887,544,473-615
ENSMUSG00000027699,544,473-615
ENSMUSG00000022881,>4290,>4290
ENSMUSG00000045411,>4290,>4290
ENSMUSG00000032739,168,159-177
ENSMUSG00000044600,168,159-177
ENSMUSG00000031791,950,948-952
ENSMUSG00000031849,332,312-352
ENSMUSG00000034610,987,952-1023
ENSMUSG00000035504,1292,1105-1480
ENSMUSG00000039308,987,952-1023
ENSMUSG00000021819,886,824-948
ENSMUSG00000067148,>4290,>4290
ENSMUSG00000047539,>4290,>4290
ENSMUSG00000038633,1934,1768-2101
ENSMUSG00000038768,1934,1768-2101
ENSMUSG00000026516,>4290,>4290
ENSMUSG00000035824,987,952-1023
ENSMUSG00000006589,987,952-1023
ENSMUSG00000006585,987,952-1023
ENSMUSG00000014444,1714,1660-1768
ENSMUSG00000041650,1714,1660-1768
ENSMUSG00000033653,1714,1660-1768
ENSMUSG00000063787,1714,1660-1768
ENSMUSG00000035473,1714,1660-1768
ENSMUSG00000019942,>4290,>4290
ENSMUSG00000049482,>4290,>4290
ENSMUSG00000014470,680,676-684
ENSMUSG00000075284,680,676-684
ENSMUSG00000027099,645,615-676
ENSMUSG00000053552,987,952-1023
ENSMUSG00000037236,544,473-615
ENSMUSG00000117694,544,473-615
ENSMUSG00000037058,645,615-676
ENSMUSG00000039813,645,615-676
ENSMUSG00000015247,62,55-70
ENSMUSG00000015242,1064,1023-1105
ENSMUSG00000036285,645,615-676
ENSMUSG00000024451,645,615-676
ENSMUSG00000035493,886,824-948
ENSMUSG00000028322,>4290,>4290
ENSMUSG00000028413,886,824-948
ENSMUSG00000029249,645,615-676
ENSMUSG00000036256,680,676-684
ENSMUSG00000035505,645,615-676
ENSMUSG00000029110,645,615-676
ENSMUSG00000036644,>4290,>4290
ENSMUSG00000020376,544,473-615
ENSMUSG00000050147,544,473-615
ENSMUSG00000046456,645,615-676
ENSMUSG00000029250,>4290,>4290
ENSMUSG00000028163,544,473-615
ENSMUSG00000004815,1578,1496-1660
ENSMUSG00000036620,680,676-684
ENSMUSG00000020368,1714,1660-1768
ENSMUSG00000050567,645,615-676
ENSMUSG00000020377,1,0-3
ENSMUSG00000056427,544,473-615
ENSMUSG00000004821,>4290,>4290
ENSMUSG00000037379,645,615-676
ENSMUSG00000037373,>4290,>4290
ENSMUSG00000079562,1934,1768-2101
ENSMUSG00000007836,>4290,>4290
ENSMUSG00000014164,680,676-684
ENSMUSG00000036501,987,952-1023
ENSMUSG00000021508,987,952-1023
ENSMUSG00000028010,987,952-1023
ENSMUSG00000033488,>4290,>4290
ENSMUSG00000028023,645,615-676
ENSMUSG00000041220,1934,1768-2101
ENSMUSG00000028017,987,952-1023
ENSMUSG00000031518,987,952-1023
ENSMUSG00000028015,1578,1496-1660
ENSMUSG00000028011,1578,1496-1660
ENSMUSG00000031521,987,952-1023
ENSMUSG00000039396,645,615-676
ENSMUSG00000028019,645,615-676
ENSMUSG00000027955,645,615-676
ENSMUSG00000027956,645,615-676
ENSMUSG00000034009,544,473-615
ENSMUSG00000027809,544,473-615
ENSMUSG00000027804,544,473-615
ENSMUSG00000062232,645,615-676
ENSMUSG00000034098,950,948-952
ENSMUSG00000015806,950,948-952
ENSMUSG00000039706,950,948-952
ENSMUSG00000027715,>4290,>4290
ENSMUSG00000037325,>4290,>4290
ENSMUSG00000037720,>4290,>4290
ENSMUSG00000012520,645,615-676
ENSMUSG00000037736,645,615-676
ENSMUSG00000069678,886,824-948
ENSMUSG00000027719,987,952-1023
ENSMUSG00000045031,680,676-684
ENSMUSG00000051444,645,615-676
ENSMUSG00000037225,680,676-684
ENSMUSG00000050174,680,676-684
ENSMUSG00000027722,>4290,>4290
ENSMUSG00000037211,886,824-948
ENSMUSG00000044864,886,824-948
ENSMUSG00000046743,645,615-676
ENSMUSG00000036323,645,615-676
ENSMUSG00000031513,645,615-676
ENSMUSG00000063820,645,615-676
ENSMUSG00000001052,1934,1768-2101
ENSMUSG00000035495,1934,1768-2101
ENSMUSG00000028330,1934,1768-2101
ENSMUSG00000029490,987,952-1023
ENSMUSG00000033623,950,948-952
ENSMUSG00000027408,645,615-676
ENSMUSG00000025173,>4290,>4290
ENSMUSG00000039275,645,615-676
ENSMUSG00000053930,544,473-615
ENSMUSG00000020542,645,615-676
ENSMUSG00000033352,1714,1660-1768
ENSMUSG00000020910,1714,1660-1768
ENSMUSG00000024033,987,952-1023
ENSMUSG00000033066,680,676-684
ENSMUSG00000032067,680,676-684
ENSMUSG00000049928,1064,1023-1105
ENSMUSG00000033044,>4290,>4290
ENSMUSG00000071192,987,952-1023
ENSMUSG00000037573,645,615-676
ENSMUSG00000020859,987,952-1023
ENSMUSG00000039206,1578,1496-1660
ENSMUSG00000018858,680,676-684
ENSMUSG00000050910,645,615-676
ENSMUSG00000020755,645,615-676
ENSMUSG00000020758,680,676-684
ENSMUSG00000020770,454,435-473
ENSMUSG00000057948,645,615-676
ENSMUSG00000034341,950,948-952
ENSMUSG00000070332,454,435-473
ENSMUSG00000020775,1292,1105-1480
ENSMUSG00000000056,>4290,>4290
ENSMUSG00000039294,>4290,>4290
ENSMUSG00000039307,>4290,>4290
ENSMUSG00000025169,>4290,>4290
ENSMUSG00000039321,14,8-21
ENSMUSG00000020866,544,473-615
ENSMUSG00000020867,544,473-615
ENSMUSG00000064247,1578,1496-1660
ENSMUSG00000031204,680,676-684
ENSMUSG00000041654,680,676-684
ENSMUSG00000047904,454,435-473
ENSMUSG00000042506,>4290,>4290
ENSMUSG00000019373,645,615-676
ENSMUSG00000032615,645,615-676
ENSMUSG00000000301,645,615-676
ENSMUSG00000079657,645,615-676
ENSMUSG00000002279,987,952-1023
ENSMUSG00000024176,950,948-952
ENSMUSG00000056413,645,615-676
ENSMUSG00000045438,454,435-473
ENSMUSG00000000567,1714,1660-1768
ENSMUSG00000071540,1714,1660-1768
ENSMUSG00000050666,544,473-615
ENSMUSG00000041673,645,615-676
ENSMUSG00000063506,987,952-1023
ENSMUSG00000021936,1578,1496-1660
ENSMUSG00000108841,645,615-676
ENSMUSG00000021943,645,615-676
ENSMUSG00000072625,454,435-473
ENSMUSG00000041534,454,435-473
ENSMUSG00000115726,5,3-7
ENSMUSG00000047441,50,45-55
ENSMUSG00000025171,1578,1496-1660
ENSMUSG00000025159,1578,1496-1660
ENSMUSG00000025157,1578,1496-1660
ENSMUSG00000030982,1578,1496-1660
ENSMUSG00000025858,1578,1496-1660
ENSMUSG00000042292,645,615-676
ENSMUSG00000022472,>4290,>4290
ENSMUSG00000022471,1714,1660-1768
ENSMUSG00000022426,1578,1496-1660
ENSMUSG00000053411,544,473-615
ENSMUSG00000055024,680,676-684
ENSMUSG00000022394,680,676-684
ENSMUSG00000052316,382,352-413
ENSMUSG00000042846,544,473-615
ENSMUSG00000012889,454,435-473
ENSMUSG00000022391,454,435-473
ENSMUSG00000022390,680,676-684
ENSMUSG00000022389,886,824-948
ENSMUSG00000061360,886,824-948
ENSMUSG00000022477,1578,1496-1660
ENSMUSG00000042109,680,676-684
ENSMUSG00000007411,1064,1023-1105
ENSMUSG00000042529,645,615-676
ENSMUSG00000017210,645,615-676
ENSMUSG00000038067,645,615-676
ENSMUSG00000020914,645,615-676
ENSMUSG00000047197,680,676-684
ENSMUSG00000031004,680,676-684
ENSMUSG00000048922,680,676-684
ENSMUSG00000071645,680,676-684
ENSMUSG00000017311,544,473-615
ENSMUSG00000017314,680,676-684
ENSMUSG00000018381,332,312-352
ENSMUSG00000101605,86,82-90
ENSMUSG00000001507,987,952-1023
ENSMUSG00000018001,>4290,>4290
ENSMUSG00000001847,645,615-676
ENSMUSG00000030905,645,615-676
ENSMUSG00000030884,>4290,>4290
ENSMUSG00000070330,101,96-105
ENSMUSG00000017716,680,676-684
ENSMUSG00000025384,680,676-684
ENSMUSG00000025380,680,676-684
ENSMUSG00000039741,544,473-615
ENSMUSG00000025952,544,473-615
ENSMUSG00000051329,544,473-615
ENSMUSG00000020170,886,824-948
ENSMUSG00000020154,1292,1105-1480
ENSMUSG00000030232,454,435-473
ENSMUSG00000041741,950,948-952
ENSMUSG00000030235,680,676-684
ENSMUSG00000020650,1578,1496-1660
ENSMUSG00000044067,454,435-473
ENSMUSG00000002996,454,435-473
ENSMUSG00000002997,645,615-676
ENSMUSG00000020048,>4290,>4290
ENSMUSG00000112743,1934,1768-2101
ENSMUSG00000054027,1934,1768-2101
ENSMUSG00000060882,810,797-824
ENSMUSG00000068699,987,952-1023
ENSMUSG00000029769,950,948-952
ENSMUSG00000020023,810,797-824
ENSMUSG00000005897,810,797-824
ENSMUSG00000020021,1488,1480-1496
ENSMUSG00000020019,987,952-1023
ENSMUSG00000020017,987,952-1023
ENSMUSG00000008398,645,615-676
ENSMUSG00000020015,>4290,>4290
ENSMUSG00000026668,>4290,>4290
ENSMUSG00000039145,645,615-676
ENSMUSG00000025815,1064,1023-1105
ENSMUSG00000002107,680,676-684
ENSMUSG00000025782,886,824-948
ENSMUSG00000033799,645,615-676
ENSMUSG00000021215,987,952-1023
ENSMUSG00000053768,680,676-684
ENSMUSG00000018999,1488,1480-1496
ENSMUSG00000030245,950,948-952
ENSMUSG00000030246,645,615-676
ENSMUSG00000019961,680,676-684
ENSMUSG00000048776,680,676-684
ENSMUSG00000047976,950,948-952
ENSMUSG00000038784,950,948-952
ENSMUSG00000002897,645,615-676
ENSMUSG00000038871,645,615-676
ENSMUSG00000022789,810,797-824
ENSMUSG00000014905,680,676-684
ENSMUSG00000020598,645,615-676
ENSMUSG00000055022,645,615-676
ENSMUSG00000036218,810,797-824
ENSMUSG00000036197,810,797-824
ENSMUSG00000022634,950,948-952
ENSMUSG00000036158,544,473-615
ENSMUSG00000022449,645,615-676
ENSMUSG00000059883,987,952-1023
ENSMUSG00000022451,645,615-676
ENSMUSG00000063296,645,615-676
ENSMUSG00000022454,645,615-676
ENSMUSG00000045608,645,615-676
ENSMUSG00000079593,39,33-45
ENSMUSG00000055555,8,7-8
ENSMUSG00000020032,>4290,>4290
ENSMUSG00000020263,544,473-615
ENSMUSG00000051786,987,952-1023
ENSMUSG00000036606,645,615-676
ENSMUSG00000062760,544,473-615
ENSMUSG00000022439,987,952-1023
ENSMUSG00000022438,987,952-1023
ENSMUSG00000035126,987,952-1023
ENSMUSG00000062444,680,676-684
ENSMUSG00000032382,645,615-676
ENSMUSG00000032293,544,473-615
ENSMUSG00000050144,1714,1660-1768
ENSMUSG00000061559,1578,1496-1660
ENSMUSG00000032291,950,948-952
ENSMUSG00000042557,680,676-684
ENSMUSG00000032290,544,473-615
ENSMUSG00000055334,544,473-615
ENSMUSG00000032733,1714,1660-1768
ENSMUSG00000032911,645,615-676
ENSMUSG00000049556,645,615-676
ENSMUSG00000032329,1714,1660-1768
ENSMUSG00000074305,987,952-1023
ENSMUSG00000049303,645,615-676
ENSMUSG00000027187,645,615-676
ENSMUSG00000045777,645,615-676
ENSMUSG00000068748,645,615-676
ENSMUSG00000029695,645,615-676
ENSMUSG00000029697,645,615-676
ENSMUSG00000017978,987,952-1023
ENSMUSG00000054863,987,952-1023
ENSMUSG00000022387,680,676-684
ENSMUSG00000031171,>4290,>4290
ENSMUSG00000042992,>4290,>4290
ENSMUSG00000022432,>4290,>4290
ENSMUSG00000071553,332,312-352
ENSMUSG00000022212,332,312-352
ENSMUSG00000022629,1714,1660-1768
ENSMUSG00000036298,1714,1660-1768
ENSMUSG00000036273,680,676-684
ENSMUSG00000019894,645,615-676
ENSMUSG00000036602,645,615-676
ENSMUSG00000044921,454,435-473
ENSMUSG00000019890,454,435-473
ENSMUSG00000028879,1578,1496-1660
ENSMUSG00000070720,680,676-684
ENSMUSG00000028898,645,615-676
ENSMUSG00000036398,645,615-676
ENSMUSG00000038838,645,615-676
ENSMUSG00000036315,544,473-615
ENSMUSG00000001524,544,473-615
ENSMUSG00000024426,544,473-615
ENSMUSG00000050705,544,473-615
ENSMUSG00000038762,1578,1496-1660
ENSMUSG00000024436,1578,1496-1660
ENSMUSG00000039220,987,952-1023
ENSMUSG00000020581,645,615-676
ENSMUSG00000041355,645,615-676
ENSMUSG00000029571,645,615-676
ENSMUSG00000046178,645,615-676
ENSMUSG00000029629,987,952-1023
ENSMUSG00000107705,544,473-615
ENSMUSG00000089862,544,473-615
ENSMUSG00000012483,544,473-615
ENSMUSG00000042505,544,473-615
ENSMUSG00000061762,544,473-615
ENSMUSG00000029752,950,948-952
ENSMUSG00000036777,950,948-952
ENSMUSG00000036411,680,676-684
ENSMUSG00000036611,680,676-684
ENSMUSG00000045201,544,473-615
ENSMUSG00000021786,>4290,>4290
ENSMUSG00000021785,>4290,>4290
ENSMUSG00000017485,645,615-676
ENSMUSG00000021779,680,676-684
ENSMUSG00000012405,680,676-684
ENSMUSG00000021772,454,435-473
ENSMUSG00000028902,>4290,>4290
ENSMUSG00000050890,1578,1496-1660
ENSMUSG00000028633,>4290,>4290
ENSMUSG00000055069,544,473-615
ENSMUSG00000028851,1934,1768-2101
ENSMUSG00000028843,680,676-684
ENSMUSG00000047921,680,676-684
ENSMUSG00000036760,950,948-952
ENSMUSG00000091345,101,96-105
ENSMUSG00000063564,382,352-413
ENSMUSG00000036800,>4290,>4290
ENSMUSG00000022332,645,615-676
ENSMUSG00000028149,645,615-676
ENSMUSG00000059049,950,948-952
ENSMUSG00000064225,1292,1105-1480
ENSMUSG00000028405,645,615-676
ENSMUSG00000029094,680,676-684
ENSMUSG00000029095,645,615-676
ENSMUSG00000029910,950,948-952
ENSMUSG00000046561,987,952-1023
ENSMUSG00000029192,645,615-676
ENSMUSG00000029190,645,615-676
ENSMUSG00000014956,1292,1105-1480
ENSMUSG00000024927,454,435-473
ENSMUSG00000047423,454,435-473
ENSMUSG00000024914,1578,1496-1660
ENSMUSG00000004054,454,435-473
ENSMUSG00000032946,454,435-473
ENSMUSG00000028028,645,615-676
ENSMUSG00000024767,1578,1496-1660
ENSMUSG00000013593,1578,1496-1660
ENSMUSG00000031093,1578,1496-1660
ENSMUSG00000022177,1578,1496-1660
ENSMUSG00000018765,987,952-1023
ENSMUSG00000046688,645,615-676
ENSMUSG00000076866,14,8-21
ENSMUSG00000076759,39,33-45
ENSMUSG00000076758,14,8-21
ENSMUSG00000035776,14,8-21
ENSMUSG00000015214,1064,1023-1105
ENSMUSG00000031337,>4290,>4290
ENSMUSG00000029098,645,615-676
ENSMUSG00000024889,645,615-676
ENSMUSG00000000320,645,615-676
ENSMUSG00000011837,645,615-676
ENSMUSG00000004849,1934,1768-2101
ENSMUSG00000037411,544,473-615
ENSMUSG00000079173,680,676-684
ENSMUSG00000075593,950,948-952
ENSMUSG00000049285,950,948-952
ENSMUSG00000018761,1934,1768-2101
ENSMUSG00000051817,1714,1660-1768
ENSMUSG00000041287,1714,1660-1768
ENSMUSG00000069036,1,0-3
ENSMUSG00000005204,454,435-473
ENSMUSG00000018923,454,435-473
ENSMUSG00000024901,454,435-473
ENSMUSG00000024870,1578,1496-1660
ENSMUSG00000024947,1578,1496-1660
ENSMUSG00000053080,1578,1496-1660
ENSMUSG00000066839,1578,1496-1660
ENSMUSG00000071647,544,473-615
ENSMUSG00000071646,454,435-473
ENSMUSG00000044786,454,435-473
ENSMUSG00000003680,1934,1768-2101
ENSMUSG00000024949,1934,1768-2101
ENSMUSG00000047721,1578,1496-1660
ENSMUSG00000029112,77,73-82
ENSMUSG00000038593,680,676-684
ENSMUSG00000064267,950,948-952
ENSMUSG00000071103,950,948-952
ENSMUSG00000044595,544,473-615
ENSMUSG00000019143,>4290,>4290
ENSMUSG00000001380,>4290,>4290
ENSMUSG00000004642,>4290,>4290
ENSMUSG00000052337,>4290,>4290
ENSMUSG00000107499,168,159-177
ENSMUSG00000079511,168,159-177
ENSMUSG00000037818,168,159-177
ENSMUSG00000046717,62,55-70
ENSMUSG00000031221,1578,1496-1660
ENSMUSG00000038173,680,676-684
ENSMUSG00000024576,987,952-1023
ENSMUSG00000042211,987,952-1023
ENSMUSG00000019295,987,952-1023
ENSMUSG00000037621,886,824-948
ENSMUSG00000052656,886,824-948
ENSMUSG00000031232,1578,1496-1660
ENSMUSG00000041303,1578,1496-1660
ENSMUSG00000022960,950,948-952
ENSMUSG00000116933,1,0-3
ENSMUSG00000022952,645,615-676
ENSMUSG00000022949,>4290,>4290
ENSMUSG00000022951,987,952-1023
ENSMUSG00000032977,987,952-1023
ENSMUSG00000056267,987,952-1023
ENSMUSG00000063897,5,3-7
ENSMUSG00000035725,>4290,>4290
ENSMUSG00000048875,>4290,>4290
ENSMUSG00000051989,>4290,>4290
ENSMUSG00000022661,680,676-684
ENSMUSG00000040621,680,676-684
ENSMUSG00000051224,1714,1660-1768
ENSMUSG00000025742,>4290,>4290
ENSMUSG00000006299,1714,1660-1768
ENSMUSG00000023043,382,352-413
ENSMUSG00000006304,382,352-413
ENSMUSG00000001436,987,952-1023
ENSMUSG00000048440,1,0-3
ENSMUSG00000091586,168,159-177
ENSMUSG00000024055,168,159-177
ENSMUSG00000062464,168,159-177
ENSMUSG00000042156,680,676-684
ENSMUSG00000044819,645,615-676
ENSMUSG00000025393,>4290,>4290
ENSMUSG00000027048,645,615-676
ENSMUSG00000026893,1714,1660-1768
ENSMUSG00000041040,950,948-952
ENSMUSG00000026018,987,952-1023
ENSMUSG00000026019,1714,1660-1768
ENSMUSG00000026020,>4290,>4290
ENSMUSG00000022009,>4290,>4290
ENSMUSG00000045103,645,615-676
ENSMUSG00000049439,645,615-676
ENSMUSG00000026827,645,615-676
ENSMUSG00000006567,>4290,>4290
ENSMUSG00000030619,>4290,>4290
ENSMUSG00000032834,>4290,>4290
ENSMUSG00000017204,645,615-676
ENSMUSG00000017211,645,615-676
ENSMUSG00000075267,645,615-676
ENSMUSG00000064224,645,615-676
ENSMUSG00000055827,645,615-676
ENSMUSG00000056293,645,615-676
ENSMUSG00000055748,645,615-676
ENSMUSG00000079025,645,615-676
ENSMUSG00000022575,645,615-676
ENSMUSG00000034552,645,615-676
ENSMUSG00000060679,>4290,>4290
ENSMUSG00000022807,680,676-684
ENSMUSG00000055567,680,676-684
ENSMUSG00000026003,886,824-948
ENSMUSG00000026000,544,473-615
ENSMUSG00000025958,1292,1105-1480
ENSMUSG00000025956,1578,1496-1660
ENSMUSG00000026213,645,615-676
ENSMUSG00000032968,645,615-676
ENSMUSG00000033161,>4290,>4290
ENSMUSG00000059554,645,615-676
ENSMUSG00000071392,1488,1480-1496
ENSMUSG00000035356,645,615-676
ENSMUSG00000022022,645,615-676
ENSMUSG00000022023,645,615-676
ENSMUSG00000034795,>4290,>4290
ENSMUSG00000040726,544,473-615
ENSMUSG00000056228,>4290,>4290
ENSMUSG00000068290,>4290,>4290
ENSMUSG00000022663,>4290,>4290
ENSMUSG00000040918,987,952-1023
ENSMUSG00000026960,987,952-1023
ENSMUSG00000027247,987,952-1023
ENSMUSG00000021758,>4290,>4290
ENSMUSG00000024041,886,824-948
ENSMUSG00000002076,886,824-948
ENSMUSG00000040495,645,615-676
ENSMUSG00000022961,645,615-676
ENSMUSG00000022131,544,473-615
ENSMUSG00000049404,544,473-615
ENSMUSG00000032942,382,352-413
ENSMUSG00000058761,680,676-684
ENSMUSG00000035165,382,352-413
ENSMUSG00000074627,244,177-312
ENSMUSG00000066306,544,473-615
ENSMUSG00000043366,382,352-413
ENSMUSG00000066273,24,21-29
ENSMUSG00000066272,5,3-7
ENSMUSG00000049685,382,352-413
ENSMUSG00000078611,382,352-413
ENSMUSG00000073650,382,352-413
ENSMUSG00000026177,544,473-615
ENSMUSG00000026175,680,676-684
ENSMUSG00000047021,987,952-1023
ENSMUSG00000055197,645,615-676
ENSMUSG00000050089,332,312-352
ENSMUSG00000116358,14,8-21
ENSMUSG00000068250,14,8-21
ENSMUSG00000032712,14,8-21
ENSMUSG00000047420,14,8-21
ENSMUSG00000075161,332,312-352
ENSMUSG00000075163,332,312-352
ENSMUSG00000075160,332,312-352
ENSMUSG00000075159,8,7-8
ENSMUSG00000075158,332,312-352
ENSMUSG00000075143,382,352-413
ENSMUSG00000045150,382,352-413
ENSMUSG00000075142,382,352-413
ENSMUSG00000075145,86,82-90
ENSMUSG00000080713,5,3-7
ENSMUSG00000083855,5,3-7
ENSMUSG00000075133,1,0-3
ENSMUSG00000050023,50,45-55
ENSMUSG00000075144,39,33-45
ENSMUSG00000100899,382,352-413
ENSMUSG00000075140,382,352-413
ENSMUSG00000061342,1,0-3
ENSMUSG00000075139,382,352-413
ENSMUSG00000075128,5,3-7
ENSMUSG00000101078,1,0-3
ENSMUSG00000075137,382,352-413
ENSMUSG00000075132,1,0-3
ENSMUSG00000075136,24,21-29
ENSMUSG00000096151,24,21-29
ENSMUSG00000096209,382,352-413
ENSMUSG00000095301,24,21-29
ENSMUSG00000096679,382,352-413
ENSMUSG00000061000,382,352-413
ENSMUSG00000108995,1,0-3
ENSMUSG00000066242,86,82-90
ENSMUSG00000058244,382,352-413
ENSMUSG00000096068,14,8-21
ENSMUSG00000063120,14,8-21
ENSMUSG00000110204,8,7-8
ENSMUSG00000109497,5,3-7
ENSMUSG00000094612,382,352-413
ENSMUSG00000095929,14,8-21
ENSMUSG00000096465,14,8-21
ENSMUSG00000058014,382,352-413
ENSMUSG00000095212,382,352-413
ENSMUSG00000078118,382,352-413
ENSMUSG00000109884,382,352-413
ENSMUSG00000059031,1,0-3
ENSMUSG00000110171,5,3-7
ENSMUSG00000095910,1,0-3
ENSMUSG00000054236,382,352-413
ENSMUSG00000095239,382,352-413
ENSMUSG00000110253,382,352-413
ENSMUSG00000109631,8,7-8
ENSMUSG00000093980,382,352-413
ENSMUSG00000094197,1,0-3
ENSMUSG00000094426,382,352-413
ENSMUSG00000063764,382,352-413
ENSMUSG00000073893,382,352-413
ENSMUSG00000109542,5,3-7
ENSMUSG00000043892,77,73-82
ENSMUSG00000053287,382,352-413
ENSMUSG00000110879,5,3-7
ENSMUSG00000059379,382,352-413
ENSMUSG00000075210,382,352-413
ENSMUSG00000075209,382,352-413
ENSMUSG00000075224,544,473-615
ENSMUSG00000027077,168,159-177
ENSMUSG00000034059,332,312-352
ENSMUSG00000086598,382,352-413
ENSMUSG00000060556,71,71-73
ENSMUSG00000060878,39,33-45
ENSMUSG00000067545,50,45-55
ENSMUSG00000048292,71,71-73
ENSMUSG00000024682,950,948-952
ENSMUSG00000024851,424,413-435
ENSMUSG00000101031,382,352-413
ENSMUSG00000024730,332,312-352
ENSMUSG00000033850,382,352-413
ENSMUSG00000075211,382,352-413
ENSMUSG00000039653,424,413-435
ENSMUSG00000070985,424,413-435
ENSMUSG00000060317,424,413-435
ENSMUSG00000034659,424,413-435
ENSMUSG00000029268,14,8-21
ENSMUSG00000090171,14,8-21
ENSMUSG00000089943,8,7-8
ENSMUSG00000043659,8,7-8
ENSMUSG00000027656,680,676-684
ENSMUSG00000017697,1934,1768-2101
ENSMUSG00000035268,382,352-413
ENSMUSG00000017679,886,824-948
ENSMUSG00000017950,987,952-1023
ENSMUSG00000048486,645,615-676
ENSMUSG00000017943,>4290,>4290
ENSMUSG00000017817,680,676-684
