Tf,distance
YJL107C,Ascomycota
YJL106W,> Eukaryota
YJL105W,Fungi
YJL104W,Fungi
YJL103C,Saccharomycetaceae
YJL102W,Dikarya
YJL101C,Dikarya
YJL100W,Dikarya
YJL098W,Eukaryota
YJL095W,Fungi
YJL094C,Fungi
YJL093C,Fungi
YJL092W,Saccharomyceta
YJL090C,Saccharomyceta
YMR177W,Fungi
YMR178W,Fungi
YMR179W,Fungi
YMR182C,Dikarya
YMR183C,Dikarya
YMR184W,Dikarya
YMR186W,Dikarya
YMR187C,Dikarya
YMR188C,Dikarya
YMR189W,Dikarya
YMR193W,Dikarya
YMR194W,Ascomycota
YMR196W,Ascomycota
YMR197C,Ascomycota
YMR198W,Saccharomycetaceae
YMR199W,Dikarya
YMR200W,Dikarya
YMR201C,Dikarya
YMR202W,Dikarya
YMR204C,Dikarya
YMR205C,Opisthokonta
YMR206W,Opisthokonta
YMR214W,Fungi
YMR215W,Fungi
YMR216C,Fungi
YMR217W,Fungi
YMR218C,Fungi
YMR219W,Fungi
YMR220W,Fungi
YMR221C,Fungi
YMR222C,Eukaryota
YMR223W,Eukaryota
YMR227C,Dikarya
YMR228W,Dikarya
YMR229C,Dikarya
YMR230W,Ascomycota
YMR231W,Ascomycota
YMR232W,Ascomycota
YMR234W,Fungi
YMR235C,Fungi
YMR236W,Fungi
YMR238W,Ascomycota
YMR239C,Ascomycota
YMR240C,Ascomycota
YMR241W,Ascomycota
YMR242C,Saccharomyceta
YMR243C,Fungi
YMR244W,Ascomycota
YMR246W,Ascomycota
YMR247C,Ascomycota
YMR250W,Ascomycota
YMR251W,Eukaryota
YMR252C,Eukaryota
YMR253C,Fungi
YMR255W,Fungi
YMR256C,Fungi
YMR257C,Fungi
YMR258C,Fungi
YMR259C,Fungi
YMR260C,Fungi
YMR261C,Fungi
YMR262W,Fungi
YMR265C,Fungi
YMR266W,Fungi
YMR267W,Eukaryota
YMR270C,Eukaryota
YMR272C,Eukaryota
YMR275C,Saccharomycetaceae
YMR276W,Saccharomycetaceae
YMR277W,Saccharomycetaceae
YMR279C,Saccharomycetaceae
YPL202C,Saccharomycetaceae
YPL201C,Saccharomycetaceae
YPL199C,Saccharomycetaceae
YPL198W,Ascomycota
YPL197C,Ascomycota
YPL196W,Ascomycota
YPL193W,Ascomycota
YPL188W,Fungi
YPL187W,Saccharomycetaceae
YPL180W,Dikarya
YPL178W,Saccharomyceta
YPL177C,Fungi
YPL176C,Saccharomyceta
YPL175W,Saccharomyceta
YPL172C,Saccharomyceta
YPL171C,Saccharomyceta
YPL170W,Saccharomyceta
YPL169C,Saccharomyceta
YPL168W,Saccharomyceta
YPL165C,Eukaryota
YPL163C,Eukaryota
YPL161C,Eukaryota
YPL160W,Eukaryota
YPL159C,Eukaryota
YPL158C,Eukaryota
YPL157W,Eukaryota
YPL156C,Eukaryota
YPL155C,Fungi
YPL153C,Dikarya
YPL152W,Fungi
YPL151C,Eukaryota
YPL149W,Eukaryota
YPL148C,Eukaryota
YPL147W,Eukaryota
YPL146C,Eukaryota
YPL145C,Ascomycota
YPL144W,Ascomycota
YPL143W,Ascomycota
YPL142C,Ascomycota
YPL141C,Saccharomycetaceae
YPL140C,Eukaryota
YPL139C,Saccharomycetaceae
YPL137C,Saccharomyceta
YPL135W,> Eukaryota
YPL133C,Fungi
YPL132W,Fungi
YPL131W,Fungi
YPL129W,Fungi
YPL127C,Fungi
YPL126W,Fungi
YPL123C,Fungi
YPL122C,Fungi
YPL121C,Fungi
YPL120W,Fungi
YPL119C,Dikarya
YPL118W,Dikarya
YPL117C,Dikarya
YPL116W,Dikarya
YPL115C,Dikarya
YPL113C,Saccharomycetaceae
YPL112C,Saccharomycetaceae
YPL111W,Saccharomycetaceae
YPL109C,Ascomycota
YPL108W,Ascomycota
YPL106C,Dikarya
YLR461W,Saccharomycetaceae
YLR462W,Saccharomycetaceae
YLR463C,Saccharomyces
YLR464W,Saccharomyces
YLR466W,Saccharomycetaceae
YLR467W,Saccharomycetaceae
YML133C,Saccharomycetaceae
YML132W,Saccharomyces
YML131W,Saccharomyces
YML130C,Saccharomyces
YML129C,Saccharomyces
YML126C,Saccharomyces
YML125C,Saccharomyceta
YML124C,Ascomycota
YML123C,Ascomycota
YML121W,Eukaryota
YML120C,Ascomycota
YML119W,Ascomycota
YML116W,Saccharomycetaceae
YML115C,Saccharomyceta
YML113W,Saccharomyceta
YML111W,Saccharomycetaceae
YML110C,Saccharomycetaceae
YML109W,Fungi
YML103C,Eukaryota
YML102W,Saccharomycetaceae
YML100W,Fungi
YML099C,Fungi
YML098W,Fungi
YML097C,Fungi
YML096W,Fungi
YML093W,Fungi
YML092C,Ascomycota
YML091C,Ascomycota
YML088W,Ascomycota
YML086C,Ascomycota
YML081W,Saccharomyceta
YML077W,Eukaryota
YML076C,Eukaryota
YML075C,> Eukaryota
YML074C,Fungi
YML073C,Ascomycota
YML072C,Eukaryota
YML071C,Eukaryota
YML070W,Fungi
YML067C,Eukaryota
YML066C,Eukaryota
YML065W,Saccharomycetaceae
YML064C,Saccharomycetaceae
YML063W,Ascomycota
YML062C,Ascomycota
YML057W,Ascomycota
YML056C,Saccharomyceta
YML055W,Saccharomyceta
YML054C,Saccharomyceta
YML052W,Ascomycota
YML051W,Ascomycota
YML049C,Ascomycota
YML048W,Ascomycota
YML047C,Ascomycota
YML046W,Ascomycota
YML043C,Ascomycota
YML042W,Opisthokonta
YML041C,Opisthokonta
YBR237W,Fungi
YBR238C,Saccharomyceta
YBR240C,Fungi
YBR243C,Eukaryota
YBR244W,Fungi
YBR248C,Ascomycota
YBR249C,Ascomycota
YBR250W,Ascomycota
YBR251W,Ascomycota
YBR254C,Ascomycota
YBR255W,Ascomycota
YBR256C,Ascomycota
YBR257W,Ascomycota
YBR261C,Eukaryota
YBR268W,Dikarya
YBR270C,Saccharomycetaceae
YBR271W,Saccharomycetaceae
YBR273C,Ascomycota
YBR274W,Ascomycota
YBR275C,Ascomycota
YBR279W,Saccharomycetaceae
YBR281C,Fungi
YBR282W,Fungi
YBR283C,Fungi
YBR284W,Saccharomycetaceae
YBR286W,Saccharomycetaceae
YBR287W,Saccharomycetaceae
YBR290W,Saccharomycetaceae
YBR291C,Opisthokonta
YBR293W,Saccharomyces
YBR294W,Fungi
YBR295W,Fungi
YBR296C,Fungi
YBR298C,Saccharomyces
YBR299W,Saccharomyces
YCL067C,Saccharomyceta
YCL066W,Saccharomycetaceae
YCL064C,Saccharomycetaceae
YCL063W,Saccharomycetaceae
YCL061C,Saccharomycetaceae
YCL059C,Saccharomycetaceae
YCL057W,> Eukaryota
YCL055W,Saccharomyceta
YCL054W,Dikarya
YCL052C,Dikarya
YCL051W,Saccharomycetaceae
YCL050C,Fungi
YCL048W,Ascomycota
YCL044C,Ascomycota
YCL043C,Ascomycota
YCL040W,Ascomycota
YCL039W,Ascomycota
YCL038C,Ascomycota
YCL037C,Saccharomycetaceae
YCL036W,Fungi
YCL035C,Dikarya
YCL034W,Dikarya
YCL033C,Dikarya
YCL032W,Dikarya
YCL031C,Dikarya
YCL030C,Dikarya
YCL027W,Dikarya
YCL025C,Saccharomyceta
YDR182W,Saccharomyceta
YDR184C,Saccharomyceta
YDR185C,Eukaryota
YDR186C,Eukaryota
YDR188W,> Eukaryota
YDR190C,> Eukaryota
YDR191W,Opisthokonta
YDR192C,Opisthokonta
YDR194C,Saccharomyceta
YDR195W,Saccharomyceta
YDR204W,Fungi
YDR207C,Saccharomyceta
YDR208W,Saccharomyceta
YDR211W,Saccharomyceta
YDR213W,Saccharomyceta
YDR214W,> Eukaryota
YDR216W,Saccharomyceta
YDR217C,Saccharomyceta
YDR219C,Fungi
YDR221W,Fungi
YDR222W,Saccharomycetaceae
YDR223W,Saccharomyces
YDR224C,Ascomycota
YDR225W,Ascomycota
YDR226W,Eukaryota
YDR227W,Eukaryota
YDR228C,Eukaryota
YDR229W,Eukaryota
YDR231C,Eukaryota
YDR232W,Eukaryota
YDR233C,Ascomycota
YDR234W,Fungi
YDR235W,Ascomycota
YDR239C,Ascomycota
YDR240C,Ascomycota
YDR243C,> Eukaryota
YDR244W,Dikarya
YDR245W,Ascomycota
YDR246W,Ascomycota
YDR248C,Fungi
YDR249C,Fungi
YDR251W,Ascomycota
YDR253C,Saccharomyceta
YDR256C,Ascomycota
YDR257C,Ascomycota
YDR258C,Fungi
YDR259C,Saccharomycetaceae
YDR260C,Saccharomycetaceae
YDR261C,Ascomycota
YDR263C,> Eukaryota
YDR264C,Eukaryota
YDR265W,Eukaryota
YDR266C,Eukaryota
YDR267C,Eukaryota
YDR268W,Eukaryota
YDR270W,Eukaryota
YDR272W,Ascomycota
YDR276C,Ascomycota
YDR277C,Saccharomyceta
YDR279W,Saccharomyceta
YDR280W,Saccharomyceta
YDR282C,Saccharomyceta
YDR283C,Saccharomyceta
YDR284C,Saccharomyceta
YDR285W,Saccharomyceta
YDR286C,Saccharomyceta
YDR287W,Ascomycota
YDR292C,> Eukaryota
YDR294C,Eukaryota
YDR295C,Eukaryota
YDR296W,Eukaryota
YDR297W,Eukaryota
YDR298C,Eukaryota
YDR299W,Eukaryota
YDR300C,Ascomycota
YLR353W,Saccharomycetaceae
YLR354C,> Eukaryota
YLR355C,> Eukaryota
YLR356W,Saccharomycetaceae
YLR357W,Ascomycota
YLR359W,Ascomycota
YLR360W,Ascomycota
YLR363C,Eukaryota
YLR364W,Eukaryota
YLR367W,Ascomycota
YLR368W,Ascomycota
YLR373C,Saccharomycetaceae
YLR375W,Saccharomyceta
YLR377C,Saccharomyceta
YLR378C,Ascomycota
YLR380W,Fungi
YLR381W,Fungi
YLR382C,Eukaryota
YLR383W,> Eukaryota
YLR384C,> Eukaryota
YLR385C,> Eukaryota
YLR386W,> Eukaryota
YLR387C,Dikarya
YLR388W,Eukaryota
YLR389C,Eukaryota
YLR390W,Eukaryota
YLR392C,Eukaryota
YLR393W,Eukaryota
YLR394W,Eukaryota
YLR395C,Eukaryota
YLR396C,Eukaryota
YLR397C,> Eukaryota
YLR399C,Eukaryota
YLR401C,Eukaryota
YLR403W,Eukaryota
YLR406C,Ascomycota
YLR407W,Ascomycota
YLR409C,Ascomycota
YLR410W,Ascomycota
YLR411W,Ascomycota
YLR413W,Saccharomycetaceae
YLR414C,Saccharomycetaceae
YLR418C,Saccharomycetaceae
YLR419W,Saccharomycetaceae
YLR420W,Saccharomycetaceae
YLR421C,Saccharomycetaceae
YLR422W,Saccharomycetaceae
YLR430W,Eukaryota
YLR436C,Ascomycota
YLR437C,Ascomycota
YLR438W,Eukaryota
YLR439W,Eukaryota
YLR440C,Eukaryota
YLR441C,Ascomycota
YLR442C,Saccharomycetaceae
YLR447C,Saccharomycetaceae
YLR448W,Ascomycota
YLR450W,> Eukaryota
YLR451W,Saccharomyceta
YLR452C,Saccharomyceta
YLR454W,Ascomycota
YLR456W,Ascomycota
YLR457C,Saccharomycetaceae
YLR459W,Saccharomycetaceae
YLR460C,Ascomycota
YOR372C,Saccharomyceta
YOR373W,Fungi
YOR375C,> Eukaryota
YOR377W,Saccharomyces
YOR378W,Saccharomycetaceae
YOR380W,Saccharomycetaceae
YOR381W,Saccharomyces
YOR382W,Saccharomyces
YOR383C,Saccharomyces
YDR534C,Saccharomyces
YOR384W,Saccharomyces
YOR386W,Saccharomycetaceae
YOR388C,Saccharomyces
YOR389W,Ascomycota
YOR393W,Saccharomycetaceae
YOR394W,Saccharomycetaceae
YOR396W,Saccharomycetaceae
YPL283C,Saccharomycetaceae
YPL282C,Saccharomycetaceae
YPL281C,Saccharomycetaceae
YPL280W,Fungi
YPL279C,Fungi
YPL277C,Ascomycota
YPL274W,Saccharomycetaceae
YPL273W,Opisthokonta
YPL272C,Opisthokonta
YPL271W,Opisthokonta
YPL270W,Ascomycota
YPL269W,Ascomycota
YPL268W,Ascomycota
YPL267W,Ascomycota
YPL265W,Dikarya
YPL264C,Fungi
YPL263C,Fungi
YPL262W,Fungi
YPL258C,Fungi
YPL256C,Dikarya
YPL255W,Dikarya
YPL254W,Dikarya
YPL253C,Saccharomycetaceae
YPL252C,Saccharomycetaceae
YPL248C,Ascomycota
YPL244C,Ascomycota
YPL243W,Ascomycota
YPL242C,Ascomycota
YPL241C,Ascomycota
YPL240C,Dikarya
YPL239W,Dikarya
YPL236C,Eukaryota
YPL235W,Ascomycota
YPL232W,Dikarya
YPL231W,Dikarya
YPL230W,Dikarya
YPL228W,Saccharomycetaceae
YPL227C,Saccharomycetaceae
YPL226W,Dikarya
YPL221W,Ascomycota
YPL218W,Saccharomycetaceae
YPL217C,Ascomycota
YPL216W,Saccharomycetaceae
YPL215W,Saccharomycetaceae
YPL214C,Saccharomycetaceae
YPL213W,Saccharomycetaceae
YPL212C,> Eukaryota
YPL211W,> Eukaryota
YPL209C,Fungi
YPL150W,Opisthokonta
YPL208W,Fungi
YPL207W,Fungi
YPL206C,Fungi
YPL204W,Saccharomyceta
YGR296W,Saccharomycetaceae
YHL050C,Saccharomycetaceae
YHL049C,Saccharomyces
YHL048W,Saccharomyces
YHL047C,Saccharomyces
YHL040C,Saccharomyceta
YHL046C,Saccharomycetaceae
YHL044W,Saccharomycetaceae
YHL039W,Fungi
YHL038C,Fungi
YHL036W,Fungi
YHL035C,Fungi
YHL034C,Saccharomycetaceae
YHL033C,Ascomycota
YHL032C,Ascomycota
YHL031C,Ascomycota
YHL030W,Ascomycota
YHL029C,Ascomycota
YHL028W,Ascomycota
YHL027W,Ascomycota
YHL024W,Ascomycota
YHL023C,Ascomycota
YHL022C,Ascomycota
YHL021C,Ascomycota
YHL020C,Ascomycota
YHL017W,Saccharomyces
YHL016C,Saccharomyces
YHL015W,Saccharomyces
YHL013C,> Eukaryota
YHL012W,Saccharomyces
YHL010C,Ascomycota
YHL009C,Ascomycota
YHL008C,Ascomycota
YHL001W,> Eukaryota
YHR001W,Eukaryota
YHR002W,Eukaryota
YHR004C,Eukaryota
YHR005C,Eukaryota
YHR006W,Saccharomyceta
YHR007C,Eukaryota
YHR008C,Eukaryota
YHR013C,> Eukaryota
YHR015W,Saccharomycetaceae
YHR018C,Ascomycota
YHR019C,Eukaryota
YHR020W,Eukaryota
YHR021C,Saccharomyceta
YHR022C,Saccharomyceta
YHR023W,Eukaryota
YHR024C,Opisthokonta
YHR025W,Opisthokonta
YHR026W,Opisthokonta
YHR028C,Ascomycota
YHR029C,Ascomycota
YHR030C,Saccharomycetaceae
YHR031C,Ascomycota
YHR032W,Fungi
YHR033W,Ascomycota
YHR034C,Ascomycota
YHR035W,Saccharomycetaceae
YHR036W,Ascomycota
YHR037W,Ascomycota
YHR039C,Ascomycota
YHR040W,Ascomycota
YHR041C,Ascomycota
YHR042W,Ascomycota
YHR043C,Ascomycota
YHR047C,Ascomycota
YHR048W,Saccharomycetaceae
YLR130C,Ascomycota
YLR131C,Fungi
YLR133W,Fungi
YLR136C,Eukaryota
YLR137W,Eukaryota
YLR138W,Eukaryota
YLR139C,Eukaryota
YLR141W,Eukaryota
YLR142W,Eukaryota
YLR143W,Eukaryota
YLR149C,> Eukaryota
YLR150W,> Eukaryota
YLR151C,> Eukaryota
YLR152C,Ascomycota
YLR153C,Fungi
YLR155C,Saccharomyces
YLR157C,Saccharomyces
YLR156W,Saccharomyces
YLR158C,Saccharomyces
YLR160C,Saccharomyces
YLR161W,Saccharomyces
YLR163C,> Eukaryota
YLR164W,Ascomycota
YLR166C,Ascomycota
YLR167W,> Eukaryota
YLR168C,Eukaryota
YLR170C,Eukaryota
YLR174W,Ascomycota
YLR175W,Ascomycota
YLR176C,Ascomycota
YLR177W,Fungi
YLR179C,Ascomycota
YLR180W,Ascomycota
YLR181C,Ascomycota
YLR182W,Ascomycota
YLR183C,Ascomycota
YLR185W,Ascomycota
YLR187W,Ascomycota
YLR188W,Ascomycota
YLR189C,Ascomycota
YLR190W,Ascomycota
YLR192C,Ascomycota
YLR193C,Ascomycota
YLR194C,Ascomycota
YLR199C,> Eukaryota
YLR200W,> Eukaryota
YLR205C,> Eukaryota
YLR206W,Ascomycota
YLR207W,Ascomycota
YLR209C,> Eukaryota
YLR210W,Dikarya
YLR212C,Dikarya
YLR213C,Saccharomycetaceae
YLR214W,Saccharomyceta
YLR216C,Saccharomyceta
YLR222C,> Eukaryota
YLR223C,Saccharomyceta
YLR224W,Saccharomyceta
YML038C,Saccharomycetaceae
YML028W,Eukaryota
YML027W,Ascomycota
YML026C,Dikarya
YML025C,Dikarya
YML024W,Ascomycota
YML018C,Eukaryota
YML017W,Eukaryota
YML012W,Ascomycota
YML008C,Ascomycota
YML007W,Ascomycota
YML006C,Ascomycota
YML005W,Ascomycota
YML004C,Ascomycota
YML003W,Ascomycota
YML001W,Ascomycota
YMR001C,> Eukaryota
YMR002W,> Eukaryota
YMR004W,> Eukaryota
YMR005W,> Eukaryota
YMR006C,Dikarya
YMR011W,Saccharomyceta
YMR012W,Saccharomyceta
YMR013C,Saccharomyceta
YMR014W,Saccharomyceta
YMR015C,Dikarya
YMR016C,Fungi
YMR017W,Saccharomyces
YMR018W,Saccharomyces
YMR019W,Saccharomyces
YMR020W,Saccharomyces
YMR021C,Saccharomyces
YMR026C,Saccharomyces
YMR027W,Saccharomyces
YMR031C,Saccharomyceta
YMR032W,Saccharomyceta
YMR033W,Saccharomyceta
YMR034C,Saccharomyceta
YMR035W,Saccharomyceta
YMR037C,Saccharomyceta
YMR038C,Saccharomyceta
YMR039C,Saccharomyceta
YMR040W,Eukaryota
YMR041C,Eukaryota
YMR042W,Eukaryota
YMR043W,Eukaryota
YMR047C,Ascomycota
YMR048W,Ascomycota
YMR053C,Fungi
YMR054W,Ascomycota
YMR055C,Ascomycota
YMR056C,Ascomycota
YMR058W,Saccharomyceta
YMR060C,Saccharomyceta
YMR061W,Saccharomyceta
YMR062C,Saccharomyceta
YMR063W,Ascomycota
YMR064W,Ascomycota
YMR065W,Ascomycota
YMR069W,Ascomycota
YMR070W,Ascomycota
YMR071C,Ascomycota
YOL084W,Fungi
YOL083W,Saccharomyces
YOL082W,Saccharomyces
YOL081W,Ascomycota
YOL080C,Ascomycota
YOL078W,Ascomycota
YOL077C,Ascomycota
YOL076W,Ascomycota
YOL073C,Eukaryota
YOL072W,Eukaryota
YOL068C,Eukaryota
YOL067C,Eukaryota
YOL064C,> Eukaryota
YOL060C,> Eukaryota
YOL059W,Ascomycota
YOL058W,Ascomycota
YOL057W,Ascomycota
YOL055C,Fungi
YOL049W,Fungi
YOL043C,> Eukaryota
YOL042W,Saccharomyceta
YOL041C,Saccharomyceta
YOL040C,Saccharomyceta
YOL039W,Fungi
YOL038W,Ascomycota
YOL036W,Ascomycota
YOL033W,> Eukaryota
YOL032W,> Eukaryota
YOL031C,> Eukaryota
YOL028C,Saccharomycetaceae
YOL027C,Eukaryota
YOL026C,Eukaryota
YOL025W,Eukaryota
YOL023W,Saccharomycetaceae
YOL022C,Saccharomycetaceae
YOL018C,Saccharomyceta
YOL017W,Saccharomycetaceae
YOL012C,Eukaryota
YOL011W,Dikarya
YOL007C,Dikarya
YOL006C,Dikarya
YOL005C,Dikarya
YOL004W,Dikarya
YOL003C,Ascomycota
YOL002C,Dikarya
YOR001W,Eukaryota
YOR007C,> Eukaryota
YOR008C,Saccharomyceta
YOR010C,Saccharomycetaceae
YOR011W,Saccharomyceta
YOR018W,Ascomycota
YOR019W,Saccharomyceta
YOR020C,Saccharomyceta
YOR021C,Saccharomyceta
YOR023C,Saccharomyceta
YOR025W,Ascomycota
YFL054C,Ascomycota
YFL053W,Saccharomyces
YFL052W,Saccharomyces
YBR297W,Saccharomyces
YFL048C,Ascomycota
YFL047W,Ascomycota
YFL046W,Ascomycota
YFL045C,Ascomycota
YFL044C,Ascomycota
YFL042C,Fungi
YFL041W,Saccharomyceta
YFL040W,Saccharomyceta
YFL039C,Saccharomyceta
YFL038C,Ascomycota
YFL005W,Ascomycota
YFL037W,Ascomycota
YFL034W,> Eukaryota
YFL033C,> Eukaryota
YFL031W,> Eukaryota
YFL028C,> Eukaryota
YFL027C,> Eukaryota
YFL026W,> Eukaryota
YFL025C,> Eukaryota
YFL024C,> Eukaryota
YFL023W,> Eukaryota
YFL022C,> Eukaryota
YFL021W,Saccharomyceta
YFL020C,Saccharomycetaceae
YFL018C,Ascomycota
YFL017C,Eukaryota
YFL016C,Eukaryota
YFL014W,Eukaryota
YFL013C,Eukaryota
YFL011W,Saccharomyceta
YFL010C,Saccharomyceta
YFL009W,Saccharomyceta
YFL008W,> Eukaryota
YFL007W,> Eukaryota
YFL004W,Eukaryota
YFL003C,Saccharomycetaceae
YFR001W,Eukaryota
YFR002W,Eukaryota
YFR003C,Eukaryota
YFR004W,> Eukaryota
YFR005C,> Eukaryota
YFR006W,Saccharomyceta
YFR007W,Saccharomyceta
YFR008W,Saccharomyceta
YFR009W,> Eukaryota
YFR010W,> Eukaryota
YFR011C,> Eukaryota
YFR012W,Saccharomyces
YFR015C,Eukaryota
YFR016C,Eukaryota
YFR017C,Eukaryota
YFR018C,Eukaryota
YFR019W,Eukaryota
YFR022W,Ascomycota
YFR023W,Saccharomycetaceae
YFR027W,Ascomycota
YFR030W,Ascomycota
YFR032C,Ascomycota
YFR033C,Ascomycota
YFR034C,Ascomycota
YFR037C,Fungi
YFR038W,Ascomycota
YFR039C,Saccharomycetaceae
YFR040W,Eukaryota
YFR041C,Eukaryota
YFR042W,Eukaryota
YFR044C,Ascomycota
YFR045W,Ascomycota
YFR047C,Ascomycota
YFR048W,Fungi
YFR049W,Fungi
YFR050C,Fungi
YHR049W,Eukaryota
YHR050W,Ascomycota
YHR051W,Ascomycota
YHR054C,Saccharomycetaceae
YHR055C,Saccharomyces
YHR053C,Saccharomyces
YHR058C,Eukaryota
YHR059W,Eukaryota
YHR060W,Eukaryota
YHR061C,Saccharomycetaceae
YHR062C,Saccharomycetaceae
YHR063C,Saccharomycetaceae
YHR064C,Opisthokonta
YHR067W,> Eukaryota
YHR071W,> Eukaryota
YHR072W,> Eukaryota
YHR073W,Eukaryota
YHR077C,Eukaryota
YHR078W,Eukaryota
YHR080C,Eukaryota
YHR081W,Eukaryota
YHR082C,Fungi
YHR083W,Fungi
YHR084W,Fungi
YHR085W,Fungi
YHR086W,Eukaryota
YHR087W,Eukaryota
YHR088W,> Eukaryota
YHR089C,> Eukaryota
YHR090C,Opisthokonta
YHR091C,Saccharomycetaceae
YHR092C,Saccharomycetaceae
YHR094C,Saccharomyceta
YHR096C,Saccharomyceta
YHR098C,Eukaryota
YHR099W,Eukaryota
YHR103W,Saccharomyceta
YHR104W,Saccharomyceta
YHR105W,Saccharomyceta
YHR107C,Opisthokonta
YHR108W,Opisthokonta
YHR109W,Opisthokonta
YHR110W,Ascomycota
YHR111W,Ascomycota
YHR112C,Fungi
YHR113W,Fungi
YHR114W,Fungi
YHR115C,Fungi
YHR116W,Fungi
YHR117W,Saccharomyces
YHR118C,Saccharomyces
YHR119W,Saccharomyces
YHR122W,Fungi
YHR123W,Dikarya
YHR124W,Dikarya
YHR128W,Eukaryota
YHR131C,Saccharomyceta
YHR132C,Saccharomyceta
YHR133C,Saccharomycetaceae
YHR134W,Saccharomycetaceae
YHR135C,Saccharomyceta
YHR137W,Saccharomyceta
YHR138C,Saccharomyceta
YHR139C,Saccharomycetaceae
YHR140W,Saccharomycetaceae
YHR141C,Ascomycota
YHR142W,Ascomycota
YHR143W,Ascomycota
YHR145C,Saccharomyces
YHR146W,Saccharomyceta
YHR147C,Saccharomyceta
YGR189C,Saccharomyceta
YGR191W,Saccharomycetaceae
YGR192C,> Eukaryota
YGR194C,> Eukaryota
YGR195W,> Eukaryota
YGR197C,Saccharomyceta
YGR198W,Ascomycota
YGR199W,Ascomycota
YGR200C,Ascomycota
YGR204W,Ascomycota
YGR205W,Ascomycota
YGR206W,Ascomycota
YGR209C,Eukaryota
YGR210C,Eukaryota
YGR211W,Eukaryota
YGR212W,Eukaryota
YGR213C,Saccharomyceta
YGR214W,Ascomycota
YGR218W,Ascomycota
YGR220C,Ascomycota
YGR221C,Saccharomycetaceae
YGR222W,Saccharomycetaceae
YGR223C,Saccharomycetaceae
YGR224W,Saccharomyceta
YGR225W,Saccharomyceta
YGR229C,Saccharomyceta
YGR230W,Saccharomyceta
YGR231C,Eukaryota
YGR232W,Eukaryota
YGR233C,Eukaryota
YGR234W,Eukaryota
YGR235C,Eukaryota
YGR237C,Eukaryota
YGR238C,Fungi
YGR241C,Eukaryota
YGR243W,Opisthokonta
YGR244C,Opisthokonta
YGR246C,Opisthokonta
YGR247W,Opisthokonta
YGR248W,Saccharomyces
YGR249W,Saccharomyces
YGR250C,Saccharomyces
YGR251W,Saccharomyces
YGR253C,Ascomycota
YGR254W,Ascomycota
YGR255C,Ascomycota
YGR256W,Dikarya
YGR257C,Eukaryota
YGR258C,Eukaryota
YGR260W,Eukaryota
YGR261C,Ascomycota
YGR264C,Ascomycota
YGR266W,Ascomycota
YGR267C,Ascomycota
YGR268C,Ascomycota
YGR270W,Ascomycota
YGR271W,Eukaryota
YGR273C,Saccharomycetaceae
YGR277C,Fungi
YGR278W,Ascomycota
YGR279C,Ascomycota
YGR280C,Ascomycota
YGR281W,Dikarya
YGR282C,Dikarya
YGR283C,Saccharomyces
YGR286C,Saccharomyces
YGR287C,Saccharomyces
YGR288W,Saccharomyces
YGR289C,Saccharomyces
YGR292W,Saccharomyces
YGR295C,Saccharomyces
YGR084C,Saccharomyces
YGR085C,> Eukaryota
YGR086C,Ascomycota
YGR087C,Ascomycota
YGR088W,Saccharomycetaceae
YGR089W,Saccharomycetaceae
YGR091W,Saccharomycetaceae
YGR092W,Fungi
YGR093W,Fungi
YGR094W,> Eukaryota
YGR098C,Fungi
YGR099W,Fungi
YGR100W,Fungi
YGR102C,Fungi
YGR103W,Fungi
YGR104C,Fungi
YGR105W,Fungi
YGR106C,Fungi
YGR108W,Dikarya
YGR109C,Saccharomyceta
YGR110W,Saccharomyceta
YGR112W,Saccharomyceta
YGR113W,Saccharomyceta
YGR116W,Saccharomyceta
YGR117C,Saccharomyceta
YGR118W,Ascomycota
YGR119C,Ascomycota
YGR120C,Ascomycota
YGR123C,> Eukaryota
YGR124W,Ascomycota
YGR125W,Ascomycota
YGR127W,Ascomycota
YGR128C,Ascomycota
YGR129W,Ascomycota
YGR130C,Ascomycota
YGR131W,Ascomycota
YGR132C,Eukaryota
YGR133W,Eukaryota
YGR134W,Eukaryota
YGR135W,> Eukaryota
YGR136W,Saccharomyces
YGR138C,Saccharomyceta
YGR140W,Saccharomyceta
YGR142W,Saccharomycetaceae
YGR143W,Ascomycota
YGR144W,Ascomycota
YGR145W,Ascomycota
YGR146C,Ascomycota
YGR147C,Ascomycota
YGR148C,Ascomycota
YGR149W,Ascomycota
YGR150C,Ascomycota
YGR152C,Opisthokonta
YGR154C,Eukaryota
YGR155W,Eukaryota
YGR157W,Eukaryota
YGR158C,Eukaryota
YGR161C,Fungi
YGR165W,Eukaryota
YGR166W,Eukaryota
YGR168C,Eukaryota
YGR171C,> Eukaryota
YGR172C,> Eukaryota
YGR173W,> Eukaryota
YGR175C,> Eukaryota
YGR178C,Saccharomycetaceae
YGR179C,Saccharomycetaceae
YGR180C,Saccharomycetaceae
YGR181W,Saccharomycetaceae
YGR183C,Saccharomycetaceae
YGR184C,Eukaryota
YGR185C,Eukaryota
YGR186W,Eukaryota
YGR187C,Eukaryota
YGR188C,Fungi
YLR020C,Eukaryota
YLR021W,Eukaryota
YLR022C,Eukaryota
YLR023C,Eukaryota
YLR024C,Saccharomycetaceae
YLR025W,Saccharomycetaceae
YLR027C,Saccharomycetaceae
YLR029C,Ascomycota
YLR031W,Saccharomyces
YLR030W,Saccharomyces
YLR032W,Eukaryota
YLR033W,Eukaryota
