Gene,modeAge
MUC17,Opisthokonta
MSL1,Eumetazoa
KCTD11,Eukaryota
UHRF1BP1,Eukaryota
PLAG1,Opisthokonta
CDC42BPG,Mammalia
LTA,Vertebrata
XAF1,Eukaryota
SIGIRR,Eumetazoa
GRHL2,Opisthokonta
LIN54,Eukaryota
ALKBH2,Eukaryota
ERAP2,Cellular_organisms
PLB1,Opisthokonta
CDC73,Eukaryota
NFRKB,Eukaryota
TMEM71,Vertebrata
NOTUM,Eukaryota
ATAD2,Eukaryota
APOA5,Vertebrata
FIGLA,Eumetazoa
SMARCD3,Eukaryota
CRTC1,Eumetazoa
OLFM4,Eumetazoa
CLEC4G,Mammalia
RSPO2,Eukaryota
MUC6,Mammalia
NPSR1,Eumetazoa
LIN28B,Eukaryota
MACC1,Eumetazoa
RNF111,Eukaryota
ZFHX3,Mammalia
SLCO4C1,Eumetazoa
IDO2,Opisthokonta
SRCAP,Eukaryota
WDFY4,Vertebrata
SND1,Eukaryota
EIF3M,Eukaryota
MCM10,Eukaryota
CXXC5,Eumetazoa
RRM2B,Cellular_organisms
PTF1A,Eumetazoa
CYP3A5,Mammalia
DENND4A,Eukaryota
MAVS,Vertebrata
TRPM1,Opisthokonta
EMSY,Eumetazoa
IRF2BP2,Eumetazoa
FRMD5,Opisthokonta
DSG4,Eumetazoa
SCD5,Euk+Bac
PEG10,Opisthokonta
LDB1,Eumetazoa
MTDH,Vertebrata
SMG6,Eukaryota
ADIPOR2,Euk+Bac
CD163,Eumetazoa
LAPTM4B,Eumetazoa
ZNF410,Eumetazoa
PARG,Eukaryota
CARM1,Eukaryota
GKN2,Vertebrata
IFNL1,Mammalia
IFNLR1,Vertebrata
TICAM1,Vertebrata
SIAH1,Eukaryota
RASGRP3,Eukaryota
SLC22A9,Eukaryota
MCAT,Euk+Bac
APLF,Eumetazoa
SFTPA1,Eumetazoa
LMTK2,Vertebrata
TPH2,Euk+Bac
CDAN1,Opisthokonta
SUGP1,Eukaryota
WWC1,Eumetazoa
NPAS3,Eumetazoa
NELFCD,Eukaryota
SIRT2,Eukaryota
ASXL1,Eumetazoa
TRIM22,Mammalia
IFNL3,Mammalia
IFNL2,Mammalia
PELP1,Eumetazoa
CDK20,Eukaryota
MYOCD,Vertebrata
ASPM,Eukaryota
SPART,Opisthokonta
ZNF444,Mammalia
RPTOR,Eukaryota
ORMDL3,Eukaryota
CCAR2,Eukaryota
SIX5,Eumetazoa
LTBP4,Eukaryota
PIAS4,Eukaryota
AGGF1,Eumetazoa
LILRB2,Vertebrata
SFRP1,Eumetazoa
SPIC,Eumetazoa
LCOR,Mammalia
ZBTB2,Eumetazoa
DRAM1,Eukaryota
SLC5A8,Euk+Bac
GCSAM,Mammalia
SIRT6,Cellular_organisms
CDKN2A,Mammalia
SCAI,Eukaryota
MFSD2A,Euk+Bac
ZNF383,Mammalia
SMYD1,Eukaryota
PCSK9,Euk+Bac
HSD17B11,Cellular_organisms
SERBP1,Eumetazoa
CHST4,Eumetazoa
GLIS3,Vertebrata
MCPH1,Opisthokonta
IL27,Mammalia
ARID1B,Eumetazoa
REPS2,Eukaryota
BHLHE22,Eumetazoa
LILRB4,Vertebrata
LILRB1,Mammalia
MAFA,Eumetazoa
COP1,Eukaryota
CTCFL,Eumetazoa
SNIP1,Eukaryota
GABPB2,Eumetazoa
LMO3,Eumetazoa
NKX2-3,Eumetazoa
GDAP1,Eukaryota
SLC22A8,Euk+Bac
CIP2A,Eumetazoa
KLF14,Mammalia
SP7,Vertebrata
CABLES1,Eukaryota
RB1CC1,Eumetazoa
CREB3L4,Opisthokonta
CLEC4C,Eumetazoa
SCARB1,Eukaryota
GTF3C2,Eukaryota
TBC1D22A,Eukaryota
PHF10,Eumetazoa
HDAC7,Cellular_organisms
SLC20A1,Cellular_organisms
PHLDA1,Vertebrata
TWIST2,Eumetazoa
LMO7,Eumetazoa
HPSE2,Euk+Bac
SLC13A3,Cellular_organisms
NELFB,Eukaryota
RXFP2,Eumetazoa
SCG3,Vertebrata
BAALC,Vertebrata
DNAAF4,Eukaryota
ARNTL2,Eumetazoa
ING5,Eukaryota
JDP2,Vertebrata
PLD1,Mammalia
TMEM158,Mammalia
DNASE2B,Eukaryota
POMGNT1,Eukaryota
DDB2,Euk+Bac
TFAP2B,Eumetazoa
AQP3,Euk+Bac
TRIB2,Eumetazoa
CPT1B,Eukaryota
TOPBP1,Eukaryota
PIK3R3,Eumetazoa
NR4A3,Eumetazoa
TSC1,Eumetazoa
CCL17,Vertebrata
MAML1,Eumetazoa
NDRG1,Eukaryota
HSPH1,Cellular_organisms
GTF3A,Eukaryota
ESR2,Eumetazoa
THRSP,Eumetazoa
TFAP2C,Eumetazoa
RREB1,Eumetazoa
HDAC2,Cellular_organisms
SYN2,Eumetazoa
PROX1,Eumetazoa
CREBBP,Eukaryota
KAT6A,Vertebrata
SYMPK,Eukaryota
EVPL,Opisthokonta
HAS2,Euk+Bac
NRCAM,Eumetazoa
HOXB13,Eumetazoa
KAT2B,Eukaryota
JARID2,Eumetazoa
EDA,Eumetazoa
ATOH1,Eumetazoa
ABCC2,Eukaryota
ARHGEF1,Vertebrata
ERCC4,Eukaryota
UPF1,Eukaryota
COPS5,Eukaryota
GATA6,Opisthokonta
SLC5A5,Euk+Bac
BAD,Vertebrata
KHSRP,Eukaryota
FOXJ1,Opisthokonta
TNPO1,Eukaryota
IRF7,Vertebrata
DLX4,Mammalia
KAT5,Eukaryota
USP7,Eukaryota
STMN2,Vertebrata
ATP2A3,Eukaryota
BHMT,Euk+Bac
PTP4A1,Cellular_organisms
WNT2B,Eumetazoa
HLA-C,Vertebrata
TSLP,Mammalia
KISS1R,Eumetazoa
LHX4,Eukaryota
FBXO32,Eumetazoa
TOP1MT,Eukaryota
HDAC10,Vertebrata
PMEPA1,Vertebrata
FAM162A,Eumetazoa
ADIPOR1,Euk+Bac
TP53INP1,Eumetazoa
FUBP1,Eukaryota
PBXIP1,Vertebrata
E2F7,Eukaryota
ISG20,Eukaryota
RAD51AP1,Eumetazoa
DACT3,Mammalia
CREB3L1,Eumetazoa
APH1A,Eukaryota
ELMO3,Eukaryota
SYTL4,Eukaryota
BIRC7,Vertebrata
EAF2,Eumetazoa
OPTN,Eumetazoa
HDAC11,Euk+Bac
STARD4,Eukaryota
SIRT1,Cellular_organisms
CYFIP2,Eukaryota
NEIL1,Eukaryota
PERP,Eumetazoa
CERS2,Eukaryota
WBP1,Eumetazoa
ZNF274,Opisthokonta
VMP1,Eukaryota
AURKB,Euk+Bac
TOE1,Eukaryota
CDCA7L,Eukaryota
SNF8,Eukaryota
ERO1A,Eukaryota
HES6,Eumetazoa
FUBP3,Eukaryota
PAWR,Eumetazoa
EPSTI1,Vertebrata
LOXL4,Eumetazoa
EAF1,Eumetazoa
LCOR,Eumetazoa
PBK,Eumetazoa
TNIP3,Eumetazoa
PPP1R13B,Eumetazoa
EHMT2,Eukaryota
EGLN2,Euk+Bac
ZFP42,Eukaryota
SLC46A1,Opisthokonta
FOXN4,Vertebrata
DCBLD2,Vertebrata
PGLYRP2,Euk+Bac
NOX5,Eukaryota
TRERF1,Eumetazoa
NEDD4L,Eukaryota
MICA,Vertebrata
PRAM1,Mammalia
ARX,Eumetazoa
ZNF300,Mammalia
NR1H4,Eumetazoa
TNFRSF13C,Mammalia
CIC,Eumetazoa
MED15,Eumetazoa
TRIB3,Mammalia
NODAL,Eumetazoa
ZNF382,Opisthokonta
SIN3A,Eukaryota
RSF1,Eumetazoa
SPEN,Eumetazoa
UHRF1,Eumetazoa
CSF3R,Eumetazoa
HBEGF,Vertebrata
TCF12,Eumetazoa
MUC4,Vertebrata
GAD1,Cellular_organisms
MYCBP,Eukaryota
NELL2,Eumetazoa
GML,Mammalia
PCYT2,Cellular_organisms
PHOX2B,Eumetazoa
KRT12,Eumetazoa
CDC5L,Eukaryota
NOTCH4,Eukaryota
RNF2,Eukaryota
EYA3,Eukaryota
PLIN2,Eumetazoa
MAP3K14,Opisthokonta
P2RX4,Opisthokonta
TSC22D3,Eumetazoa
TBX5,Eumetazoa
ELF4,Eumetazoa
KLF6,Eumetazoa
CCL13,Mammalia
PHB2,Cellular_organisms
CDX2,Eumetazoa
RAD9A,Eukaryota
KIF2C,Eukaryota
IL12RB2,Eumetazoa
MAP3K5,Opisthokonta
GFI1,Eumetazoa
PITX2,Eumetazoa
ATXN2,Eukaryota
DOK1,Eumetazoa
RBBP8,Eukaryota
SIGMAR1,Eukaryota
BARD1,Eukaryota
CCL19,Vertebrata
LITAF,Eukaryota
CDC6,Eukaryota
NPAS2,Eumetazoa
TXN2,Cellular_organisms
ABCA3,Eukaryota
GPA33,Eumetazoa
NKX3-1,Vertebrata
SLC29A1,Eukaryota
EPAS1,Eumetazoa
TSG101,Eukaryota
SMO,Eumetazoa
MYD88,Eumetazoa
EBNA1BP2,Eukaryota
ARID3A,Eumetazoa
PRMT1,Eukaryota
ASCL2,Eumetazoa
BAG1,Opisthokonta
FOXC2,Opisthokonta
CITED2,Vertebrata
GDF15,Vertebrata
HOPX,Vertebrata
RETNLB,Mammalia
MACROD1,Cellular_organisms
HINFP,Eumetazoa
SOST,Eumetazoa
MYBBP1A,Eukaryota
EIF2AK1,Eukaryota
HEPH,Opisthokonta
PELO,Euk_Archaea
GINS3,Eukaryota
SLC39A3,Eukaryota
ERP44,Opisthokonta
LXN,Vertebrata
TINF2,Vertebrata
SOX7,Eumetazoa
MTA3,Eumetazoa
HTATIP2,Euk+Bac
CHAC1,Euk+Bac
EDEM2,Eukaryota
ACAT2,Cellular_organisms
CDCA7,Eukaryota
GATA5,Vertebrata
BRIP1,Cellular_organisms
SALL3,Eumetazoa
BBC3,Mammalia
C1QTNF5,Vertebrata
KLF16,Mammalia
BCL2L13,Vertebrata
HEMGN,Mammalia
ASPN,Eukaryota
TLR10,Eumetazoa
TDRD1,Eumetazoa
USP26,Mammalia
BEX2,Mammalia
HDAC8,Cellular_organisms
ANGPTL4,Eumetazoa
ACE2,Euk+Bac
NFKBIZ,Vertebrata
BACH2,Eumetazoa
SETD2,Eukaryota
REG4,Eumetazoa
PANK2,Eukaryota
CPEB1,Eumetazoa
UPF3B,Eukaryota
ULBP1,Vertebrata
NMNAT2,Vertebrata
FOXP3,Eumetazoa
SLC19A3,Eukaryota
FOXQ1,Eumetazoa
FTO,Eukaryota
BHLHE41,Vertebrata
SLC39A8,Eukaryota
TGIF2,Eukaryota
MAP1LC3B,Mammalia
SRR,Cellular_organisms
EGLN1,Eukaryota
PEG3,Mammalia
WWTR1,Eumetazoa
PRDM14,Eumetazoa
IL22,Vertebrata
AICDA,Vertebrata
HOXD1,Eumetazoa
SLC22A4,Euk+Bac
RACGAP1,Eumetazoa
WWP1,Eukaryota
RBM38,Euk+Bac
GZF1,Opisthokonta
ING2,Eukaryota
BCL11A,Eumetazoa
ABCG4,Euk+Bac
TRPV6,Eumetazoa
ATG5,Eukaryota
ABCG8,Eukaryota
ABCG5,Eukaryota
MMP28,Vertebrata
SEMA6A,Eumetazoa
KCNN2,Opisthokonta
HIPK2,Eukaryota
EPB41L4B,Opisthokonta
FOXP1,Eumetazoa
TP63,Opisthokonta
TXNIP,Vertebrata
ACBD3,Opisthokonta
KDM4C,Eukaryota
CENPH,Vertebrata
LRRN3,Eumetazoa
MAP1LC3A,Eumetazoa
PLK3,Euk+Bac
EBF3,Eumetazoa
ZNF335,Vertebrata
SOX17,Vertebrata
SLA2,Vertebrata
BCAS3,Eukaryota
ANTXR1,Eumetazoa
EGLN3,Euk+Bac
SRD5A3,Eukaryota
ECT2,Eumetazoa
LIN28A,Euk+Bac
MEAF6,Eukaryota
SMURF2,Eukaryota
UPF2,Eukaryota
UGT1A7,Eumetazoa
UGT1A10,Opisthokonta
UGT1A8,Eukaryota
IL21,Vertebrata
MKNK2,Eukaryota
PLAC1,Mammalia
LPAR2,Eumetazoa
ARNT2,Eumetazoa
NOD2,Vertebrata
CBX8,Eumetazoa
MUC5B,Eumetazoa
CAPN10,Eukaryota
ZNF160,Mammalia
CHD8,Eukaryota
GP6,Vertebrata
CYP4F12,Euk+Bac
PREB,Eukaryota
RETN,Eumetazoa
GCM1,Eumetazoa
MLXIPL,Eumetazoa
TNFRSF12A,Vertebrata
NPHS2,Cellular_organisms
SLCO1B3,Eumetazoa
DMAP1,Eukaryota
IL23A,Mammalia
ISYNA1,Euk+Bac
NOX4,Eumetazoa
BRD7,Eumetazoa
PNRC2,Vertebrata
NLRC4,Eumetazoa
HEYL,Eumetazoa
TCF7L2,Eumetazoa
CYLD,Eumetazoa
PFDN4,Eukaryota
KMT5A,Eukaryota
STARD7,Eumetazoa
PDLIM7,Opisthokonta
GDF3,Vertebrata
DDX21,Euk+Bac
ASH1L,Vertebrata
BATF3,Vertebrata
DLL4,Vertebrata
SLC2A4RG,Eumetazoa
TLR9,Vertebrata
PDGFC,Vertebrata
DISC1,Vertebrata
IL17RB,Mammalia
LATS2,Eukaryota
DROSHA,Euk+Bac
RASSF1,Opisthokonta
ADARB2,Eukaryota
RPRM,Vertebrata
FGF21,Vertebrata
CTNNBIP1,Vertebrata
HOMER3,Vertebrata
CISH,Eumetazoa
SIRT3,Eukaryota
ABCB8,Cellular_organisms
ETNK2,Euk+Bac
DDX18,Euk+Bac
ASF1B,Eukaryota
NLRP2,Opisthokonta
DDIT4,Eumetazoa
SIDT1,Eukaryota
BABAM2,Eukaryota
SLC39A1,Eukaryota
AATF,Eukaryota
SPHK1,Eukaryota
HOXC10,Vertebrata
DACT1,Vertebrata
TLR7,Vertebrata
CELSR3,Eumetazoa
ERAP1,Cellular_organisms
FMN2,Eukaryota
EHF,Eumetazoa
WWOX,Euk+Bac
GRHL1,Opisthokonta
TFCP2L1,Opisthokonta
UBP1,Eumetazoa
IGF2BP1,Opisthokonta
ZNF224,Mammalia
MAT2B,Cellular_organisms
IL17C,Eumetazoa
HMG20B,Eukaryota
MYEF2,Eukaryota
MBD2,Eumetazoa
ONECUT1,Eumetazoa
DNMT3B,Eukaryota
SPRR3,Eukaryota
NLK,Eukaryota
RNF7,Eukaryota
HECA,Eumetazoa
PPARGC1A,Eumetazoa
UXT,Eukaryota
SPAST,Cellular_organisms
DKK3,Vertebrata
HEY2,Eumetazoa
LHX3,Eumetazoa
RNF14,Eukaryota
DKK4,Mammalia
POLK,Cellular_organisms
DBF4,Eumetazoa
HESX1,Vertebrata
DUX4,Eumetazoa
SLC9A2,Cellular_organisms
DNAJB4,Euk+Bac
KL,Euk+Bac
DAXX,Eumetazoa
STK39,Eukaryota
CNOT8,Eukaryota
LIMD1,Opisthokonta
HMGXB4,Eumetazoa
EBF1,Eumetazoa
MLX,Eumetazoa
CNTNAP2,Eumetazoa
NPC1L1,Eukaryota
TAC3,Mammalia
TRPS1,Vertebrata
DCDC2,Eumetazoa
ADAMTS1,Eumetazoa
AMACR,Euk+Bac
SERTAD1,Vertebrata
DACH1,Eumetazoa
PRSS50,Eumetazoa
KLF15,Opisthokonta
DAPK2,Eukaryota
LNPEP,Cellular_organisms
MBD1,Vertebrata
CNOT7,Eukaryota
PLXNA1,Eumetazoa
MCM8,Euk_Archaea
SALL4,Eumetazoa
LEF1,Eumetazoa
FOXD3,Eumetazoa
DNMT3L,Mammalia
ANAPC4,Eukaryota
ING1,Eukaryota
USP21,Eukaryota
DNAJC12,Eumetazoa
SLC13A4,Cellular_organisms
POU2F3,Eumetazoa
GJD2,Eumetazoa
HDAC9,Vertebrata
TBX21,Eumetazoa
AGO1,Vertebrata
TCFL5,Vertebrata
HCN2,Eukaryota
NRXN1,Eumetazoa
MCTS1,Euk_Archaea
PADI1,Opisthokonta
INO80,Euk+Bac
MED23,Eukaryota
CORO1C,Eukaryota
HSF4,Eukaryota
PADI3,Opisthokonta
MAFF,Eumetazoa
MMP17,Eukaryota
NOTCH3,Eukaryota
PLAGL1,Opisthokonta
ALK,Eukaryota
BARX2,Vertebrata
TBX20,Eumetazoa
NOL7,Vertebrata
NDRG2,Eukaryota
ADAMTS5,Eumetazoa
ING4,Eukaryota
FAF1,Eumetazoa
ST3GAL5,Eukaryota
ABCG2,Euk+Bac
CYP8B1,Cellular_organisms
TTF2,Euk+Bac
NSFL1C,Eukaryota
FZD1,Eumetazoa
PLAGL2,Eumetazoa
LHX6,Eumetazoa
PHF8,Opisthokonta
SAMD4A,Eumetazoa
SATB2,Vertebrata
DICER1,Euk_Archaea
WASF3,Eukaryota
DNM3,Eukaryota
PA2G4,Eukaryota
EXO1,Euk_Archaea
ERVW-1,Mammalia
PPP1R3C,Opisthokonta
HDAC5,Vertebrata
ZNF148,Vertebrata
NOD1,Vertebrata
TCF19,Vertebrata
HPSE,Euk+Bac
POLH,Eukaryota
CCL26,Mammalia
FOXA2,Eumetazoa
PLAA,Eukaryota
RUVBL1,Euk_Archaea
CYSLTR1,Vertebrata
TNFSF13B,Vertebrata
BTRC,Eukaryota
TLR6,Eumetazoa
ATF5,Eumetazoa
ZNF652,Eumetazoa
CARD8,Vertebrata
EPB41L3,Opisthokonta
KDM2A,Opisthokonta
HIF3A,Eumetazoa
AXIN2,Eumetazoa
GDA,Euk+Bac
KCNIP3,Eukaryota
PRG3,Mammalia
KLF13,Eumetazoa
HCN4,Eukaryota
GRIP1,Eumetazoa
PKP3,Vertebrata
SALL2,Eumetazoa
L3MBTL1,Eumetazoa
ZNF175,Mammalia
PRKAB1,Eukaryota
MTF2,Eumetazoa
ATP6V0A2,Euk_Archaea
TRRAP,Eukaryota
IRS2,Eumetazoa
LOXL2,Eumetazoa
TRAF6,Eukaryota
HYOU1,Eukaryota
MMACHC,Eumetazoa
KLF12,Eumetazoa
NEUROG3,Eumetazoa
HEY1,Eumetazoa
KLK4,Mammalia
CD2AP,Eukaryota
MAFB,Eumetazoa
DMRT1,Vertebrata
NOX1,Eukaryota
KLF2,Vertebrata
WIF1,Eukaryota
NR2E3,Eumetazoa
PTGDR2,Vertebrata
BACE2,Eukaryota
ETV7,Eumetazoa
NCOR2,Eukaryota
CYP46A1,Euk+Bac
MAD1L1,Eukaryota
CABIN1,Eukaryota
DNMT3A,Eukaryota
IGF2BP2,Opisthokonta
SESN1,Eukaryota
CAPN6,Eukaryota
TNFRSF11A,Vertebrata
NCOA3,Eumetazoa
DUSP10,Eukaryota
SETBP1,Vertebrata
PIAS3,Eukaryota
ZHX2,Eumetazoa
LY96,Mammalia
