Gene,modeAge
YJL060W,Cellular_organisms
YJL059W,Eukaryota
YJL058C,Saccharomyceta
YJL056C,Opisthokonta
YJL055W,Euk+Bac
YJL051W,Saccharomyceta
YJL050W,Euk+Bac
YJL049W,Ascomycota
YJL048C,Saccharomyceta
YJL045W,Cellular_organisms
YJL035C,Euk+Bac
YJL029C,Eukaryota
YJL024C,Eukaryota
YJL012C,Eukaryota
YJL011C,Eukaryota
YJL008C,Eukaryota
YJR001W,Eukaryota
YJR003C,Saccharomyceta
YJR008W,Cellular_organisms
YJR013W,Eukaryota
YJR015W,Dikarya
YJR025C,Eukaryota
YJR027W,Saccharomyceta
YJR029W,Dikarya
YJR033C,Eukaryota
YJR041C,Saccharomyceta
YJR043C,Saccharomyceta
YJR044C,Eukaryota
YJR054W,Dikarya
YJR059W,Eukaryota
YJR069C,Cellular_organisms
YJR075W,Saccharomyceta
YJR078W,Opisthokonta
YJR080C,Saccharomyceta
YJR084W,Eukaryota
YJR085C,Eukaryota
YJR088C,Eukaryota
YJR089W,Opisthokonta
YJR091C,Eukaryota
YJR092W,Dikarya
YJR097W,Eukaryota
YJR098C,Dikarya
YJR100C,Eukaryota
YJR101W,Ascomycota
YJR102C,Eukaryota
YJR105W,Eukaryota
YJR110W,Eukaryota
YJR111C,Ascomycota
YJR112W,Ascomycota
YJR116W,Eukaryota
YJR117W,Cellular_organisms
YJR118C,Saccharomyceta
YJR119C,Eukaryota
YJR122W,Euk+Bac
YJR124C,Saccharomyceta
YJR129C,Eukaryota
YJR133W,Dikarya
YJR137C,Cellular_organisms
YJR138W,Eukaryota
YJR140C,Ascomycota
YJR141W,Saccharomyceta
YJR147W,Eukaryota
YJR148W,Euk+Bac
YJR149W,Euk+Bac
YJR150C,Saccharomyceta
YJR151C,Opisthokonta
YJR154W,Dikarya
YJR156C,Euk+Bac
YJR158W,Euk+Bac
YMR170C,Cellular_organisms
YDR308C,Opisthokonta
YMR246W,Cellular_organisms
YDR151C,Eukaryota
YLR136C,Eukaryota
YOR337W,Ascomycota
YDR019C,Cellular_organisms
YPR026W,Euk+Bac
YNL096C,Eukaryota
YNL087W,Eukaryota
YGR145W,Eukaryota
YGR149W,Eukaryota
YGR150C,Saccharomyceta
YGR154C,Cellular_organisms
YGR158C,Saccharomyceta
YDR376W,Euk+Bac
YGR187C,Eukaryota
YGR078C,Eukaryota
YDL234C,Eukaryota
YGR072W,Saccharomyceta
YDL141W,Eukaryota
YMR276W,Eukaryota
YMR275C,Saccharomyceta
YOL033W,Euk+Bac
YPL040C,Euk+Bac
YNL299W,Eukaryota
YNL298W,Eukaryota
YNL297C,Eukaryota
YNL294C,Saccharomyceta
YNL293W,Eukaryota
YDL183C,Saccharomyceta
YDL182W,Cellular_organisms
YOR368W,Saccharomyceta
YOR369C,Eukaryota
YOR265W,Eukaryota
YLR176C,Opisthokonta
YDR508C,Euk+Bac
YGR119C,Eukaryota
YML110C,Euk+Bac
YPR145W,Cellular_organisms
YGR124W,Cellular_organisms
YMR189W,Cellular_organisms
YLR185W,Euk_Archaea
YLR325C,Eukaryota
YDR234W,Cellular_organisms
YPR124W,Saccharomyceta
YDR012W,Euk_Archaea
YDR192C,Saccharomyceta
YGL092W,Eukaryota
YGR091W,Eukaryota
YGR180C,Cellular_organisms
YMR288W,Eukaryota
YMR078C,Eukaryota
YGR221C,Saccharomyceta
YGR223C,Eukaryota
YGR224W,Cellular_organisms
YGR225W,Ascomycota
YGR230W,Saccharomyceta
YGR231C,Euk+Bac
YGR232W,Eukaryota
YGR235C,Dikarya
YGR237C,Saccharomyceta
YGR238C,Eukaryota
YML056C,Cellular_organisms
YMR223W,Eukaryota
YMR019W,Saccharomyceta
YMR005W,Saccharomyceta
YML004C,Cellular_organisms
YDR245W,Ascomycota
YML017W,Saccharomyceta
YMR060C,Saccharomyceta
YDL049C,Saccharomyceta
YGL154C,Eukaryota
YMR020W,Euk+Bac
YOR058C,Eukaryota
YGR055W,Cellular_organisms
YNR058W,Cellular_organisms
YNL261W,Eukaryota
YOL148C,Saccharomyceta
YDR505C,Ascomycota
YNL106C,Eukaryota
YNL097C,Eukaryota
YNL067W,Cellular_organisms
YDR500C,Euk_Archaea
YOR328W,Eukaryota
YGR267C,Cellular_organisms
YGL251C,Euk_Archaea
YGL210W,Eukaryota
YML025C,Euk+Bac
YDR328C,Eukaryota
YDL024C,Dikarya
YDR092W,Eukaryota
YLR306W,Eukaryota
YOR339C,Eukaryota
YLR200W,Euk_Archaea
YML103C,Ascomycota
YDL093W,Eukaryota
YDL116W,Eukaryota
YDR111C,Eukaryota
YLR089C,Eukaryota
YLR153C,Cellular_organisms
YDR261C,Eukaryota
YOR363C,Saccharomyceta
YGL100W,Eukaryota
YGL162W,Saccharomyceta
YGL209W,Opisthokonta
YGL229C,Eukaryota
YGR099W,Eukaryota
YGR172C,Eukaryota
YGR123C,Eukaryota
YGR048W,Eukaryota
YGR060W,Eukaryota
YGR070W,Opisthokonta
YGR213C,Eukaryota
YGR289C,Dikarya
YGR281W,Dikarya
YGR249W,Eukaryota
YGR287C,Euk+Bac
YGL257C,Dikarya
YGL250W,Ascomycota
YGL247W,Eukaryota
YGL244W,Eukaryota
YGL236C,Euk+Bac
YGL232W,Eukaryota
YGL231C,Eukaryota
YGL228W,Saccharomyceta
YGL227W,Eukaryota
YGL226W,Opisthokonta
YGL202W,Cellular_organisms
YGL201C,Euk_Archaea
YGL198W,Eukaryota
YGL194C,Cellular_organisms
YGL186C,Euk+Bac
YGL184C,Eukaryota
YGL183C,Eukaryota
YGL180W,Eukaryota
YGL161C,Eukaryota
YGL160W,Saccharomyceta
YGL159W,Saccharomyceta
YGL157W,Euk+Bac
YGL153W,Opisthokonta
YGL151W,Dikarya
YGL144C,Eukaryota
YGL140C,Dikarya
YGL139W,Dikarya
YGL138C,Saccharomyceta
YGL136C,Euk+Bac
YGL134W,Saccharomyceta
YGL133W,Dikarya
YGL125W,Euk+Bac
YGL124C,Eukaryota
YGL120C,Euk+Bac
YGL114W,Cellular_organisms
YGL113W,Saccharomyceta
YGL107C,Saccharomyceta
YGL106W,Eukaryota
YGL104C,Eukaryota
YGL099W,Eukaryota
YGL098W,Opisthokonta
YGL096W,Eukaryota
YGL080W,Eukaryota
YGL079W,Saccharomyceta
YGL068W,Euk+Bac
YGL059W,Eukaryota
YGL056C,Eukaryota
YGL050W,Euk_Archaea
YGL047W,Eukaryota
YGL037C,Euk+Bac
YGL033W,Opisthokonta
YGL028C,Saccharomyceta
YGL005C,Saccharomyceta
YGL004C,Eukaryota
YGL001C,Euk+Bac
YGR004W,Dikarya
YGR010W,Eukaryota
YGR012W,Euk+Bac
YGR013W,Saccharomyceta
YGR015C,Euk+Bac
YGR016W,Saccharomyceta
YGR017W,Saccharomyceta
YGR021W,Euk+Bac
YGR024C,Eukaryota
YGR033C,Opisthokonta
YGR034W,Euk_Archaea
YGR036C,Eukaryota
YGR038W,Eukaryota
YGR043C,Cellular_organisms
YGR052W,Eukaryota
YGR056W,Opisthokonta
YGR067C,Saccharomyceta
YGR086C,Dikarya
YGR089W,Saccharomyceta
YGR093W,Eukaryota
YGR100W,Eukaryota
YGR102C,Saccharomyceta
YGR103W,Eukaryota
YGR106C,Saccharomyceta
YGR110W,Eukaryota
YGR112W,Euk+Bac
YGR113W,Dikarya
YGR117C,Saccharomyceta
YGR125W,Euk+Bac
YGR127W,Euk+Bac
YGR128C,Saccharomyceta
YGR129W,Dikarya
YGR130C,Eukaryota
YGR131W,Ascomycota
YGR134W,Saccharomyceta
YGR136W,Dikarya
YGR138C,Dikarya
YGR161C,Saccharomyceta
YGR165W,Saccharomyceta
YGR173W,Cellular_organisms
YGR178C,Eukaryota
YGR181W,Eukaryota
YGR189C,Eukaryota
YGR211W,Euk_Archaea
YGR212W,Ascomycota
YGR241C,Eukaryota
YGR243W,Eukaryota
YGR244C,Cellular_organisms
YGR247W,Saccharomyceta
YGR248W,Euk+Bac
YGR250C,Eukaryota
YGR251W,Saccharomyceta
YGR255C,Euk+Bac
YGR256W,Cellular_organisms
YGR257C,Eukaryota
YGR260W,Cellular_organisms
YGR266W,Dikarya
YGR271W,Eukaryota
YGR273C,Saccharomyceta
YGR277C,Euk_Archaea
YGR278W,Eukaryota
YGR279C,Saccharomyceta
YGR280C,Opisthokonta
YGR283C,Euk_Archaea
YGR288W,Saccharomyceta
YGR292W,Cellular_organisms
YLR212C,Eukaryota
YDR144C,Eukaryota
YPL265W,Euk+Bac
YNR055C,Ascomycota
YPR003C,Cellular_organisms
YMR016C,Saccharomyceta
YNL070W,Saccharomyceta
YNL126W,Eukaryota
YNL012W,Opisthokonta
YOR259C,Euk_Archaea
YNL118C,Eukaryota
YPL127C,Eukaryota
YNL139C,Eukaryota
YNL249C,Euk+Bac
YNR031C,Opisthokonta
YNR049C,Saccharomyceta
YNL036W,Euk+Bac
YNL066W,Ascomycota
YNL251C,Ascomycota
YDL145C,Eukaryota
YNR019W,Eukaryota
YNR057C,Cellular_organisms
YNR072W,Euk+Bac
YOL115W,Eukaryota
YNL044W,Eukaryota
YOL068C,Cellular_organisms
YPL015C,Cellular_organisms
YOR025W,Cellular_organisms
YDR191W,Dikarya
YLR216C,Eukaryota
YNR018W,Dikarya
YNR028W,Cellular_organisms
YNR029C,Euk+Bac
YNR030W,Eukaryota
YNR036C,Euk+Bac
YNR037C,Euk+Bac
YNR038W,Eukaryota
YNR039C,Ascomycota
YNR040W,Saccharomyceta
YNR046W,Eukaryota
YNR051C,Saccharomyceta
YNR054C,Eukaryota
YNR059W,Dikarya
YNR060W,Eukaryota
YNR061C,Saccharomyceta
YNR063W,Dikarya
YNR067C,Eukaryota
YNR068C,Saccharomyceta
YNR069C,Saccharomyceta
YNR070W,Eukaryota
YNR071C,Euk+Bac
YNL339C,Saccharomyceta
YNL334C,Cellular_organisms
YNL333W,Cellular_organisms
YNL288W,Eukaryota
YNL283C,Saccharomyceta
YNL282W,Saccharomyceta
YNL281W,Saccharomyceta
YNL279W,Dikarya
YNL274C,Euk+Bac
YNL273W,Eukaryota
YNL265C,Eukaryota
YNL263C,Eukaryota
YNL260C,Saccharomyceta
YNL258C,Saccharomyceta
YNL256W,Cellular_organisms
YNL255C,Eukaryota
YNL254C,Saccharomyceta
YNL253W,Eukaryota
YNL234W,Saccharomyceta
YNL233W,Dikarya
YNL232W,Eukaryota
YNL231C,Eukaryota
YNL219C,Eukaryota
YNL211C,Saccharomyceta
YNL193W,Saccharomyceta
YNL191W,Euk+Bac
YNL186W,Opisthokonta
YNL182C,Eukaryota
YNL181W,Opisthokonta
YNL180C,Eukaryota
YNL175C,Dikarya
YNL173C,Dikarya
YNL172W,Eukaryota
YNL164C,Saccharomyceta
YNL163C,Eukaryota
YNL161W,Eukaryota
YNL156C,Saccharomyceta
YNL155W,Eukaryota
YNL149C,Saccharomyceta
YNL144C,Dikarya
YNL141W,Euk+Bac
YNL136W,Opisthokonta
YNL134C,Dikarya
YNL132W,Cellular_organisms
YNL129W,Opisthokonta
YNL128W,Eukaryota
YNL125C,Euk+Bac
YNL124W,Eukaryota
YNL122C,Saccharomyceta
YNL119W,Eukaryota
YNL116W,Dikarya
YNL115C,Saccharomyceta
YNL108C,Eukaryota
YNL107W,Eukaryota
YNL095C,Dikarya
YNL094W,Euk+Bac
YNL092W,Eukaryota
YNL091W,Eukaryota
YNL080C,Ascomycota
YNL077W,Cellular_organisms
YNL072W,Euk_Archaea
YNL065W,Euk+Bac
YNL063W,Euk+Bac
YNL059C,Eukaryota
YNL058C,Saccharomyceta
YNL056W,Eukaryota
YNL051W,Saccharomyceta
YNL050C,Saccharomyceta
YNL049C,Eukaryota
YNL048W,Eukaryota
YNL047C,Dikarya
YNL041C,Eukaryota
YNL040W,Euk+Bac
YNL038W,Eukaryota
YNL035C,Eukaryota
YNL032W,Eukaryota
YNL029C,Ascomycota
YNL027W,Opisthokonta
YNL014W,Euk+Bac
YNL011C,Eukaryota
YNL010W,Euk+Bac
YNL009W,Euk+Bac
YNL008C,Saccharomyceta
YMR039C,Eukaryota
YML052W,Saccharomyceta
YLR460C,Dikarya
YLR152C,Dikarya
YMR119W,Saccharomyceta
YMR169C,Euk+Bac
YPL061W,Euk+Bac
YDL028C,Eukaryota
YMR121C,Euk_Archaea
YMR015C,Eukaryota
YML086C,Euk+Bac
YML065W,Euk_Archaea
YMR070W,Saccharomyceta
YML109W,Dikarya
YML097C,Eukaryota
YLL004W,Saccharomyceta
YML012W,Eukaryota
YML070W,Euk+Bac
YML126C,Cellular_organisms
YDL245C,Euk+Bac
YDR058C,Euk+Bac
YDR068W,Eukaryota
YDL190C,Eukaryota
YLL001W,Eukaryota
YOL156W,Euk+Bac
YOR008C,Saccharomyceta
YLR059C,Euk+Bac
YPR182W,Euk_Archaea
YFL039C,Eukaryota
YNL220W,Cellular_organisms
YJL081C,Eukaryota
YDR276C,Euk+Bac
YDR166C,Eukaryota
YOL145C,Eukaryota
YIL118W,Ascomycota
YKR055W,Dikarya
YGL190C,Eukaryota
YJR058C,Eukaryota
YDR150W,Eukaryota
YLR430W,Eukaryota
YMR182C,Dikarya
YHR086W,Eukaryota
YML121W,Eukaryota
YJL031C,Eukaryota
YKL148C,Cellular_organisms
YGR075C,Saccharomyceta
YBR126C,Euk+Bac
YHR030C,Eukaryota
YDR028C,Dikarya
YKL087C,Eukaryota
YIL061C,Eukaryota
YDR463W,Saccharomyceta
YNR016C,Eukaryota
YER069W,Cellular_organisms
YAL043C,Opisthokonta
YJL095W,Eukaryota
YPR135W,Eukaryota
YOR124C,Opisthokonta
YLR038C,Eukaryota
YNL239W,Euk+Bac
YAL054C,Cellular_organisms
YDR077W,Saccharomyceta
YMR198W,Opisthokonta
YLR244C,Euk+Bac
YKL106W,Euk+Bac
YIL022W,Eukaryota
YOL040C,Euk_Archaea
YDR039C,Eukaryota
YOR233W,Euk+Bac
YGL048C,Euk_Archaea
YKR080W,Eukaryota
YNL167C,Saccharomyceta
YKL001C,Euk+Bac
YEL053C,Eukaryota
YGL172W,Ascomycota
YKR003W,Eukaryota
YKR004C,Saccharomyceta
YKR008W,Opisthokonta
YKR009C,Euk+Bac
YML073C,Eukaryota
YDR448W,Eukaryota
YDR449C,Eukaryota
YKR095W,Euk+Bac
YMR072W,Eukaryota
YOR358W,Eukaryota
YOR148C,Eukaryota
YMR240C,Eukaryota
YMR239C,Euk+Bac
YLR288C,Saccharomyceta
YPL013C,Euk+Bac
YMR047C,Eukaryota
YPL037C,Eukaryota
YPL030W,Eukaryota
YPL024W,Ascomycota
YPL019C,Eukaryota
YPL017C,Euk+Bac
YBR191W,Euk_Archaea
YPL067C,Saccharomyceta
YJR034W,Eukaryota
YML091C,Saccharomyceta
YDL212W,Dikarya
YDR088C,Eukaryota
YPL059W,Cellular_organisms
YPL058C,Eukaryota
YOR048C,Eukaryota
YGL213C,Saccharomyceta
YOR047C,Saccharomyceta
YMR149W,Saccharomyceta
YPL051W,Eukaryota
YOR018W,Dikarya
YNL189W,Eukaryota
YPL083C,Opisthokonta
YPL070W,Saccharomyceta
YPL095C,Euk+Bac
YPL093W,Eukaryota
YPL126W,Eukaryota
YPL123C,Eukaryota
YPL122C,Eukaryota
YPL120W,Eukaryota
YPL118W,Saccharomyceta
YPL116W,Dikarya
YPL113C,Euk+Bac
YPL112C,Saccharomyceta
YPL109C,Eukaryota
YPL141C,Euk+Bac
YPL139C,Opisthokonta
YPL137C,Saccharomyceta
YGR098C,Eukaryota
YPL135W,Cellular_organisms
YDR540C,Euk+Bac
YLL050C,Eukaryota
YDR541C,Euk+Bac
YPL041C,Saccharomyceta
YPL038W,Opisthokonta
YPL034W,Saccharomyceta
YPL032C,Ascomycota
YML133C,Saccharomyceta
YML131W,Cellular_organisms
YML130C,Eukaryota
YDR043C,Dikarya
YMR095C,Cellular_organisms
YMR096W,Cellular_organisms
YMR098C,Saccharomyceta
YMR101C,Cellular_organisms
YKL164C,Saccharomyceta
YKL163W,Saccharomyceta
YDR090C,Dikarya
YDR091C,Cellular_organisms
YDR041W,Euk+Bac
YMR171C,Dikarya
YMR172W,Saccharomyceta
YMR177W,Cellular_organisms
YMR178W,Cellular_organisms
YMR188C,Saccharomyceta
YMR277W,Eukaryota
YMR279C,Euk+Bac
YMR289W,Ascomycota
YDR457W,Eukaryota
YDR465C,Eukaryota
YDR466W,Eukaryota
YDR468C,Eukaryota
YDR469W,Opisthokonta
YDR470C,Dikarya
YDR472W,Eukaryota
YDR473C,Eukaryota
YDR475C,Saccharomyceta
YDR479C,Saccharomyceta
YDR482C,Saccharomyceta
YDR486C,Eukaryota
YDR490C,Eukaryota
YDR492W,Eukaryota
YDR493W,Saccharomyceta
YML041C,Opisthokonta
YDR003W,Saccharomyceta
YDL020C,Dikarya
YDR210W,Dikarya
YMR259C,Eukaryota
YPR051W,Eukaryota
YMR265C,Eukaryota
YMR266W,Eukaryota
YMR272C,Eukaryota
YMR290C,Eukaryota
YMR291W,Eukaryota
YMR292W,Eukaryota
YHR179W,Cellular_organisms
YER138C,Saccharomyceta
YER160C,Saccharomyceta
YML077W,Eukaryota
YML076C,Saccharomyceta
YML072C,Eukaryota
YMR215W,Saccharomyceta
YMR216C,Eukaryota
YMR218C,Eukaryota
YMR219W,Eukaryota
YMR002W,Eukaryota
YMR006C,Opisthokonta
YMR012W,Eukaryota
YMR200W,Dikarya
YMR204C,Saccharomyceta
YML038C,Eukaryota
YKL011C,Saccharomyceta
YML018C,Eukaryota
YML111W,Saccharomyceta
YDR145W,Eukaryota
YDR147W,Eukaryota
YDR152W,Eukaryota
YDR160W,Euk+Bac
YDR161W,Opisthokonta
YDR165W,Eukaryota
YDR235W,Eukaryota
YDR246W,Eukaryota
YDR248C,Euk+Bac
YMR154C,Eukaryota
YMR155W,Eukaryota
YMR164C,Saccharomyceta
YMR166C,Eukaryota
YDR097C,Eukaryota
YDR098C,Eukaryota
YDR100W,Dikarya
YDR101C,Ascomycota
YMR123W,Ascomycota
YDR131C,Saccharomyceta
YDR132C,Saccharomyceta
YDR141C,Eukaryota
YDR259C,Saccharomyceta
YDR190C,Euk_Archaea
YDR174W,Saccharomyceta
YDR175C,Dikarya
YDR180W,Eukaryota
YDR181C,Saccharomyceta
YDR185C,Eukaryota
YMR241W,Eukaryota
YMR244W,Ascomycota
YDR412W,Saccharomyceta
YDR415C,Euk+Bac
YDR416W,Eukaryota
YDR419W,Eukaryota
YDR421W,Dikarya
YDR427W,Eukaryota
YDR434W,Eukaryota
YDR435C,Eukaryota
YDR437W,Saccharomyceta
YDR438W,Eukaryota
YDR440W,Opisthokonta
YDR446W,Saccharomyceta
YDR451C,Eukaryota
YDR452W,Eukaryota
YDR453C,Euk+Bac
YDR456W,Euk+Bac
YDR393W,Dikarya
YOR149C,Eukaryota
YDR398W,Eukaryota
YDR406W,Eukaryota
YDR409W,Eukaryota
YML102W,Eukaryota
YMR040W,Eukaryota
YMR041C,Euk+Bac
YMR045C,Saccharomyceta
YMR126C,Saccharomyceta
YMR131C,Eukaryota
YML005W,Opisthokonta
YMR076C,Eukaryota
YMR086W,Saccharomyceta
YMR087W,Saccharomyceta
YMR088C,Cellular_organisms
YMR090W,Cellular_organisms
YMR093W,Eukaryota
YDR049W,Eukaryota
YMR196W,Euk+Bac
YMR197C,Eukaryota
YDR031W,Saccharomyceta
YDL125C,Cellular_organisms
YMR014W,Opisthokonta
YMR017W,Dikarya
YMR018W,Eukaryota
YMR026C,Eukaryota
YMR027W,Euk+Bac
YDR499W,Saccharomyceta
YDR501W,Saccharomyceta
YDR506C,Euk+Bac
YDR512C,Saccharomyceta
YDR514C,Saccharomyceta
YDR516C,Euk+Bac
YDR517W,Eukaryota
YDR520C,Saccharomyceta
YDR524C,Eukaryota
YDR527W,Eukaryota
YDR531W,Eukaryota
YDR533C,Euk+Bac
YDR534C,Saccharomyceta
YMR106C,Eukaryota
YMR110C,Euk+Bac
YMR117C,Ascomycota
YMR118C,Eukaryota
YML096W,Eukaryota
YML093W,Eukaryota
YML088W,Ascomycota
YML081W,Saccharomyceta
YDR107C,Eukaryota
YDR115W,Opisthokonta
YDR124W,Dikarya
YDR125C,Eukaryota
YDR126W,Eukaryota
YML071C,Opisthokonta
YML067C,Eukaryota
YML066C,Saccharomyceta
YMR048W,Saccharomyceta
YMR050C,Saccharomyceta
YLR005W,Eukaryota
YML049C,Eukaryota
YML048W,Saccharomyceta
YML047C,Dikarya
YML043C,Saccharomyceta
YMR062C,Cellular_organisms
YMR063W,Saccharomyceta
YER027C,Eukaryota
YMR234W,Euk+Bac
YMR065W,Ascomycota
YMR069W,Saccharomyceta
YMR071C,Ascomycota
YMR247C,Eukaryota
YMR250W,Cellular_organisms
YMR251W,Cellular_organisms
YMR253C,Euk+Bac
YMR258C,Saccharomyceta
YMR315W,Cellular_organisms
YMR318C,Cellular_organisms
YIR028W,Cellular_organisms
YMR321C,Euk+Bac
YDR221W,Eukaryota
YDR222W,Dikarya
YDR223W,Saccharomyceta
YDR229W,Dikarya
YDR231C,Saccharomyceta
YDR233C,Saccharomyceta
YMR305C,Dikarya
YMR306W,Eukaryota
YML055W,Saccharomyceta
YMR221C,Eukaryota
YMR222C,Eukaryota
YMR227C,Eukaryota
YMR229C,Eukaryota
YMR236W,Eukaryota
YMR238W,Ascomycota
YMR031C,Saccharomyceta
YMR032W,Eukaryota
YMR033W,Ascomycota
YMR034C,Euk+Bac
YOL155C,Opisthokonta
YDL088C,Saccharomyceta
YDR333C,Eukaryota
YDR334W,Eukaryota
YDR338C,Euk+Bac
YDR339C,Eukaryota
YDR341C,Cellular_organisms
YDR284C,Eukaryota
YDR286C,Saccharomyceta
YDR287W,Cellular_organisms
YDR294C,Cellular_organisms
YDR265W,Eukaryota
YDR266C,Eukaryota
YDR267C,Eukaryota
YDR272W,Euk+Bac
YDR279W,Saccharomyceta
YDR280W,Euk_Archaea
YDR282C,Euk+Bac
YMR232W,Saccharomyceta
YDL189W,Opisthokonta
YLR192C,Saccharomyceta
YLR193C,Opisthokonta
YLR199C,Saccharomyceta
YLR206W,Eukaryota
YLR207W,Euk+Bac
YLR209C,Euk+Bac
YLR213C,Euk+Bac
YLR281C,Euk+Bac
YLR283W,Saccharomyceta
YLR284C,Euk+Bac
YLR285W,Eukaryota
YLR287C,Saccharomyceta
YLR290C,Eukaryota
YLR298C,Eukaryota
YLR299W,Euk+Bac
YLR301W,Saccharomyceta
YLR359W,Cellular_organisms
YLR364W,Cellular_organisms
YLR375W,Saccharomyceta
YLR222C,Eukaryota
YLR224W,Saccharomyceta
YLR228C,Saccharomyceta
YLR237W,Cellular_organisms
YLR239C,Euk+Bac
YLR389C,Euk+Bac
YLR394W,Eukaryota
YLR401C,Eukaryota
YLR407W,Saccharomyceta
YLR409C,Eukaryota
YPR107C,Eukaryota
YPR108W,Eukaryota
YPR112C,Eukaryota
YLR336C,Eukaryota
YLR343W,Dikarya
YLR347C,Eukaryota
YLR260W,Eukaryota
YLR266C,Ascomycota
YLR272C,Eukaryota
YLR318W,Eukaryota
YLR326W,Saccharomyceta
YLR327C,Saccharomyceta
YLR454W,Eukaryota
YLR456W,Ascomycota
YPR168W,Eukaryota
YPR169W,Ascomycota
YLR273C,Opisthokonta
YLR275W,Eukaryota
YLR277C,Cellular_organisms
YLR164W,Opisthokonta
YLR166C,Eukaryota
YLR177W,Dikarya
YLR179C,Eukaryota
YLR181C,Saccharomyceta
YLR183C,Saccharomyceta
YLR187W,Dikarya
YLR189C,Euk+Bac
YDR357C,Saccharomyceta
YDR358W,Eukaryota
YDR359C,Dikarya
YDR361C,Eukaryota
YDR370C,Opisthokonta
YDR371W,Cellular_organisms
YDR372C,Opisthokonta
YDR373W,Eukaryota
YDR377W,Dikarya
YDR378C,Eukaryota
YDR379W,Eukaryota
YDR380W,Saccharomyceta
YLR422W,Eukaryota
YPR154W,Dikarya
YPR156C,Dikarya
YPR157W,Eukaryota
YLR356W,Saccharomyceta
YLR357W,Opisthokonta
YPR118W,Cellular_organisms
YPR121W,Cellular_organisms
YPR125W,Eukaryota
YPR127W,Euk+Bac
YPR128C,Eukaryota
YPR131C,Eukaryota
YPR133C,Eukaryota
YPR139C,Saccharomyceta
YPR140W,Eukaryota
YPR144C,Eukaryota
YPR148C,Ascomycota
YLR241W,Eukaryota
YLR242C,Eukaryota
YLR243W,Eukaryota
YLR253W,Eukaryota
YPR188C,Eukaryota
YPR194C,Eukaryota
YPR196W,Saccharomyceta
YPR200C,Eukaryota
YPR201W,Cellular_organisms
YPR171W,Saccharomyceta
YPR179C,Saccharomyceta
YPR180W,Eukaryota
YPR184W,Cellular_organisms
YPR185W,Ascomycota
YDR295C,Saccharomyceta
YDR296W,Saccharomyceta
YDR299W,Eukaryota
YDR301W,Eukaryota
YDR303C,Saccharomyceta
YDR306C,Ascomycota
YDR307W,Saccharomyceta
YDR313C,Dikarya
YDR314C,Saccharomyceta
YDR315C,Saccharomyceta
YDR316W,Cellular_organisms
YLR436C,Saccharomyceta
YDR319C,Opisthokonta
YDR320C,Eukaryota
YDR322W,Dikarya
YDR324C,Eukaryota
YDR325W,Eukaryota
YDR326C,Eukaryota
YDR330W,Eukaryota
YDR332W,Cellular_organisms
YLR410W,Eukaryota
YLR411W,Dikarya
YLR413W,Saccharomyceta
YLR418C,Eukaryota
YLR419W,Eukaryota
YLR308W,Cellular_organisms
YLR309C,Cellular_organisms
YLR380W,Eukaryota
YLR384C,Eukaryota
YLR386W,Eukaryota
YLR387C,Eukaryota
YPR075C,Saccharomyceta
YPR081C,Cellular_organisms
YPR084W,Saccharomyceta
YPR085C,Saccharomyceta
YPR093C,Eukaryota
YPR094W,Eukaryota
YPR095C,Dikarya
YPL188W,Cellular_organisms
YLR414C,Saccharomyceta
YDL048C,Opisthokonta
YDL054C,Saccharomyceta
YDL057W,Eukaryota
YDL060W,Eukaryota
YDL070W,Eukaryota
YDL072C,Eukaryota
YDL073W,Saccharomyceta
YDL074C,Eukaryota
YDL076C,Saccharomyceta
YDL080C,Cellular_organisms
YDL084W,Eukaryota
YDL085W,Cellular_organisms
YDL112W,Eukaryota
YDL113C,Eukaryota
YDL114W,Cellular_organisms
YDL115C,Saccharomyceta
YDL117W,Ascomycota
YDL119C,Eukaryota
YDL120W,Eukaryota
YDL124W,Opisthokonta
YDL142C,Euk+Bac
YDL144C,Euk+Bac
YDL213C,Opisthokonta
YDL218W,Saccharomyceta
YDL223C,Eukaryota
YDL224C,Eukaryota
YDL225W,Saccharomyceta
YDL231C,Dikarya
YDL233W,Saccharomyceta
YDL237W,Euk+Bac
YDL238C,Euk+Bac
YDL239C,Eukaryota
YDL243C,Cellular_organisms
YDL244W,Euk+Bac
YDL246C,Cellular_organisms
YLL002W,Ascomycota
YLL005C,Eukaryota
YLL007C,Saccharomyceta
YLL010C,Eukaryota
YLL027W,Euk+Bac
YLL028W,Ascomycota
YLL029W,Euk+Bac
YLL032C,Dikarya
YLL034C,Euk+Bac
YLL040C,Eukaryota
YLL067C,Saccharomyceta
YLR001C,Opisthokonta
YLR002C,Eukaryota
YLR004C,Cellular_organisms
YLR011W,Euk+Bac
YLR013W,Eukaryota
YLR020C,Euk+Bac
YLR021W,Saccharomyceta
YLR022C,Euk_Archaea
YLR023C,Dikarya
YLR024C,Eukaryota
YLR033W,Saccharomyceta
YLR035C,Cellular_organisms
YLR072W,Eukaryota
YLR074C,Eukaryota
YLR077W,Eukaryota
YLR103C,Eukaryota
YLR104W,Saccharomyceta
YOL007C,Saccharomyceta
YOL011W,Opisthokonta
YOL017W,Saccharomyceta
YOL018C,Eukaryota
YOL026C,Ascomycota
YOL027C,Eukaryota
YOL028C,Saccharomyceta
YOL030W,Ascomycota
YOL031C,Saccharomyceta
