Gene_ID,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
YLR428C,1,4,0,0,1,0,0,0,0,0,1
YJL221C,0,4,0,0,1,0,0,0,0,0,1
YOR087W,0,0,0,0,0,0,0,0,0,0,1
YJL098W,0,3,0,0,1,0,0,0,0,0,1
YDR123C,0,0,0,0,0,0,0,0,0,0,1
YPL215W,0,2,0,0,1,0,0,0,0,0,1
YOR376W,0,0,0,0,0,0,0,0,0,0,1
YGR016W,0,0,0,0,0,0,0,0,0,0,1
YLR465C,0,0,0,0,0,0,0,0,0,0,1
YCR066W,2,5,0,0,1,0,0,0,0,1,1
YFL052W,0,0,0,0,1,0,0,0,0,0,1
YHR218W,0,0,0,0,0,0,0,0,0,0,1
YGL012W,2,5,0,0,1,0,0,0,0,0,1
YOR213C,1,2,0,0,1,0,0,0,0,1,1
YGL133W,1,3,0,0,0,0,0,0,0,0,1
YJR150C,0,0,0,0,0,0,0,0,0,0,1
YPR161C,4,8,0,0,1,0,0,0,0,1,1
YOR119C,1,2,0,0,1,0,0,0,0,0,1
YER069W,4,3,0,0,1,0,0,0,0,0,1
YHR117W,4,7,0,0,1,0,0,0,0,0,1
YCL051W,0,0,0,0,0,0,0,0,0,0,1
YLR354C,1,4,0,0,1,0,0,0,0,0,1
YER066W,3,9,0,0,1,0,0,0,0,1,1
YMR119W,1,0,0,0,0,0,0,0,0,0,1
YPL147W,2,6,0,0,1,0,0,0,0,0,1
YDR032C,1,0,0,0,1,0,0,0,0,0,1
YNL029C,0,0,0,0,1,0,0,0,0,0,1
YJL077C,0,0,0,0,0,0,0,0,0,0,1
YJR018W,0,3,0,0,1,0,0,0,0,0,1
YJL082W,0,4,0,0,1,0,0,0,0,0,1
YLR095C,0,0,0,0,0,0,0,0,0,0,1
YDL051W,1,5,0,0,1,0,0,0,0,0,1
YOL119C,0,4,0,0,0,0,0,0,0,0,1
YER048C,4,7,0,0,1,0,0,0,0,1,1
YDL156W,2,3,0,0,1,0,0,0,0,1,1
YDR420W,0,0,0,0,0,0,0,0,0,0,1
YBR209W,0,0,0,0,0,0,0,0,0,0,1
YPL115C,1,5,0,0,1,0,0,0,0,1,1
YJR102C,2,5,0,0,1,0,0,0,0,0,1
YJL093C,2,5,0,0,0,0,0,0,0,0,1
YDL130W,2,2,0,0,1,0,0,0,0,0,1
YFR052W,2,2,0,0,1,0,0,0,0,0,1
YDR122W,4,8,0,0,1,0,0,0,0,1,1
YHR150W,0,0,0,0,0,0,0,0,0,0,1
YBL095W,0,0,0,0,1,0,0,0,0,0,1
YBR134W,0,0,0,0,0,0,0,0,0,0,1
YHR098C,2,2,0,0,1,0,0,0,0,1,1
YOR380W,0,0,0,0,1,0,0,0,0,0,1
YPR142C,0,0,0,0,0,0,0,0,0,0,1
YKR028W,0,3,0,0,1,0,0,0,0,0,1
YDL078C,4,7,0,0,1,0,0,0,0,0,1
YMR297W,3,3,0,0,1,0,0,0,0,1,1
YNR028W,2,6,0,0,1,0,0,0,0,0,1
YOR070C,2,6,0,0,1,0,0,0,0,1,1
YGL144C,0,2,0,0,1,0,0,0,0,0,1
YLR401C,3,3,0,0,1,0,0,0,0,1,1
YPR099C,0,0,0,0,1,0,0,0,0,1,1
YDR180W,1,4,0,0,1,0,0,0,0,1,1
YMR236W,1,4,0,0,1,0,0,0,0,0,1
YLR305C,3,6,0,0,1,0,0,0,0,1,1
YGL206C,3,4,0,0,1,0,0,0,0,0,1
YOL081W,1,4,0,0,1,0,0,0,0,0,1
YEL010W,0,0,0,0,0,0,0,0,0,0,1
YNL191W,0,0,0,0,0,0,0,0,0,0,1
YFL026W,0,0,0,0,1,0,0,0,0,0,1
YBR143C,3,4,0,0,1,0,0,0,0,0,1
YHR163W,3,4,0,0,1,0,0,0,0,0,1
YNR046W,2,3,0,0,1,0,0,0,0,0,1
YPR196W,0,0,0,0,0,0,0,0,0,0,1
YKR061W,0,0,0,0,1,0,0,0,0,0,1
YOR060C,0,0,0,0,0,0,0,0,0,1,1
YDR509W,0,0,0,0,0,0,0,0,0,0,1
YPR124W,0,0,0,0,0,0,0,0,0,0,1
YPL269W,0,0,0,0,0,0,0,0,0,0,1
YML026C,3,5,0,0,1,0,0,0,0,0,1
YJR084W,2,5,0,0,1,0,0,0,0,1,1
YGR052W,4,8,0,0,1,0,0,0,0,1,1
YDL246C,3,6,0,0,1,0,0,0,0,0,1
YHR105W,0,0,0,0,0,0,0,0,0,1,1
YNR016C,3,6,0,0,1,0,0,0,0,1,1
YNR069C,0,0,0,0,0,0,0,0,0,0,1
YDR533C,0,0,0,0,1,0,0,0,0,0,1
YEL045C,0,0,0,0,0,0,0,0,0,0,1
YNL090W,4,9,0,0,1,0,0,0,0,1,1
YLR053C,0,0,0,0,0,0,0,0,0,0,1
YOR309C,0,0,0,0,0,0,0,0,0,0,1
YKL141W,2,3,0,0,1,0,0,0,0,0,1
YGR198W,0,0,0,0,1,0,0,0,0,1,1
YGR125W,1,0,0,0,1,0,0,0,0,0,1
YPL243W,0,2,0,0,0,0,0,0,0,0,1
YDR287W,2,4,0,0,0,0,0,0,0,0,1
YNL078W,0,0,0,0,0,0,0,0,0,0,1
YLR399C,3,6,0,0,1,0,0,0,0,1,1
YJL209W,0,0,0,0,0,0,0,0,0,0,1
YDL213C,0,0,0,0,1,0,0,0,0,0,1
YIL176C,0,0,0,0,0,0,0,0,0,0,1
YMR123W,0,0,0,0,1,0,0,0,0,0,1
YJL150W,0,0,0,0,0,0,0,0,0,0,1
YFR018C,1,2,0,0,0,0,0,0,0,0,1
YGR221C,0,0,0,0,0,0,0,0,0,0,1
YDR145W,2,3,0,0,1,0,0,0,0,0,1
YPR102C,4,6,0,0,1,0,0,0,0,1,1
YKR082W,0,0,0,0,1,0,0,0,0,0,1
YCR105W,2,5,0,0,1,0,0,0,0,0,1
YJL105W,4,4,0,0,1,0,0,0,0,1,1
YBR287W,1,0,0,0,1,0,0,0,0,0,1
YDR073W,0,0,0,0,0,0,0,0,0,0,1
YDR169C,0,0,0,0,1,0,0,0,0,1,1
YLR342W,1,0,0,0,1,0,0,0,0,0,1
YGR277C,2,2,0,0,1,0,0,0,0,0,1
YKL034W,2,3,0,0,1,0,0,0,0,1,1
YLR298C,3,8,0,0,1,0,0,0,0,0,1
YGL096W,3,8,0,0,1,0,0,0,0,0,1
YHR050W,3,5,0,0,1,0,0,0,0,0,1
YOL025W,0,0,0,0,0,0,0,0,0,0,1
YBR036C,0,0,0,0,0,0,0,0,0,0,1
YML096W,3,6,0,0,1,0,0,0,0,0,1
YLR222C,3,11,0,0,1,0,0,0,0,1,1
YPR155C,2,0,0,0,1,0,0,0,0,1,1
YCR027C,4,9,0,0,1,0,0,0,0,1,1
YHR201C,0,3,0,0,1,0,0,0,0,0,1
YKL032C,1,6,0,0,1,0,0,0,0,1,1
YKR088C,0,2,0,0,1,0,0,0,0,1,1
YJR101W,2,0,0,0,1,0,0,0,0,0,1
YPL242C,1,3,0,0,1,0,0,0,0,0,1
YKL151C,2,6,0,0,1,0,0,0,0,0,1
YOR151C,6,5,0,0,1,0,0,0,0,1,1
YOR077W,3,2,0,0,1,0,0,0,0,0,1
YGR094W,2,5,0,0,1,0,0,0,0,0,1
YBR112C,3,6,0,0,1,0,0,0,0,0,1
YPL230W,1,8,0,0,1,0,0,0,0,0,1
YMR155W,0,0,0,0,0,0,0,0,0,0,1
YOR353C,3,7,0,0,1,0,0,0,0,1,1
YBR250W,0,0,0,0,0,0,0,0,0,0,1
YDL019C,2,4,0,0,1,0,0,0,0,0,1
YDL215C,2,0,0,0,1,0,0,0,0,0,1
YBR016W,0,0,0,0,0,0,0,0,0,0,1
YMR047C,2,4,0,0,1,0,0,0,0,0,1
YIL022W,1,3,0,0,1,0,0,0,0,0,1
YKL195W,2,4,0,0,1,0,0,0,0,1,1
YFL005W,4,9,0,0,1,0,0,0,0,1,1
YMR151W,0,0,0,0,0,0,0,0,0,0,1
YER162C,1,3,0,0,1,0,0,0,0,0,1
YJR127C,0,7,0,0,1,0,0,0,0,0,1
YOR122C,3,4,0,0,1,0,0,0,0,0,1
YBL073W,0,0,0,0,0,0,0,0,0,0,1
YOR038C,3,5,0,0,1,0,0,0,0,1,1
YJR154W,0,0,0,0,0,0,0,0,0,0,1
YNL212W,1,0,0,0,1,0,0,0,0,0,1
YPL208W,0,1,0,0,1,0,0,0,0,0,1
YDR341C,2,5,0,0,1,0,0,0,0,0,1
YGL200C,2,5,0,0,1,0,0,0,0,1,1
YLR230W,4,9,0,0,1,0,0,0,0,1,1
YPL175W,1,2,0,0,1,0,0,0,0,0,1
YKL210W,3,8,0,0,1,0,0,0,0,1,1
YNL277W,0,0,0,0,1,0,0,0,0,0,1
YKR074W,1,3,0,0,1,0,0,0,0,0,1
YOL038W,3,5,0,0,1,0,0,0,0,0,1
YKR097W,2,0,0,0,0,0,0,0,0,1,1
YPR028W,1,4,0,0,1,0,0,0,0,1,1
YHL036W,0,4,0,0,0,0,0,0,0,0,1
YCL063W,0,0,0,0,0,0,0,0,0,0,1
YBR049C,2,4,0,0,1,0,0,0,0,0,1
YPR195C,0,0,0,0,0,0,0,0,0,0,1
YBR279W,0,0,0,0,1,0,0,0,0,0,1
YER021W,2,7,0,0,1,0,0,0,0,0,1
YBL057C,1,3,0,0,1,0,0,0,0,0,1
YDL144C,0,0,0,0,0,0,0,0,0,0,1
YCR075C,2,4,0,0,0,0,0,0,0,0,1
YIL135C,0,0,0,0,0,0,0,0,0,0,1
YLR012C,0,0,0,0,0,0,0,0,0,0,1
YMR277W,1,5,0,0,1,0,0,0,0,0,1
YPL263C,3,5,0,0,1,0,0,0,0,0,1
YJL218W,3,0,0,0,1,0,0,0,0,0,1
YBL002W,3,7,0,0,1,0,0,0,0,1,1
YIL108W,0,0,0,0,1,0,0,0,0,0,1
YMR221C,0,2,0,0,0,0,0,0,0,0,1
YDR312W,2,3,0,0,1,0,0,0,0,0,1
YPL112C,0,0,0,0,0,0,0,0,0,0,1
YGL021W,0,2,0,0,1,0,0,0,0,0,1
YHR185C,0,0,0,0,0,0,0,0,0,0,1
YFL060C,3,0,0,0,1,0,0,0,0,0,1
YDL209C,3,4,0,0,1,0,0,0,0,0,1
YIL173W,0,5,0,0,1,0,0,0,0,1,1
YJL203W,1,2,0,0,1,0,0,0,0,0,1
YMR149W,0,0,0,0,0,0,0,0,0,0,1
YNR055C,0,0,0,0,1,0,0,0,0,0,1
YJL115W,2,5,0,0,1,0,0,0,0,1,1
YEL009C,0,5,0,0,0,0,0,0,0,0,1
YPL082C,3,7,0,0,1,0,0,0,0,1,1
YJL090C,0,0,0,0,1,0,0,0,0,0,1
YJL169W,0,0,0,0,0,0,0,0,0,1,1
YKL185W,0,0,0,0,0,0,0,0,0,0,1
YDR041W,3,1,0,0,1,0,0,0,0,1,1
YDR389W,2,6,0,0,1,0,0,0,0,0,1
YOL004W,1,2,0,0,1,0,0,0,0,0,1
YDR499W,0,0,0,0,0,0,0,0,0,1,1
YNL217W,2,2,0,0,1,0,0,0,0,0,1
YPL202C,0,0,0,0,0,0,0,0,0,0,1
YML132W,0,0,0,0,0,0,0,0,0,0,1
YBL028C,0,0,0,0,0,0,0,0,0,0,1
YDR253C,0,7,0,0,1,0,0,0,0,0,1
YBL019W,2,5,0,0,1,0,0,0,0,0,1
YDR518W,5,5,0,0,1,0,0,0,0,0,1
YJL060W,3,5,0,0,1,0,0,0,0,0,1
YLR301W,0,0,0,0,0,0,0,0,0,0,1
YHR141C,3,5,0,0,1,0,0,0,0,1,1
YGR107W,0,0,0,0,0,0,0,0,0,0,1
YHR143W,0,0,0,0,0,0,0,0,0,0,1
YOR030W,0,0,0,0,0,0,0,0,0,0,1
YDR256C,3,5,0,0,1,0,0,0,0,0,1
YNL253W,2,5,0,0,1,0,0,0,0,0,1
YER188W,0,0,0,0,0,0,0,0,0,0,1
YKL073W,6,7,0,0,1,0,0,0,0,1,1
YDR161W,0,0,0,0,1,0,0,0,0,0,1
YGL125W,2,2,0,0,1,0,0,0,0,0,1
YPR168W,2,6,0,0,1,0,0,0,0,1,1
YIL013C,3,6,0,0,1,0,0,0,0,0,1
YNR010W,0,0,0,0,0,0,0,0,0,1,1
YDR270W,4,6,0,0,1,0,0,0,0,0,1
YJL119C,0,0,0,0,0,0,0,0,0,0,1
YLR365W,0,0,0,0,0,0,0,0,0,0,1
YDR327W,3,4,0,0,1,0,0,0,0,0,1
YMR325W,0,0,0,0,0,0,0,0,0,0,1
YJL001W,3,5,0,0,1,0,0,0,0,0,1
YEL001C,0,0,0,0,0,0,0,0,0,1,1
YEL035C,0,0,0,0,0,0,0,0,0,0,1
YDR241W,0,0,0,0,0,0,0,0,0,0,1
YGR287C,0,4,0,0,1,0,0,0,0,0,1
YGL140C,0,0,0,0,1,0,0,0,0,0,1
YNL261W,0,3,0,0,1,0,0,0,0,0,1
YLR048W,7,8,0,0,1,0,0,0,0,1,1
YGL115W,2,3,0,0,1,0,0,0,0,0,1
YJL073W,4,7,0,0,1,0,0,0,0,1,1
YDL106C,2,9,0,0,1,0,0,0,0,0,1
YIL048W,4,6,0,0,1,0,0,0,0,0,1
YDR090C,0,0,0,0,1,0,0,0,0,0,1
YOR165W,6,1,0,0,1,0,0,0,0,1,1
YDR052C,0,3,0,0,1,0,0,0,0,0,1
YNL007C,4,7,0,0,1,0,0,0,0,1,1
YGL079W,0,0,0,0,0,0,0,0,0,1,1
YMR287C,1,3,0,0,1,0,0,0,0,0,1
YBR037C,1,3,0,0,1,0,0,0,0,0,1
YDR416W,1,4,0,0,1,0,0,0,0,1,1
YLL020C,4,3,0,0,1,0,0,0,0,1,1
YKL197C,5,8,0,0,1,0,0,0,0,1,1
YMR137C,2,5,0,0,1,0,0,0,0,0,1
YKR067W,0,0,0,0,1,0,0,0,0,0,1
YLR314C,0,7,0,0,1,0,0,0,0,0,1
YPR202W,0,0,0,0,0,0,0,0,0,0,1
YLL063C,2,0,0,0,0,0,0,0,0,0,1
YDR396W,3,5,0,0,1,0,0,0,0,0,1
YNL174W,0,0,0,0,1,0,0,0,0,0,1
YNL037C,2,4,0,0,1,0,0,0,0,1,1
YGR010W,2,4,0,0,1,0,0,0,0,0,1
YOR265W,2,4,0,0,0,0,0,0,0,0,1
YLR387C,1,4,0,0,1,0,0,0,0,0,1
YGL183C,2,3,0,0,1,0,0,0,0,0,1
YBR086C,0,1,0,0,1,0,0,0,0,0,1
YBL029W,0,0,0,0,0,0,0,0,0,0,1
YDR222W,0,0,0,0,1,0,0,0,0,1,1
YDL094C,0,0,0,0,0,0,0,0,0,0,1
YOL112W,1,6,0,0,1,0,0,0,0,1,1
YLL025W,0,0,0,0,0,0,0,0,0,0,1
YPL040C,2,5,0,0,1,0,0,0,0,0,1
YNL051W,0,0,0,0,0,0,0,0,0,0,1
YBR164C,4,8,0,0,1,0,0,0,0,1,1
YOL060C,1,4,0,0,1,0,0,0,0,0,1
YNL180C,4,9,0,0,1,0,0,0,0,1,1
YBR196C,4,4,0,0,1,0,0,0,0,1,1
YBR227C,1,3,0,0,0,0,0,0,0,0,1
YJL043W,0,0,0,0,0,0,0,0,0,0,1
YMR259C,0,4,0,0,1,0,0,0,0,0,1
YLR181C,0,0,0,0,0,0,0,0,0,0,1
YNL139C,1,2,0,0,1,0,0,0,0,0,1
YMR276W,3,7,0,0,1,0,0,0,0,0,1
YPR191W,2,3,0,0,1,0,0,0,0,1,1
YLR224W,0,0,0,0,0,0,0,0,0,0,1
YLL064C,0,0,0,0,0,0,0,0,0,0,1
YJL033W,3,8,0,0,1,0,0,0,0,1,1
YLR080W,0,0,0,0,0,0,0,0,0,0,1
YML074C,3,4,0,0,1,0,0,0,0,1,1
YNL158W,0,0,0,0,0,0,0,0,0,0,1
YER073W,3,8,0,0,1,0,0,0,0,0,1
YOR290C,4,7,0,0,1,0,0,0,0,1,1
YDR453C,3,5,0,0,1,0,0,0,0,0,1
YOR154W,2,3,0,0,1,0,0,0,0,0,1
YKR089C,1,0,0,0,1,0,0,0,0,0,1
YGL077C,2,0,0,0,1,0,0,0,0,0,1
YKR084C,6,9,0,0,1,0,0,0,0,1,1
YDR266C,0,3,0,0,1,0,0,0,0,0,1
YDR406W,3,6,0,0,1,0,0,0,0,1,1
YDL031W,3,8,0,0,1,0,0,0,0,1,1
YNL012W,0,5,0,0,1,0,0,0,0,0,1
YDL154W,3,5,0,0,1,0,0,0,0,1,1
YDL113C,0,2,0,0,1,0,0,0,0,1,1
YAR068W,0,0,0,0,0,0,0,0,0,0,1
YFR009W,4,7,0,0,1,0,0,0,0,1,1
YOR054C,3,2,0,0,1,0,0,0,0,0,1
YNL163C,5,8,0,0,1,0,0,0,0,1,1
YLR239C,1,4,0,0,1,0,0,0,0,0,1
YDL093W,2,5,0,0,1,0,0,0,0,0,1
YOL165C,2,0,0,0,0,0,0,0,0,0,1
YNL102W,4,4,0,0,1,0,0,0,0,0,1
YDL004W,3,3,0,0,1,0,0,0,0,1,1
YLR340W,4,6,0,0,1,0,0,0,0,0,1
YIL050W,2,0,0,0,1,0,0,0,0,0,1
YPR201W,0,0,0,0,0,0,0,0,0,0,1
YGL171W,3,8,0,0,1,0,0,0,0,1,1
YGR268C,0,0,0,0,1,0,0,0,0,0,1
YLR027C,3,6,0,0,1,0,0,0,0,0,1
YMR222C,1,6,0,0,1,0,0,0,0,0,1
YKL085W,3,6,0,0,1,0,0,0,0,0,1
YCR030C,0,0,0,0,0,0,0,0,0,0,1
YKR090W,2,7,0,0,1,0,0,0,0,0,1
YDL190C,1,4,0,0,1,0,0,0,0,0,1
YKL062W,0,7,0,0,1,0,0,0,0,0,1
YNL321W,2,0,0,0,1,0,0,0,0,0,1
YOR143C,2,2,0,0,1,0,0,0,0,0,1
YJL031C,2,4,0,0,1,0,0,0,0,0,1
YER053C,2,6,0,0,1,0,0,0,0,1,1
YJL072C,2,3,0,0,1,0,0,0,0,1,1
YGL232W,0,3,0,0,1,0,0,0,0,0,1
YHL048W,0,0,0,0,0,0,0,0,0,0,1
YOR107W,0,4,0,0,0,0,0,0,0,0,1
YDL141W,1,2,0,0,1,0,0,0,0,0,1
YOR358W,3,4,0,0,1,0,0,0,0,0,1
YDR261C,0,0,0,0,1,0,0,0,0,0,1
YHR082C,4,8,0,0,1,0,0,0,0,1,1
YNR037C,5,4,0,0,1,0,0,0,0,0,1
YGR178C,2,2,0,0,1,0,0,0,0,0,1
YNL049C,2,2,0,0,1,0,0,0,0,1,1
YMR266W,1,0,0,0,1,0,0,0,0,0,1
YLR242C,2,2,0,0,1,0,0,0,0,1,1
YNL009W,2,4,0,0,1,0,0,0,0,0,1
YER156C,1,3,0,0,1,0,0,0,0,0,1
YGL172W,0,0,0,0,1,0,0,0,0,0,1
YHL015W,3,4,0,0,1,0,0,0,0,0,1
YDL092W,0,0,0,0,0,0,0,0,0,0,1
YGR235C,0,0,0,0,0,0,0,0,0,0,1
YHL006C,0,0,0,0,0,0,0,0,0,0,1
YDR232W,3,5,0,0,1,0,0,0,0,1,1
YGR149W,1,0,0,0,1,0,0,0,0,0,1
YKL218C,3,3,0,0,1,0,0,0,0,0,1
YKR034W,1,6,0,0,1,0,0,0,0,0,1
YML115C,0,0,0,0,1,0,0,0,0,0,1
YER127W,0,0,0,0,1,0,0,0,0,0,1
YOR084W,0,1,0,0,0,0,0,0,0,0,1
YPR113W,1,4,0,0,1,0,0,0,0,0,1
YNL279W,0,0,0,0,1,0,0,0,0,1,1
YBR008C,0,0,0,0,1,0,0,0,0,0,1
YNL210W,0,0,0,0,0,0,0,0,0,0,1
YDR405W,0,4,0,0,1,0,0,0,0,0,1
YDR382W,3,4,0,0,1,0,0,0,0,0,1
YMR020W,2,3,0,0,0,0,0,0,0,0,1
YIL037C,0,0,0,0,0,0,0,0,0,0,1
YOR330C,0,5,0,0,1,0,0,0,0,0,1
YDL066W,2,4,0,0,1,0,0,0,0,0,1
YHL016C,2,0,0,0,1,0,0,0,0,0,1
YDR148C,2,4,0,0,1,0,0,0,0,0,1
YLR237W,1,0,0,0,1,0,0,0,0,0,1
YNL327W,0,0,0,0,0,0,0,0,0,0,1
YDR501W,0,0,0,0,1,0,0,0,0,0,1
YOR058C,0,0,0,0,1,0,0,0,0,0,1
YHR174W,4,6,0,0,1,0,0,0,0,1,1
YJL166W,0,0,0,0,1,0,0,0,0,0,1
YLR355C,2,0,0,0,1,0,0,0,0,0,1
YMR299C,0,0,0,0,0,0,0,0,0,1,1
YOL026C,0,0,0,0,1,0,0,0,0,1,1
YOL151W,2,3,0,0,1,0,0,0,0,0,1
YEL007W,0,0,0,0,1,0,0,0,0,0,1
YGL252C,0,0,0,0,0,0,0,0,0,0,1
YAR015W,2,5,0,0,1,0,0,0,0,0,1
YKL054C,0,0,0,0,0,0,0,0,0,1,1
YNL335W,0,0,0,0,0,0,0,0,0,0,1
YLR338W,0,3,0,0,1,0,0,0,0,0,1
YKL016C,0,3,0,0,1,0,0,0,0,0,1
YOR378W,0,0,0,0,1,0,0,0,0,0,1
YDL230W,2,6,0,0,1,0,0,0,0,0,1
YLR055C,1,0,0,0,1,0,0,0,0,0,1
YGR039W,0,0,0,0,0,0,0,0,0,0,1
YBR205W,0,0,0,0,1,0,0,0,0,0,1
YKL118W,0,0,0,0,0,0,0,0,0,0,1
YPR133C,1,4,0,0,1,0,0,0,0,1,1
YDR035W,0,0,0,0,1,0,0,0,0,0,1
YKL008C,2,2,0,0,1,0,0,0,0,0,1
YHR119W,4,7,0,0,1,0,0,0,0,1,1
YIL042C,1,4,0,0,1,0,0,0,0,0,1
YLR272C,1,2,0,0,1,0,0,0,0,0,1
YOL067C,0,0,0,0,0,0,0,0,0,0,1
YBR006W,3,8,0,0,1,0,0,0,0,0,1
YML028W,3,5,0,0,1,0,0,0,0,0,1
YOL006C,2,5,0,0,1,0,0,0,0,0,1
YJR043C,0,0,0,0,0,0,0,0,0,0,1
YAR070C,0,0,0,0,0,0,0,0,0,0,1
YBR148W,0,0,0,0,0,0,0,0,0,0,1
YDR004W,3,4,0,0,1,0,0,0,0,0,1
YKL196C,2,5,0,0,1,0,0,0,0,1,1
YNL052W,0,0,0,0,1,0,0,0,0,0,1
YNL100W,0,0,0,0,0,0,0,0,0,1,1
YDR434W,0,3,0,0,1,0,0,0,0,0,1
YER049W,0,3,0,0,1,0,0,0,0,0,1
YGR088W,3,5,0,0,1,0,0,0,0,0,1
YNL326C,2,6,0,0,1,0,0,0,0,1,1
YHL012W,2,2,0,0,1,0,0,0,0,0,1
YLR390W,0,0,0,0,0,0,0,0,0,0,1
YDR023W,3,5,0,0,1,0,0,0,0,0,1
YDR034C,0,0,0,0,1,0,0,0,0,1,1
YDR012W,2,4,0,0,1,0,0,0,0,0,1
YPR141C,3,7,0,0,1,0,0,0,0,1,1
YGL189C,3,5,0,0,1,0,0,0,0,0,1
YEL052W,0,4,0,0,1,0,0,0,0,0,1
YNL043C,0,0,0,0,1,0,0,0,0,0,1
YMR262W,0,0,0,0,1,0,0,0,0,0,1
YIR019C,0,0,0,0,1,0,0,0,0,0,1
YOL101C,0,0,0,0,0,0,0,0,0,0,1
YPL036W,4,6,0,0,1,0,0,0,0,0,1
YLL037W,0,0,0,0,0,0,0,0,0,0,1
YPL066W,0,0,0,0,0,0,0,0,0,0,1
YDL134C,3,8,0,0,1,0,0,0,0,1,1
YNL138W,2,3,0,0,1,0,0,0,0,0,1
YBR195C,3,8,0,0,1,0,0,0,0,1,1
YBR085W,3,8,0,0,1,0,0,0,0,1,1
YGR036C,2,2,0,0,1,0,0,0,0,0,1
YGL001C,3,5,0,0,1,0,0,0,0,0,1
YDR258C,3,3,0,0,1,0,0,0,0,0,1
YOR206W,2,4,0,0,1,0,0,0,0,0,1
YDL244W,0,0,0,0,1,0,0,0,0,0,1
YGR157W,0,0,0,0,1,0,0,0,0,1,1
YHR061C,0,0,0,0,0,0,0,0,0,0,1
YHL038C,0,0,0,0,0,0,0,0,0,0,1
YGR032W,1,0,0,0,1,0,0,0,0,0,1
YOR052C,0,0,0,0,1,0,0,0,0,0,1
YBL058W,2,4,0,0,1,0,0,0,0,0,1
YNL213C,1,1,0,0,1,0,0,0,0,1,1
YDR278C,0,0,0,0,0,0,0,0,0,0,1
YDR054C,3,6,0,0,1,0,0,0,0,1,1
YDR472W,2,3,0,0,1,0,0,0,0,0,1
YCL049C,0,0,0,0,0,0,0,0,0,0,1
YLL007C,0,0,0,0,0,0,0,0,0,0,1
YNL135C,3,4,0,0,1,0,0,0,0,1,1
YDR028C,0,0,0,0,1,0,0,0,0,0,1
YMR172W,0,0,0,0,0,0,0,0,0,1,1
YIR010W,0,0,0,0,0,0,0,0,0,0,1
YOL139C,3,5,0,0,1,0,0,0,0,1,1
YBR223C,0,4,0,0,1,0,0,0,0,0,1
YOR162C,0,0,0,0,1,0,0,0,0,0,1
YKL101W,4,9,0,0,1,0,0,0,0,1,1
YLR075W,3,6,0,0,1,0,0,0,0,0,1
YJR019C,1,3,0,0,0,0,0,0,0,0,1
YHR135C,4,8,0,0,1,0,0,0,0,1,1
YNL001W,1,6,0,0,1,0,0,0,0,0,1
YOR336W,2,4,0,0,1,0,0,0,0,0,1
YHR080C,2,3,0,0,1,0,0,0,0,0,1
YOR393W,4,6,0,0,1,0,0,0,0,1,1
YPL235W,2,5,0,0,1,0,0,0,0,1,1
YNL281W,1,2,0,0,1,0,0,0,0,0,1
YIL139C,0,0,0,0,0,0,0,0,0,0,1
YKL040C,2,3,0,0,1,0,0,0,0,0,1
YBR166C,1,0,0,0,1,0,0,0,0,0,1
YOR064C,2,4,0,0,1,0,0,0,0,1,1
YIL099W,0,0,0,0,1,0,0,0,0,0,1
YJR099W,3,4,0,0,1,0,0,0,0,0,1
YGR261C,2,3,0,0,1,0,0,0,0,1,1
YIL118W,4,9,0,0,1,0,0,0,0,1,1
YDR311W,2,3,0,0,1,0,0,0,0,0,1
YOR311C,1,0,0,0,1,0,0,0,0,1,1
YLR223C,0,0,0,0,0,0,0,0,0,0,1
YMR218C,1,2,0,0,1,0,0,0,0,0,1
YJL167W,3,4,0,0,1,0,0,0,0,0,1
YML113W,0,0,0,0,0,0,0,0,0,0,1
YKL219W,0,0,0,0,0,0,0,0,0,0,1
YOR383C,0,0,0,0,0,0,0,0,0,0,1
YAR027W,0,0,0,0,0,0,0,0,0,0,1
YHR091C,2,5,0,0,1,0,0,0,0,0,1
YJR139C,1,0,0,0,1,0,0,0,0,0,1
YIL062C,1,3,0,0,1,0,0,0,0,0,1
YPR154W,1,6,0,0,1,0,0,0,0,1,1
YMR089C,5,8,0,0,1,0,0,0,0,1,1
YPL028W,2,6,0,0,1,0,0,0,0,0,1
YGR021W,1,3,0,0,1,0,0,0,0,0,1
YCR097WA,2,5,0,0,0,0,0,0,0,0,1
YGL117W,0,0,0,0,0,0,0,0,0,0,1
YMR235C,1,3,0,0,1,0,0,0,0,0,1
YPR042C,1,4,0,0,1,0,0,0,0,0,1
YJR098C,0,0,0,0,0,0,0,0,0,0,1
YPL127C,0,4,0,0,0,0,0,0,0,1,1
YKL132C,2,0,0,0,1,0,0,0,0,0,1
YOR314W,0,0,0,0,0,0,0,0,0,0,1
YMR088C,0,0,0,0,1,0,0,0,0,0,1
YEL046C,1,0,0,0,1,0,0,0,0,1,1
YPL117C,2,3,0,0,1,0,0,0,0,0,1
YHR214W,0,0,0,0,0,0,0,0,0,0,1
YDR049W,0,3,0,0,1,0,0,0,0,0,1
YDR226W,3,8,0,0,1,0,0,0,0,1,1
YKL178C,0,0,0,0,1,0,0,0,0,0,1
YGL255W,3,0,0,0,1,0,0,0,0,0,1
