TF,Target,Mode,PMID,Tf_age,Tg_age,Tg_age_int,TF_age_int,age_length,TF_ID,Target_ID
NR1H4,VEGFA,Activation,21364590,Eumetazoa,Vertebrata,5,4,1,5168,7422
NR1I2,ABCB1,Activation,18540626,Eumetazoa,cellular organisms,1,4,3,84458,5243
NR1I2,BCL2,Activation,16085054,Eumetazoa,Vertebrata,5,4,1,84458,596
NR1I2,BCL2L1,Activation,16085054,Eumetazoa,Eumetazoa,4,4,0,84458,598
NR1I2,CCL2,Repression,22248096,Eumetazoa,Vertebrata,5,4,1,84458,6347
NR1I2,CORO1C,Activation,21072196,Eumetazoa,Eukaryota,2,4,2,84458,23603
NR1I2,CYP2B6,Unknown,18096673;19928584,Eumetazoa,cellular organisms,1,4,3,84458,1555
NR1I2,CYP2C8,Unknown,18096673,Eumetazoa,cellular organisms,1,4,3,84458,84634
NR1I2,CYP2C9,Unknown,16749864;18096673;21292004,Eumetazoa,cellular organisms,1,4,3,84458,1559
NR1I2,CYP3A4,Activation,12601364;15269186;18540626;19232333;21342487,Eumetazoa,cellular organisms,1,4,3,84458,1576
NR1I2,CYP3A4,Unknown,11991950;12606758;15100175;15650019;16608838;18096673;20171174;21292004;21920351;23807564,Eumetazoa,cellular organisms,1,4,3,84458,1576
NR1I2,CYP4F12,Unknown,19129222,Eumetazoa,cellular organisms,1,4,3,84458,66002
NR1I2,FGF19,Activation,17696253,Eumetazoa,Eumetazoa,4,4,0,84458,9965
NR1I2,FOSL1,Activation,21072196,Eumetazoa,Vertebrata,5,4,1,84458,8061
NR1I2,HP,Unknown,19723538,Eumetazoa,Eumetazoa,4,4,0,84458,3240
NR1I2,IL10,Activation,22285937,Eumetazoa,Vertebrata,5,4,1,84458,5308
NR1I2,KLF6,Activation,21072196,Eumetazoa,Opisthokonta,3,4,1,84458,1316
NR1I2,NFKB1,Repression,22248096,Eumetazoa,Eukaryota,2,4,2,84458,4790
NR1I2,NOD1,Repression,14688115,Eumetazoa,Eukaryota,2,4,2,84458,10392
NR1I2,NOD2,Repression,14688115,Eumetazoa,Eukaryota,2,4,2,84458,64127
NR1I2,PTAFR,Activation,19703903,Eumetazoa,Eumetazoa,4,4,0,84458,2215
NR1I2,RAB3A,Activation,21072196,Eumetazoa,Eukaryota,2,4,2,84458,7378
NR1I2,RELA,Repression,22248096,Eumetazoa,Eumetazoa,4,4,0,84458,5970
NR1I2,RXRA,Unknown,21295138,Eumetazoa,Eumetazoa,4,4,0,84458,6256
NR1I2,THBS1,Activation,21072196,Eumetazoa,Eumetazoa,4,4,0,84458,7057
NR1I2,THRSP,Activation,19437491,Eumetazoa,Vertebrata,5,4,1,84458,51270
NR1I2,TNFRSF12A,Activation,21072196,Eumetazoa,Mammalia,6,4,2,84458,51330
NR1I2,UGT1A1,Activation,18172616,Eumetazoa,cellular organisms,1,4,3,84458,54658
NR1I3,CYP2B6,Activation,19702527,Eumetazoa,cellular organisms,1,4,3,9970,1555
NR1I3,CYP2B6,Unknown,19928584,Eumetazoa,cellular organisms,1,4,3,9970,1555
NR1I3,CYP2C9,Unknown,15919766;16749864,Eumetazoa,cellular organisms,1,4,3,9970,1559
NR1I3,UGT1A1,Activation,18172616,Eumetazoa,cellular organisms,1,4,3,9970,54658
NR1I3,UGT1A1,Unknown,11343253,Eumetazoa,cellular organisms,1,4,3,9970,54658
NR2C2,LHCGR,Activation,11682620,Eumetazoa,Eumetazoa,4,4,0,5444,3973
NR2C2,OXT,Unknown,17054912,Eumetazoa,Vertebrata,5,4,1,5444,6786
NR2E3,ESR1,Unknown,22174013,Eumetazoa,Eumetazoa,4,4,0,5879,2099
NR2E3,RHO,Activation,19898638,Eumetazoa,Eumetazoa,4,4,0,5879,6010
NR2F1,APOA2,Unknown,1639815,Eumetazoa,Mammalia,6,4,2,7025,10971
NR2F1,APOB,Unknown,1639815,Eumetazoa,Eumetazoa,4,4,0,7025,338
NR2F1,APOC3,Unknown,1639815,Eumetazoa,Mammalia,6,4,2,7025,345
NR2F1,CYP17A1,Repression,11592817,Eumetazoa,cellular organisms,1,4,3,7025,1586
NR2F1,CYP19A1,Unknown,11973645,Eumetazoa,cellular organisms,1,4,3,7025,7031
NR2F1,DR1,Repression,22357705,Eumetazoa,Eukaryota,2,4,2,7025,1810
NR2F1,LHCGR,Repression,11682620,Eumetazoa,Eumetazoa,4,4,0,7025,3973
NR2F1,MTTP,Repression,22357705,Eumetazoa,Eumetazoa,4,4,0,7025,4547
NR2F1,SERPINC1,Repression,8910619,Eumetazoa,cellular organisms,1,4,3,7025,462
NR2F2,E2F1,Unknown,22734039,Eumetazoa,Eukaryota,2,4,2,7494,1869
NR2F2,HEY1,Unknown,23345397,Eumetazoa,Eumetazoa,4,4,0,7494,9025
NR2F2,HEY2,Unknown,23345397,Eumetazoa,Eumetazoa,4,4,0,7494,23493
NR2F2,NTS,Unknown,21030593,Eumetazoa,Mammalia,6,4,2,7494,3146
NR2F2,POU5F1,Repression,23136034,Eumetazoa,Eumetazoa,4,4,0,7494,5460
NR2F2,PPARA,Unknown,11981036,Eumetazoa,Eumetazoa,4,4,0,7494,5465
NR2F2,TFAP2A,Activation,20195529,Eumetazoa,Eumetazoa,4,4,0,7494,7054
NR2F6,APOA2,Unknown,1639815,Eumetazoa,Mammalia,6,4,2,2063,10971
NR2F6,APOB,Unknown,1639815,Eumetazoa,Eumetazoa,4,4,0,2063,338
NR2F6,APOC3,Unknown,1639815,Eumetazoa,Mammalia,6,4,2,2063,345
NR2F6,CYP19A1,Unknown,11973645,Eumetazoa,cellular organisms,1,4,3,2063,7031
NR2F6,LHCGR,Repression,11682620,Eumetazoa,Eumetazoa,4,4,0,2063,3973
NR3C1,ATF2,Repression,17016446,Eumetazoa,Eukaryota,2,4,2,2908,1386
NR3C1,ATP1B1,Repression,9694812,Eumetazoa,Eumetazoa,4,4,0,2908,481
NR3C1,ATP1B1,Unknown,11216640,Eumetazoa,Eumetazoa,4,4,0,2908,481
NR3C1,BAD,Activation,17496926,Eumetazoa,Mammalia,6,4,2,2908,572
NR3C1,BAX,Activation,17496926,Eumetazoa,Vertebrata,5,4,1,2908,581
NR3C1,BGLAP,Repression,9303434,Eumetazoa,Vertebrata,5,4,1,2908,632
NR3C1,BRCA1,Activation,22328717,Eumetazoa,Eukaryota,2,4,2,2908,672
NR3C1,CALD1,Activation,18772142,Eumetazoa,Vertebrata,5,4,1,2908,800
NR3C1,CCND1,Unknown,18097517,Eumetazoa,Eukaryota,2,4,2,2908,7436
NR3C1,CCND3,Repression,9154817,Eumetazoa,Eukaryota,2,4,2,2908,896
NR3C1,CDK4,Repression,9154817,Eumetazoa,Eukaryota,2,4,2,2908,1019
NR3C1,CDK6,Repression,9154817,Eumetazoa,Eukaryota,2,4,2,2908,1021
NR3C1,CDKN1A,Activation,17989362,Eumetazoa,Mammalia,6,4,2,2908,1026
NR3C1,COX1,Unknown,19570036,Eumetazoa,Eukaryota,2,4,2,2908,4512
NR3C1,CSF1R,Unknown,11891846,Eumetazoa,Eukaryota,2,4,2,2908,6337
NR3C1,CYP19A1,Activation,16740737,Eumetazoa,cellular organisms,1,4,3,2908,7031
NR3C1,ELK1,Repression,17016446,Eumetazoa,Eumetazoa,4,4,0,2908,2002
NR3C1,ETS1,Repression,17016446,Eumetazoa,Eumetazoa,4,4,0,2908,2113
NR3C1,HRH1,Unknown,24535227,Eumetazoa,Eumetazoa,4,4,0,2908,3269
NR3C1,HSD11B2,Unknown,17551100,Eumetazoa,cellular organisms,1,4,3,2908,3291
NR3C1,MAOA,Unknown,16728402,Eumetazoa,Eukaryota,2,4,2,2908,4128
NR3C1,MUC4,Unknown,11418607,Eumetazoa,Eukaryota,2,4,2,2908,4585
NR3C1,NFKB1,Repression,17016446,Eumetazoa,Eukaryota,2,4,2,2908,4790
NR3C1,NR1I2,Unknown,12815172,Eumetazoa,Eumetazoa,4,4,0,2908,84458
NR3C1,NR3C1,Unknown,22516378,Eumetazoa,Eumetazoa,4,4,0,2908,2908
NR3C1,PNRC1,Unknown,10894149,Eumetazoa,Mammalia,6,4,2,2908,10957
NR3C1,PPIG,Unknown,20482443,Eumetazoa,cellular organisms,1,4,3,2908,9360
NR3C1,RLN1,Unknown,15149733,Eumetazoa,Mammalia,6,4,2,2908,2994
NR3C1,RLN2,Unknown,15149733,Eumetazoa,Mammalia,6,4,2,2908,6019
NR3C1,RPS6KA3,Activation,11705993,Eumetazoa,Eukaryota,2,4,2,2908,6197
NR3C1,S100P,Unknown,21751241,Eumetazoa,Vertebrata,5,4,1,2908,6286
NR3C1,SCNN1A,Unknown,10212217,Eumetazoa,Eumetazoa,4,4,0,2908,79400
NR3C1,SLC10A2,Unknown,14684580,Eumetazoa,cellular organisms,1,4,3,2908,6555
NR3C1,SPP1,Unknown,11126367,Eumetazoa,Mammalia,6,4,2,2908,6696
NR3C1,SRF,Repression,17016446,Eumetazoa,Eukaryota,2,4,2,2908,6722
NR3C1,STAT1,Repression,17016446,Eumetazoa,Eukaryota,2,4,2,2908,6772
NR3C1,TAT,Unknown,12815172,Eumetazoa,Eukaryota,2,4,2,2908,6898
NR3C1,TP53,Repression,17016446,Eumetazoa,Vertebrata,5,4,1,2908,7157
NR3C1,UGT1A1,Activation,18172616,Eumetazoa,cellular organisms,1,4,3,2908,54658
NR3C1,UGT1A1,Unknown,15557560,Eumetazoa,cellular organisms,1,4,3,2908,54658
NR3C2,ATP1B1,Repression,9694812,Eumetazoa,Eumetazoa,4,4,0,4306,481
NR3C2,ATP1B1,Unknown,11216640,Eumetazoa,Eumetazoa,4,4,0,4306,481
NR3C2,CABIN1,Repression,22345406,Eumetazoa,Eukaryota,2,4,2,4306,23523
NR3C2,CCR5,Activation,11751947,Eumetazoa,Eumetazoa,4,4,0,4306,1234
NR3C2,CCR6,Activation,11751947,Eumetazoa,Eumetazoa,4,4,0,4306,6583
NR3C2,CD40,Activation,16179010,Eumetazoa,Vertebrata,5,4,1,4306,958
NR3C2,EGFR,Activation,17692454,Eumetazoa,Eukaryota,2,4,2,4306,1956
NR3C2,LCN2,Unknown,22469622,Eumetazoa,Vertebrata,5,4,1,4306,3934
NR4A1,BABAM2,Repression,22159226,Eumetazoa,Eumetazoa,4,4,0,6348,9577
NR4A1,CCNA2,Repression,12842839,Eumetazoa,Eukaryota,2,4,2,6348,890
NR4A1,CDKN1B,Activation,12842839,Eumetazoa,Mammalia,6,4,2,6348,9133
NR4A1,CYP11A1,Unknown,20083153,Eumetazoa,cellular organisms,1,4,3,6348,10771
NR4A1,CYP17A1,Unknown,20083153,Eumetazoa,cellular organisms,1,4,3,6348,1586
NR4A1,E2F1,Activation,12947120,Eumetazoa,Eukaryota,2,4,2,6348,1869
NR4A1,FASLG,Unknown,14563113,Eumetazoa,Vertebrata,5,4,1,6348,356
NR4A1,HSD3B2,Activation,15666793,Eumetazoa,cellular organisms,1,4,3,6348,1407
NR4A1,HSD3B2,Unknown,15208301;20083153;23874725,Eumetazoa,cellular organisms,1,4,3,6348,1407
NR4A1,MDM2,Repression,17139261,Eumetazoa,Eukaryota,2,4,2,6348,4193
NR4A1,MMP2,Activation,22551568,Eumetazoa,Eukaryota,2,4,2,6348,4313
NR4A1,RNF7,Repression,22159226,Eumetazoa,Eukaryota,2,4,2,6348,55509
NR4A1,SERPINE1,Unknown,12506026,Eumetazoa,cellular organisms,1,4,3,6348,5054
NR4A1,STAR,Unknown,20083153,Eumetazoa,Eumetazoa,4,4,0,6348,114770
NR4A1,TIMP2,Activation,22551568,Eumetazoa,Eumetazoa,4,4,0,6348,7077
NR4A1,TNF,Repression,19213954,Eumetazoa,Mammalia,6,4,2,6348,7124
NR4A2,APOM,Unknown,17977826,Eumetazoa,Mammalia,6,4,2,4929,55937
NR4A2,CRH,Unknown,11315917,Eumetazoa,Mammalia,6,4,2,4929,1392
NR4A2,CXCL8,Unknown,19732956,Eumetazoa,Vertebrata,5,4,1,4929,3576
NR4A2,MMP1,Repression,17283078,Eumetazoa,Eukaryota,2,4,2,4929,4312
NR4A2,SLC6A3,Unknown,19494806,Eumetazoa,cellular organisms,1,4,3,4929,6531
NR4A3,PPARG,Repression,18855877,Eumetazoa,Eumetazoa,4,4,0,8013,5468
NR5A1,AMH,Activation,21220346,Eumetazoa,Eumetazoa,4,4,0,84911,268
NR5A1,AMH,Unknown,10446911;9774680,Eumetazoa,Eumetazoa,4,4,0,84911,268
NR5A1,CITED2,Activation,18984668,Eumetazoa,Vertebrata,5,4,1,84911,10370
NR5A1,CYP11A1,Unknown,11057754;23530236,Eumetazoa,cellular organisms,1,4,3,84911,10771
NR5A1,CYP11B1,Unknown,11014212,Eumetazoa,cellular organisms,1,4,3,84911,1584
NR5A1,CYP11B2,Repression,21169726,Eumetazoa,cellular organisms,1,4,3,84911,1585
NR5A1,CYP17A1,Activation,17786540,Eumetazoa,cellular organisms,1,4,3,84911,1586
NR5A1,CYP17A1,Unknown,17664281;21467194;23530236,Eumetazoa,cellular organisms,1,4,3,84911,1586
NR5A1,CYP19A1,Activation,12213901;21087664,Eumetazoa,cellular organisms,1,4,3,84911,7031
NR5A1,CYP19A1,Repression,22427816,Eumetazoa,cellular organisms,1,4,3,84911,7031
NR5A1,CYP2B6,Unknown,7789992,Eumetazoa,cellular organisms,1,4,3,84911,1555
NR5A1,FSHR,Unknown,11328853,Eumetazoa,Eumetazoa,4,4,0,84911,2492
NR5A1,HSD3B1,Unknown,23530236,Eumetazoa,cellular organisms,1,4,3,84911,3283
NR5A1,HSD3B2,Activation,19022561,Eumetazoa,cellular organisms,1,4,3,84911,1407
NR5A1,INSL3,Unknown,23530236,Eumetazoa,Mammalia,6,4,2,84911,3640
NR5A1,LHB,Activation,10319325,Eumetazoa,Vertebrata,5,4,1,84911,3972
NR5A1,MC2R,Activation,20650879,Eumetazoa,Eumetazoa,4,4,0,84911,2324
NR5A1,MC2R,Unknown,10811295,Eumetazoa,Eumetazoa,4,4,0,84911,2324
NR5A1,NR0B1,Activation,11990799,Eumetazoa,Eumetazoa,4,4,0,84911,190
NR5A1,NR0B1,Unknown,7677767,Eumetazoa,Eumetazoa,4,4,0,84911,190
NR5A1,PBX1,Activation,18984668,Eumetazoa,Eukaryota,2,4,2,84911,5087
NR5A1,PNRC1,Unknown,10894149,Eumetazoa,Mammalia,6,4,2,84911,10957
NR5A1,POU5F1,Unknown,17226773,Eumetazoa,Eumetazoa,4,4,0,84911,5460
NR5A1,SRY,Activation,11207191,Eumetazoa,Eukaryota,2,4,2,84911,6736
NR5A1,STAR,Activation,19022561,Eumetazoa,Eumetazoa,4,4,0,84911,114770
NR5A1,STAR,Repression,22427816,Eumetazoa,Eumetazoa,4,4,0,84911,114770
NR5A1,STAR,Unknown,10919277;11111087;15129808;16439455;23530236,Eumetazoa,Eumetazoa,4,4,0,84911,114770
NR5A1,STARD7,Activation,21622533,Eumetazoa,Mammalia,6,4,2,84911,56910
NR5A2,ABCB11,Unknown,18270374,Eumetazoa,cellular organisms,1,4,3,2494,8647
NR5A2,ABCG5,Activation,15121760,Eumetazoa,cellular organisms,1,4,3,2494,64240
NR5A2,ABCG8,Activation,15121760,Eumetazoa,cellular organisms,1,4,3,2494,64241
NR5A2,CCNE1,Unknown,19041685,Eumetazoa,Eukaryota,2,4,2,2494,898
NR5A2,CETP,Activation,11331284,Eumetazoa,Eukaryota,2,4,2,2494,1071
NR5A2,CYP11A1,Unknown,19067654,Eumetazoa,cellular organisms,1,4,3,2494,10771
NR5A2,CYP11B1,Activation,11564608,Eumetazoa,cellular organisms,1,4,3,2494,1584
NR5A2,CYP19A1,Unknown,11927588,Eumetazoa,cellular organisms,1,4,3,2494,7031
NR5A2,HSD3B2,Activation,19022561,Eumetazoa,cellular organisms,1,4,3,2494,1407
NR5A2,HSD3B2,Unknown,23874725,Eumetazoa,cellular organisms,1,4,3,2494,1407
NR5A2,NR5A2,Activation,18191017,Eumetazoa,Eumetazoa,4,4,0,2494,2494
NR5A2,SLC10A2,Unknown,12456679,Eumetazoa,cellular organisms,1,4,3,2494,6555
NR5A2,STAR,Activation,19022561,Eumetazoa,Eumetazoa,4,4,0,2494,114770
NRF1,CAPNS1,Activation,18234454,Eumetazoa,Eukaryota,2,4,2,4899,826
NRF1,COX6A1,Unknown,10773445,Eumetazoa,Eukaryota,2,4,2,4899,1337
NRF1,CXCR4,Activation,10381170;20068066,Eumetazoa,Eumetazoa,4,4,0,4899,7852
NRF1,FMR1,Activation,11058604;16500891,Eumetazoa,Eumetazoa,4,4,0,4899,2332
NRF1,FMR1,Unknown,15175277;9302255;9328468,Eumetazoa,Eumetazoa,4,4,0,4899,2332
NRF1,FXR2,Activation,16886907,Eumetazoa,Eumetazoa,4,4,0,4899,9513
NRF1,GALNT3,Unknown,10626815,Eumetazoa,Eumetazoa,4,4,0,4899,2591
NRF1,IDE,Activation,22870279,Eumetazoa,cellular organisms,1,4,3,4899,3416
NRF1,NQO1,Unknown,11035254,Eumetazoa,cellular organisms,1,4,3,4899,1728
NRF1,PRDX3,Activation,21051700,Eumetazoa,cellular organisms,1,4,3,4899,2022
NRF1,PRDX5,Activation,21051700,Eumetazoa,cellular organisms,1,4,3,4899,25824
NRF1,SDHB,Unknown,9492280,Eumetazoa,cellular organisms,1,4,3,4899,6390
NRF1,SLC46A1,Activation,20724482,Eumetazoa,Eumetazoa,4,4,0,4899,113235
NRF1,SNRPN,Unknown,16116039,Eumetazoa,Eukaryota,2,4,2,4899,6638
NRF1,SPAST,Activation,22574173,Eumetazoa,cellular organisms,1,4,3,4899,6683
NRF1,TOMM34,Unknown,18364745,Eumetazoa,Eukaryota,2,4,2,4899,1030
NRIP1,SLC7A1,Activation,17056252,Mammalia,cellular organisms,1,6,5,8204,6541
NRL,NR2E3,Activation,18294621,Vertebrata,Eumetazoa,4,5,1,4901,5879
NRL,PDE6B,Unknown,12566383,Vertebrata,Eukaryota,2,5,3,4901,3858
NRL,RBP3,Repression,15277472,Vertebrata,Eukaryota,2,5,3,4901,1390
NRL,RHO,Repression,15277472,Vertebrata,Eumetazoa,4,5,1,4901,6010
NRL,RHO,Unknown,11477108;12566383,Vertebrata,Eumetazoa,4,5,1,4901,6010
NUPR1,BCL2L1,Activation,18690848,Mammalia,Eumetazoa,4,6,2,26471,598
NUPR1,CDKN1A,Activation,18690848,Mammalia,Mammalia,6,6,0,26471,1026
NUPR1,CDKN1A,Unknown,22858377,Mammalia,Mammalia,6,6,0,26471,1026
NUPR1,EP300,Unknown,22858377,Mammalia,Eukaryota,2,6,4,26471,2033
NUPR1,MSL1,Repression,19650074,Mammalia,Eukaryota,2,6,4,26471,339287
NUPR1,TP53,Unknown,22858377,Mammalia,Vertebrata,5,6,1,26471,7157
OLIG2,LGR5,Unknown,23793848,Eumetazoa,Eukaryota,2,4,2,10215,6495
ONECUT1,MITF,Unknown,11478782,Eumetazoa,Eukaryota,2,4,2,3175,4286
ONECUT1,PROC,Activation,9553065,Eumetazoa,Eumetazoa,4,4,0,3175,5046
ONECUT2,MITF,Activation,11478782,Eumetazoa,Eukaryota,2,4,2,9480,4286
ONECUT2,SYTL4,Repression,16831872,Eumetazoa,Eukaryota,2,4,2,9480,94121
OTX1,BEST1,Activation,18849347,Eukaryota,Eumetazoa,4,2,2,5013,7439
OTX2,AURKA,Activation,21047732,Eukaryota,Eukaryota,2,2,0,5015,6790
OTX2,BEST1,Activation,18849347,Eukaryota,Eumetazoa,4,2,2,5015,7439
OTX2,BEST1,Unknown,20530484,Eukaryota,Eumetazoa,4,2,2,5015,7439
OTX2,CCNG2,Activation,21047732,Eukaryota,Eukaryota,2,2,0,5015,901
OTX2,CDC25C,Activation,21047732,Eukaryota,Eukaryota,2,2,0,5015,995
OTX2,DCT,Unknown,12559959,Eukaryota,Vertebrata,5,2,3,5015,1638
OTX2,HESX1,Unknown,18628516,Eukaryota,Eukaryota,2,2,0,5015,7026
OTX2,IGF1,Activation,21047732,Eukaryota,Vertebrata,5,2,3,5015,3479
OTX2,IL6,Activation,21047732,Eukaryota,Vertebrata,5,2,3,5015,3569
OTX2,PAX6,Activation,22085933,Eukaryota,Opisthokonta,3,2,1,5015,5080
OTX2,POU1F1,Unknown,18628516,Eukaryota,Eukaryota,2,2,0,5015,5449
OTX2,RBP3,Activation,10354480;10372988,Eukaryota,Eukaryota,2,2,0,5015,1390
OTX2,RBP3,Unknown,18628516,Eukaryota,Eukaryota,2,2,0,5015,1390
OTX2,TYR,Activation,22259223,Eukaryota,Eumetazoa,4,2,2,5015,7299
PA2G4,AGR2,Activation,20048076,cellular organisms,Vertebrata,5,1,4,5036,10551
PA2G4,AR,Unknown,20159994,cellular organisms,Eumetazoa,4,1,3,5036,367
PA2G4,E2F1,Repression,16254079,cellular organisms,Eukaryota,2,1,1,5036,1869
PA2G4,E2F1,Unknown,17786317,cellular organisms,Eukaryota,2,1,1,5036,1869
PA2G4,KLK3,Repression,16254079,cellular organisms,Eumetazoa,4,1,3,5036,354
PARP1,BCL2,Repression,20564216,Eukaryota,Vertebrata,5,2,3,142,596
PARP1,BRCA2,Repression,18990703,Eukaryota,Eukaryota,2,2,0,142,675
PARP1,CDH1,Activation,21577210,Eukaryota,Eumetazoa,4,2,2,142,9781
PARP1,CDH1,Unknown,18773488,Eukaryota,Eumetazoa,4,2,2,142,9781
PARP1,CDKN1A,Unknown,20711239,Eukaryota,Mammalia,6,2,4,142,1026
PARP1,CXCL1,Unknown,11112786,Eukaryota,Vertebrata,5,2,3,142,2919
PARP1,DNAAF4,Unknown,18445785,Eukaryota,Eukaryota,2,2,0,142,161582
PARP1,E2F1,Activation,14627987,Eukaryota,Eukaryota,2,2,0,142,1869
PARP1,FBN1,Unknown,23860323,Eukaryota,Eukaryota,2,2,0,142,2200
PARP1,FN1,Unknown,22223884,Eukaryota,Eumetazoa,4,2,2,142,2335
PARP1,FOXO1,Repression,19281796,Eukaryota,Opisthokonta,3,2,1,142,2308
PARP1,HFE,Unknown,24184271,Eukaryota,Vertebrata,5,2,3,142,3077
PARP1,HTR1A,Repression,21990073,Eukaryota,Eumetazoa,4,2,2,142,3350
PARP1,IFNAR1,Unknown,19501422,Eukaryota,Vertebrata,5,2,3,142,3454
PARP1,IFNG,Unknown,17177976,Eukaryota,Vertebrata,5,2,3,142,3458
PARP1,IL10,Unknown,20181890,Eukaryota,Vertebrata,5,2,3,142,5308
PARP1,JUN,Unknown,16026317,Eukaryota,Opisthokonta,3,2,1,142,3725
PARP1,NFKB1,Unknown,16026317,Eukaryota,Eukaryota,2,2,0,142,4790
PARP1,RELA,Unknown,16026317,Eukaryota,Eumetazoa,4,2,2,142,5970
PARP1,SERPINE1,Activation,22159350,Eukaryota,cellular organisms,1,2,1,142,5054
PARP1,SERPINF1,Repression,18312852,Eukaryota,cellular organisms,1,2,1,142,5176
PARP1,SH3BP2,Unknown,22820184,Eukaryota,Mammalia,6,2,4,142,6452
PARP1,SMARCB1,Unknown,17616514,Eukaryota,Eukaryota,2,2,0,142,6598
PARP1,SNAI1,Repression,21577210,Eukaryota,Opisthokonta,3,2,1,142,6615
PARP1,THBD,Activation,21489980,Eukaryota,Eumetazoa,4,2,2,142,7056
PARP1,THBD,Repression,21489980,Eukaryota,Eumetazoa,4,2,2,142,7056
PARP1,VIM,Activation,17720873,Eukaryota,Eumetazoa,4,2,2,142,7431
PAWR,BCL2,Repression,11912153;9989812,Mammalia,Vertebrata,5,6,1,5074,596
PAX1,PDGFRA,Unknown,9826722,Eumetazoa,Eukaryota,2,4,2,5075,5156
PAX2,ADAM10,Unknown,21876729;21880579,Eumetazoa,Opisthokonta,3,4,1,22926,6122
PAX2,ERBB2,Unknown,10991938,Eumetazoa,Eukaryota,2,4,2,22926,2064
PAX2,L1CAM,Unknown,21880579,Eumetazoa,Eumetazoa,4,4,0,22926,3897
PAX2,NCAM1,Unknown,16406048;19485921,Eumetazoa,Eumetazoa,4,4,0,22926,4684
PAX2,TP53,Repression,8521821,Eumetazoa,Vertebrata,5,4,1,22926,7157
PAX2,WT1,Unknown,9178767,Eumetazoa,Opisthokonta,3,4,1,22926,7490
PAX3,BCL2L1,Activation,10871843,Eukaryota,Eumetazoa,4,2,2,5077,598
PAX3,CXCR4,Activation,20068066,Eukaryota,Eumetazoa,4,2,2,5077,7852
PAX3,DPYSL2,Unknown,17229153,Eukaryota,cellular organisms,1,2,1,5077,1808
PAX3,MET,Unknown,8633043,Eukaryota,Eukaryota,2,2,0,5077,4233
PAX3,MITF,Activation,20925909;21965087,Eukaryota,Eukaryota,2,2,0,5077,4286
PAX3,MITF,Repression,19074888,Eukaryota,Eukaryota,2,2,0,5077,4286
PAX3,MITF,Unknown,19026785;9500554,Eukaryota,Eukaryota,2,2,0,5077,4286
PAX3,SHH,Unknown,20569257,Eukaryota,Eumetazoa,4,2,2,5077,10527
PAX4,GCG,Repression,17426099,Eukaryota,Vertebrata,5,2,3,5078,56521
PAX4,INS,Repression,17426099,Eukaryota,Vertebrata,5,2,3,5078,3214
PAX4,INS,Unknown,10601637,Eukaryota,Vertebrata,5,2,3,5078,3214
PAX4,ISL1,Unknown,15161765,Eukaryota,Eukaryota,2,2,0,5078,4599
PAX5,BAX,Activation,22105368,Eumetazoa,Vertebrata,5,4,1,5079,581
PAX5,BCL2,Repression,22105368,Eumetazoa,Vertebrata,5,4,1,5079,596
PAX5,BLK,Repression,18697940,Eumetazoa,Eukaryota,2,4,2,5079,640
PAX5,CCND1,Repression,22105368,Eumetazoa,Eukaryota,2,4,2,5079,7436
PAX5,CD19,Activation,15163413,Eumetazoa,Mammalia,6,4,2,5079,930
PAX5,CD19,Unknown,10666449;12907641;20208555,Eumetazoa,Mammalia,6,4,2,5079,930
PAX5,CD79A,Activation,9545244,Eumetazoa,Mammalia,6,4,2,5079,973
PAX5,CDKN1A,Activation,22105368,Eumetazoa,Mammalia,6,4,2,5079,1026
PAX5,FCER2,Unknown,12731041,Eumetazoa,Eumetazoa,4,4,0,5079,2208
PAX5,FHL2,Activation,21540083,Eumetazoa,Eukaryota,2,4,2,5079,2274
PAX5,LEF1,Activation,9545244,Eumetazoa,Opisthokonta,3,4,1,5079,51176
PAX5,MET,Activation,24628993,Eumetazoa,Eukaryota,2,4,2,5079,4233
PAX5,MET,Unknown,19139719,Eumetazoa,Eukaryota,2,4,2,5079,4233
PAX5,MMP1,Repression,22105368,Eumetazoa,Eukaryota,2,4,2,5079,4312
PAX5,MYCN,Activation,9545244,Eumetazoa,Eumetazoa,4,4,0,5079,4613
PAX5,PRDM1,Repression,17682124;22593617,Eumetazoa,Eumetazoa,4,4,0,5079,639
PAX5,PRKCE,Unknown,9190940,Eumetazoa,Eukaryota,2,4,2,5079,9429
PAX5,RAG2,Unknown,11094072;12044781,Eumetazoa,Vertebrata,5,4,1,5079,5897
PAX5,RB1,Unknown,10197586,Eumetazoa,Eukaryota,2,4,2,5079,5925
PAX5,TERT,Activation,19806612,Eumetazoa,Eukaryota,2,4,2,5079,7015
PAX5,TIMP1,Activation,22105368,Eumetazoa,Eumetazoa,4,4,0,5079,7076
PAX5,TP53,Activation,22105368,Eumetazoa,Vertebrata,5,4,1,5079,7157
PAX5,TP53,Repression,8521821,Eumetazoa,Vertebrata,5,4,1,5079,7157
PAX5,XBP1,Repression,8627152,Eumetazoa,Eumetazoa,4,4,0,5079,1742
PAX6,FABP7,Activation,22583899,Opisthokonta,Eumetazoa,4,3,1,5080,2173
PAX6,GCG,Unknown,21824252,Opisthokonta,Vertebrata,5,3,2,5080,56521
PAX6,ITGA5,Unknown,10954416,Opisthokonta,Eumetazoa,4,3,1,5080,10810
PAX6,ITGB1,Unknown,10954416,Opisthokonta,Eumetazoa,4,3,1,5080,3688
